20200523-175947,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200523-181857,INFO,24,46.16,32.83,56.76,1025.7,25.8,73.2,7.03,-16.44,1.9,0.64
20200523-181937,INFO,25,46.16,32.81,56.94,1025.74,25.8,73.1,7.01,-16.16,1.9,0.67
20200523-182017,INFO,26,46.16,32.81,56.6,1025.77,25.8,73.1,7.01,-16.5,1.9,0.63
20200523-182057,INFO,27,46.16,32.68,56.67,1025.72,25.8,73.1,6.88,-16.43,1.96,0.64
20200523-182136,INFO,28,46.7,32.92,56.57,1025.76,25.8,73.1,7.12,-16.53,1.94,0.6
20200523-182216,INFO,29,46.16,32.72,56.88,1025.71,25.8,73.1,6.92,-16.22,1.94,0.66
20200523-182255,INFO,30,46.16,32.9,56.89,1025.73,25.8,73.1,7.1,-16.21,1.87,0.66
20200523-182335,INFO,31,46.16,32.74,57.02,1025.7,25.8,73.1,6.94,-16.08,1.93,0.68
20200523-182415,INFO,32,46.16,32.85,56.57,1025.71,25.8,73.0,7.05,-16.43,1.89,0.63
20200523-182614,INFO,33,46.16,32.7,56.56,1025.7,25.8,73.0,6.9,-16.44,1.95,0.63
20200523-182813,INFO,34,46.7,32.81,57.28,1025.78,25.8,72.9,7.01,-15.62,1.98,0.68
20200523-182852,INFO,35,46.16,32.99,56.51,1025.73,25.8,73.0,7.19,-16.49,1.83,0.63
20200523-182932,INFO,36,46.16,32.74,56.05,1025.8,25.8,73.1,6.94,-17.05,1.93,0.58
20200523-183012,INFO,37,46.7,32.66,56.77,1025.8,25.8,73.1,6.86,-16.33,2.05,0.62
20200523-183131,INFO,38,46.7,32.99,56.79,1025.87,25.8,73.1,7.19,-16.31,1.91,0.62
20200523-183211,INFO,39,46.16,32.94,56.58,1025.93,25.8,73.1,7.14,-16.52,1.85,0.63
20200523-183250,INFO,40,46.16,32.97,56.47,1025.93,25.8,73.0,7.17,-16.53,1.84,0.62
20200523-183410,INFO,41,47.24,32.92,56.99,1025.96,25.8,73.2,7.12,-16.21,2.01,0.6
20200523-183449,INFO,42,46.7,32.88,56.48,1025.95,25.9,73.1,6.98,-16.62,1.98,0.59
20200523-183609,INFO,43,45.62,32.76,57.35,1025.91,25.9,73.1,6.86,-15.75,1.87,0.74
20200523-183728,INFO,44,46.16,32.61,56.98,1025.87,25.9,73.1,6.71,-16.12,2.02,0.67
20200523-183808,INFO,45,46.16,32.47,57.43,1025.88,25.9,72.9,6.57,-15.47,2.08,0.73
20200523-183927,INFO,46,46.7,32.74,57.23,1025.87,25.9,73.0,6.84,-15.77,2.04,0.67
20200523-184007,INFO,47,46.16,32.81,56.75,1025.88,25.9,73.0,6.91,-16.25,1.93,0.65
20200523-184046,INFO,48,46.7,32.61,56.96,1025.86,25.9,73.0,6.71,-16.04,2.1,0.64
20200523-184126,INFO,49,46.16,32.77,57.05,1025.84,25.8,72.9,6.97,-15.85,1.92,0.69
20200523-184206,INFO,50,46.16,32.77,57.05,1025.85,25.8,73.1,6.97,-16.05,1.92,0.68
20200523-184245,INFO,51,46.16,32.65,57.17,1025.8,25.8,73.1,6.85,-15.93,1.97,0.69
20200523-184325,INFO,52,46.7,32.77,57.06,1025.83,25.8,73.4,6.97,-16.34,2.01,0.63
20200523-184405,INFO,53,46.16,32.65,57.01,1025.79,25.8,73.4,6.85,-16.39,1.97,0.66
20200523-184524,INFO,54,46.7,32.54,58.44,1025.81,25.8,73.5,6.74,-15.06,2.1,0.78
20200523-184604,INFO,55,47.24,32.56,56.72,1025.84,25.8,73.3,6.76,-16.58,2.17,0.57
20200523-184643,INFO,56,46.16,32.54,57.57,1025.8,25.8,73.5,6.74,-15.93,2.02,0.72
20200523-184803,INFO,57,46.7,32.43,57.85,1025.82,25.8,73.5,6.63,-15.65,2.15,0.71
20200523-184842,INFO,58,46.16,32.57,57.61,1025.83,25.8,73.4,6.77,-15.79,2.0,0.73
20200523-184922,INFO,59,46.16,32.45,57.72,1025.84,25.8,73.3,6.65,-15.58,2.06,0.74
20200523-185002,INFO,60,46.16,32.48,57.4,1025.81,25.8,73.2,6.68,-15.8,2.05,0.71
20200523-185041,INFO,61,46.16,32.56,57.69,1025.83,25.8,73.2,6.76,-15.51,2.01,0.74
20200523-185121,INFO,62,46.16,32.57,57.37,1025.85,25.8,73.4,6.77,-16.03,2.01,0.7
20200523-185201,INFO,63,46.16,32.43,57.47,1025.79,25.8,73.4,6.63,-15.93,2.07,0.71
20200523-185240,INFO,64,46.16,32.45,58.08,1025.84,25.7,73.4,6.75,-15.32,2.03,0.78
20200523-185320,INFO,65,46.16,32.57,57.79,1025.84,25.8,73.4,6.77,-15.61,2.01,0.75
20200523-185400,INFO,66,46.16,32.52,57.27,1025.81,25.8,73.3,6.72,-16.03,2.03,0.69
20200523-185439,INFO,67,46.16,32.47,57.23,1025.82,25.8,73.3,6.67,-16.07,2.05,0.69
20200523-185519,INFO,68,46.16,32.41,57.08,1025.79,25.8,73.3,6.61,-16.22,2.08,0.67
20200523-185558,INFO,69,45.62,32.36,57.97,1025.76,25.8,73.4,6.56,-15.43,2.02,0.8
20200523-185638,INFO,70,46.16,32.23,57.6,1025.76,25.8,73.4,6.43,-15.8,2.17,0.72
20200523-185718,INFO,71,46.16,32.36,57.85,1025.76,25.8,73.2,6.56,-15.35,2.1,0.76
20200523-185758,INFO,72,45.62,32.37,57.93,1025.76,25.8,73.2,6.57,-15.27,2.02,0.81
20200523-185837,INFO,73,46.16,32.28,57.69,1025.73,25.8,73.3,6.48,-15.61,2.14,0.74
20200523-185917,INFO,74,46.16,32.3,57.93,1025.71,25.8,73.2,6.5,-15.27,2.13,0.77
20200523-191204,INFO,75,46.16,32.37,58.29,1025.7,25.8,72.7,6.57,-14.41,2.1,0.84
20200523-191243,INFO,76,46.16,32.34,57.76,1025.71,25.7,73.2,6.64,-15.44,2.08,0.75
20200523-191323,INFO,77,46.16,32.45,57.55,1025.78,25.8,73.4,6.65,-15.85,2.06,0.72
20200523-191403,INFO,78,46.7,32.39,57.95,1025.77,25.8,73.4,6.59,-15.45,2.17,0.73
20200523-191442,INFO,79,45.62,32.37,57.7,1025.75,25.8,73.4,6.57,-15.7,2.02,0.77
20200523-191522,INFO,80,46.16,32.66,57.26,1025.79,25.8,73.4,6.86,-16.14,1.97,0.69
20200523-191641,INFO,81,45.62,32.77,56.98,1025.81,25.8,73.3,6.97,-16.32,1.84,0.7
20200523-191800,INFO,82,46.16,32.97,56.64,1025.83,25.8,73.2,7.17,-16.56,1.84,0.63
20200523-191840,INFO,83,46.16,32.96,56.65,1025.88,25.8,73.2,7.16,-16.55,1.84,0.63
20200523-191920,INFO,84,46.16,32.96,56.1,1025.87,25.8,73.2,7.16,-17.1,1.84,0.58
20200523-191959,INFO,85,46.7,33.05,56.28,1025.88,25.8,73.1,7.25,-16.82,1.88,0.57
20200523-192039,INFO,86,46.7,32.72,56.3,1025.85,25.8,73.1,6.92,-16.8,2.02,0.57
20200523-192119,INFO,87,46.7,33.05,56.31,1025.82,25.8,73.0,7.25,-16.69,1.88,0.58
20200523-192158,INFO,88,46.7,33.01,56.51,1025.83,25.8,73.0,7.21,-16.49,1.9,0.59
20200523-192238,INFO,89,46.16,32.97,56.5,1025.82,25.9,73.1,7.07,-16.6,1.87,0.62
20200523-192318,INFO,90,46.16,32.88,55.5,1025.79,25.9,73.1,6.98,-17.6,1.9,0.53
20200523-192357,INFO,91,46.7,32.97,56.45,1025.84,25.9,73.2,7.07,-16.75,1.94,0.58
20200523-192437,INFO,92,47.24,32.96,56.17,1025.84,25.9,73.1,7.06,-16.93,2.02,0.53
20200523-192517,INFO,93,47.24,32.88,56.25,1025.82,25.9,73.1,6.98,-16.85,2.06,0.53
20200523-192556,INFO,94,46.16,32.79,56.87,1025.83,25.9,73.1,6.89,-16.23,1.94,0.66
20200523-192636,INFO,95,46.16,32.85,56.22,1025.87,25.9,73.1,6.95,-16.88,1.92,0.6
20200523-192716,INFO,96,46.16,33.1,56.31,1025.85,25.9,73.1,7.2,-16.79,1.81,0.6
20200523-192755,INFO,97,46.16,32.65,56.52,1025.82,25.9,73.1,6.75,-16.58,2.0,0.62
20200523-192835,INFO,98,46.16,32.85,56.64,1025.81,25.9,73.0,6.95,-16.36,1.92,0.64
20200523-193034,INFO,99,47.24,33.01,56.15,1025.96,25.9,72.9,7.11,-16.75,2.0,0.53
20200523-193114,INFO,100,46.7,33.03,55.83,1025.89,25.9,72.9,7.13,-17.07,1.92,0.53
20200523-193153,INFO,101,46.7,32.79,56.52,1025.85,25.9,72.8,6.89,-16.28,2.02,0.6
20200523-193313,INFO,102,46.7,32.88,56.87,1025.82,26.0,72.9,6.88,-16.03,2.01,0.63
20200523-193352,INFO,103,46.16,32.92,56.61,1025.84,25.9,72.9,7.02,-16.29,1.89,0.64
20200523-193432,INFO,104,46.7,32.9,56.28,1025.87,25.9,72.8,7.0,-16.52,1.97,0.58
20200523-193512,INFO,105,46.7,32.85,56.19,1025.79,25.9,72.8,6.95,-16.61,1.99,0.57
20200523-193631,INFO,106,46.16,33.03,56.25,1025.91,26.0,72.8,7.03,-16.55,1.87,0.61
20200523-193711,INFO,107,46.16,33.1,58.41,1025.92,26.0,72.8,7.1,-14.39,1.84,0.85
20200523-193750,INFO,108,47.24,33.01,56.14,1025.97,26.0,72.8,7.01,-16.66,2.03,0.53
20200523-193830,INFO,109,46.7,33.01,56.27,1026.02,26.0,72.8,7.01,-16.53,1.95,0.58
20200523-193910,INFO,110,46.7,33.12,55.88,1026.03,26.0,72.6,7.12,-16.72,1.91,0.55
20200523-193949,INFO,111,46.7,33.06,56.32,1026.03,26.0,72.8,7.06,-16.48,1.93,0.58
20200523-194029,INFO,112,46.16,33.03,56.57,1026.03,26.0,72.7,7.03,-16.13,1.87,0.65
20200523-194109,INFO,113,46.7,32.94,56.14,1026.06,26.0,72.7,6.94,-16.56,1.98,0.57
20200523-194148,INFO,114,46.7,33.1,56.18,1026.03,26.0,72.7,7.1,-16.52,1.92,0.57
20200523-194228,INFO,115,46.16,32.92,56.05,1025.96,26.0,72.7,6.92,-16.65,1.91,0.59
20200523-194308,INFO,116,47.24,33.1,56.18,1025.93,26.0,72.7,7.1,-16.52,1.99,0.54
20200523-194347,INFO,117,47.24,32.86,56.15,1025.97,26.0,72.6,6.86,-16.45,2.1,0.54
20200523-194427,INFO,118,46.7,32.99,56.26,1025.94,26.0,72.7,6.99,-16.44,1.96,0.58
20200523-194507,INFO,119,47.24,32.97,56.66,1026.03,26.0,72.6,6.97,-15.94,2.05,0.59
20200523-194546,INFO,120,46.7,33.16,56.37,1026.08,26.0,72.6,7.16,-16.23,1.89,0.6
20200523-194626,INFO,121,46.16,33.14,56.15,1026.09,26.0,72.6,7.14,-16.45,1.82,0.61
20200523-194706,INFO,122,46.7,33.08,56.01,1026.11,26.0,72.7,7.08,-16.69,1.92,0.56
20200523-194745,INFO,123,46.16,32.65,56.04,1026.05,26.0,72.7,6.65,-16.66,2.03,0.59
20200523-194825,INFO,124,46.7,32.61,57.56,1026.08,26.0,73.1,6.61,-15.54,2.13,0.7
20200523-194905,INFO,125,46.7,32.79,56.82,1026.16,26.0,72.9,6.79,-16.08,2.05,0.63
20200523-194944,INFO,126,46.16,32.88,56.76,1026.18,26.0,72.8,6.88,-16.04,1.93,0.66
20200523-195024,INFO,127,46.16,32.66,56.86,1026.14,26.0,72.9,6.66,-16.04,2.03,0.67
20200523-195104,INFO,128,46.7,32.88,56.89,1026.28,26.0,72.8,6.88,-15.91,2.01,0.64
20200523-195223,INFO,129,46.7,32.74,56.71,1026.31,26.0,72.8,6.74,-16.09,2.07,0.62
20200523-195303,INFO,130,46.7,33.19,56.65,1026.34,26.0,72.7,7.19,-16.05,1.88,0.62
20200523-195342,INFO,131,47.24,33.12,56.09,1026.41,26.0,72.8,7.12,-16.71,1.98,0.53
20200523-195501,INFO,132,46.7,32.83,56.47,1026.36,26.0,72.8,6.83,-16.33,2.03,0.6
20200523-195621,INFO,133,46.16,33.19,56.08,1026.43,26.0,72.7,7.19,-16.62,1.8,0.6
20200523-195700,INFO,134,46.7,32.97,56.72,1026.43,26.0,72.8,6.97,-16.08,1.97,0.62
20200523-195740,INFO,135,46.16,33.05,56.66,1026.36,26.0,72.7,7.05,-16.04,1.86,0.65
20200523-195820,INFO,136,47.24,32.94,56.18,1026.43,26.0,72.7,6.94,-16.52,2.06,0.54
20200523-195859,INFO,137,46.7,33.06,56.07,1026.42,26.0,72.7,7.06,-16.63,1.93,0.56
20200523-195939,INFO,138,46.7,32.83,56.29,1026.41,26.0,72.7,6.83,-16.41,2.03,0.58
20200523-200019,INFO,139,46.7,32.92,56.91,1026.36,26.0,72.8,6.92,-15.89,1.99,0.64
20200523-200138,INFO,140,47.24,32.97,56.35,1026.48,26.0,72.8,6.97,-16.45,2.05,0.55
20200523-200218,INFO,141,46.7,33.21,56.04,1026.46,26.0,72.8,7.21,-16.76,1.87,0.56
20200523-200257,INFO,142,46.7,33.08,55.81,1026.5,26.0,72.8,7.08,-16.99,1.92,0.54
20200523-200337,INFO,143,46.7,33.16,56.18,1026.55,26.0,72.7,7.16,-16.52,1.89,0.57
20200523-200456,INFO,144,46.16,33.08,55.52,1026.55,26.0,72.8,7.08,-17.28,1.85,0.54
20200523-200536,INFO,145,46.7,32.92,56.86,1026.55,26.0,72.8,6.92,-15.94,1.99,0.64
20200523-200616,INFO,146,47.24,33.17,56.25,1026.6,26.1,72.7,7.07,-16.45,1.99,0.55
20200523-200655,INFO,147,46.7,33.14,55.96,1026.57,26.1,72.8,7.04,-16.84,1.93,0.55
20200523-200735,INFO,148,46.16,33.32,56.06,1026.6,26.1,72.7,7.22,-16.64,1.78,0.59
20200523-200854,INFO,149,47.24,33.25,56.61,1026.69,26.1,72.6,7.15,-15.99,1.96,0.59
20200523-200934,INFO,150,47.24,33.23,56.31,1026.7,26.1,72.6,7.13,-16.29,1.96,0.56
20200523-201014,INFO,151,47.24,33.1,55.86,1026.61,26.1,72.7,7.0,-16.84,2.02,0.51
20200523-201053,INFO,152,46.16,33.12,56.42,1026.65,26.1,72.6,7.02,-16.18,1.86,0.63
20200523-201133,INFO,153,46.16,33.19,55.79,1026.63,26.1,72.7,7.09,-16.91,1.83,0.57
20200523-201252,INFO,154,47.24,33.08,56.13,1026.71,26.1,72.7,6.98,-16.57,2.03,0.54
20200523-201332,INFO,155,46.7,33.25,55.87,1026.7,26.1,72.7,7.15,-16.83,1.88,0.54
20200523-201412,INFO,156,46.7,33.19,56.38,1026.63,26.1,72.7,7.09,-16.32,1.91,0.59
20200523-201451,INFO,157,46.16,33.23,56.13,1026.65,26.1,72.7,7.13,-16.57,1.81,0.6
20200523-201531,INFO,158,46.7,33.12,56.17,1026.65,26.1,72.7,7.02,-16.53,1.93,0.57
20200523-201650,INFO,159,47.24,33.37,56.02,1026.74,26.1,72.7,7.27,-16.68,1.91,0.53
20200523-201730,INFO,160,47.24,33.17,55.89,1026.82,26.1,72.7,7.07,-16.81,1.99,0.51
20200523-201810,INFO,161,46.16,33.21,56.12,1026.78,26.1,72.7,7.11,-16.58,1.82,0.6
20200523-201849,INFO,162,47.24,33.03,56.69,1026.77,26.1,72.7,6.93,-16.01,2.05,0.59
20200523-201929,INFO,163,47.24,33.08,56.42,1026.75,26.1,72.7,6.98,-16.28,2.03,0.56
20200523-202009,INFO,164,47.24,32.96,56.15,1026.8,26.1,72.7,6.86,-16.55,2.08,0.54
20200523-202208,INFO,165,46.16,33.01,56.26,1026.74,26.1,72.9,6.91,-16.64,1.9,0.61
20200523-202247,INFO,166,46.16,32.97,56.48,1026.73,26.1,72.6,6.87,-16.12,1.92,0.64
20200523-202407,INFO,167,46.7,32.54,57.24,1026.68,26.1,72.7,6.44,-15.46,2.2,0.68
20200523-202446,INFO,168,47.24,32.19,58.0,1026.63,26.0,73.0,6.19,-15.0,2.43,0.72
20200523-202526,INFO,169,46.16,32.32,58.37,1026.67,26.1,73.3,6.22,-14.93,2.23,0.82
20200523-202606,INFO,170,46.16,32.45,57.95,1026.71,26.0,73.2,6.45,-15.25,2.13,0.77
20200523-202844,INFO,171,46.7,32.88,57.56,1026.8,26.0,73.0,6.88,-15.44,2.01,0.7
20200523-202924,INFO,172,46.7,33.03,56.65,1026.78,26.0,73.0,7.03,-16.35,1.94,0.61
20200523-203003,INFO,173,47.24,32.9,55.68,1026.81,26.1,73.1,6.8,-17.42,2.11,0.48
20200523-203043,INFO,174,46.16,33.1,56.73,1026.86,26.1,73.1,7.0,-16.37,1.87,0.65
20200523-203123,INFO,175,46.16,33.17,56.46,1026.87,26.1,73.0,7.07,-16.54,1.84,0.62
20200523-203202,INFO,176,46.7,33.26,56.02,1026.84,26.1,72.9,7.16,-16.88,1.88,0.55
20200523-203242,INFO,177,46.7,33.12,56.11,1026.74,26.1,72.9,7.02,-16.79,1.93,0.56
20200523-203401,INFO,178,46.7,32.94,56.48,1026.89,26.1,72.8,6.84,-16.32,2.01,0.6
20200523-203441,INFO,179,46.16,33.17,56.37,1026.89,26.1,72.9,7.07,-16.53,1.84,0.62
20200523-203521,INFO,180,46.7,33.12,55.45,1026.91,26.1,72.7,7.02,-17.25,1.93,0.51
20200523-203600,INFO,181,46.16,33.14,56.07,1026.93,26.1,72.7,7.04,-16.63,1.85,0.6
20200523-203640,INFO,182,46.7,33.21,56.23,1026.9,26.1,72.6,7.11,-16.37,1.9,0.58
20200523-203720,INFO,183,46.16,33.16,55.45,1026.85,26.1,72.7,7.06,-17.25,1.84,0.54
20200523-203759,INFO,184,47.24,33.26,56.08,1026.89,26.2,72.7,7.06,-16.62,1.98,0.53
20200523-203839,INFO,185,47.24,33.16,55.73,1026.88,26.1,72.7,7.06,-16.97,1.99,0.5
20200523-203919,INFO,186,46.16,33.19,56.23,1026.86,26.2,72.7,6.99,-16.47,1.86,0.61
20200523-204038,INFO,187,46.16,33.14,56.15,1026.86,26.1,72.6,7.04,-16.45,1.85,0.61
20200523-204118,INFO,188,46.16,33.16,55.94,1026.92,26.2,72.6,6.96,-16.66,1.87,0.59
20200523-204157,INFO,189,46.7,33.14,56.26,1026.97,26.1,72.5,7.04,-16.24,1.93,0.59
20200523-204237,INFO,190,46.7,33.16,57.35,1027.01,26.1,72.5,7.06,-15.15,1.92,0.7
20200523-204317,INFO,191,47.24,33.19,55.96,1026.98,26.1,72.5,7.09,-16.54,1.98,0.53
20200523-204356,INFO,192,46.7,33.1,56.18,1027.03,26.1,72.6,7.0,-16.42,1.94,0.58
20200523-204436,INFO,193,47.24,33.08,56.35,1027.04,26.1,72.5,6.98,-16.15,2.03,0.56
20200523-204516,INFO,194,46.16,33.25,56.05,1027.08,26.1,72.6,7.15,-16.55,1.81,0.6
20200523-204555,INFO,195,46.7,33.14,55.74,1027.1,26.1,72.6,7.04,-16.86,1.93,0.54
20200523-204635,INFO,196,47.24,33.08,56.34,1027.12,26.1,72.6,6.98,-16.26,2.03,0.56
20200523-204715,INFO,197,46.16,33.12,56.54,1027.03,26.1,72.6,7.02,-16.06,1.86,0.65
20200523-204754,INFO,198,47.24,33.1,56.19,1027.11,26.1,72.8,7.0,-16.61,2.02,0.54
20200523-204834,INFO,199,47.24,33.21,56.0,1027.12,26.1,72.6,7.11,-16.6,1.97,0.53
20200523-204914,INFO,200,46.7,33.23,56.0,1027.12,26.1,72.5,7.13,-16.5,1.89,0.56
20200523-204953,INFO,201,47.24,33.14,56.18,1027.1,26.1,72.6,7.04,-16.42,2.0,0.54
20200523-205113,INFO,202,46.7,32.97,56.2,1027.12,26.2,72.6,6.77,-16.4,2.03,0.58
20200523-205232,INFO,203,46.16,33.19,56.13,1027.14,26.2,72.5,6.99,-16.37,1.86,0.61
20200523-205312,INFO,204,47.24,33.28,56.14,1027.16,26.2,72.5,7.08,-16.36,1.97,0.54
20200523-205431,INFO,205,47.24,33.19,55.82,1027.19,26.2,72.6,6.99,-16.78,2.01,0.51
20200523-205511,INFO,206,47.24,33.26,56.07,1027.19,26.2,72.6,7.06,-16.53,1.98,0.53
20200523-205550,INFO,207,46.16,33.43,55.4,1027.22,26.2,72.6,7.23,-17.2,1.76,0.54
20200523-205630,INFO,208,47.24,33.19,56.1,1027.19,26.2,72.6,6.99,-16.5,2.01,0.54
20200523-205710,INFO,209,47.24,33.26,55.9,1027.3,26.2,72.6,7.06,-16.7,1.98,0.52
20200523-205749,INFO,210,46.16,33.23,55.97,1027.23,26.2,72.5,7.03,-16.53,1.84,0.59
20200523-205909,INFO,211,46.7,33.16,56.02,1027.3,26.2,72.5,6.96,-16.48,1.95,0.57
20200523-205948,INFO,212,47.24,33.3,56.15,1027.4,26.2,72.6,7.1,-16.45,1.96,0.54
20200523-210028,INFO,213,47.24,33.34,56.26,1027.44,26.2,72.5,7.14,-16.24,1.95,0.56
20200523-210108,INFO,214,46.7,33.32,56.11,1027.43,26.2,72.5,7.12,-16.39,1.88,0.57
20200523-210147,INFO,215,47.24,33.3,56.32,1027.44,26.2,72.6,7.1,-16.28,1.96,0.56
20200523-210227,INFO,216,46.16,33.19,55.81,1027.45,26.2,72.6,6.99,-16.79,1.86,0.57
20200523-210306,INFO,217,46.16,33.3,56.3,1027.5,26.2,72.6,7.1,-16.3,1.81,0.62
20200523-210346,INFO,218,47.24,32.97,56.5,1027.5,26.2,72.6,6.77,-16.1,2.11,0.58
20200523-210426,INFO,219,46.16,33.23,55.7,1027.52,26.2,72.5,7.03,-16.8,1.84,0.57
20200523-210505,INFO,220,47.24,33.28,56.07,1027.55,26.2,72.5,7.08,-16.43,1.97,0.54
20200523-210545,INFO,221,46.7,33.21,56.06,1027.56,26.2,72.5,7.01,-16.44,1.92,0.57
20200523-210625,INFO,222,46.7,33.17,56.28,1027.57,26.3,72.3,6.87,-16.02,1.97,0.6
20200523-210704,INFO,223,46.7,33.06,56.09,1027.59,26.2,72.1,6.86,-16.01,1.99,0.59
20200523-210824,INFO,224,47.24,32.97,56.47,1027.58,26.3,72.5,6.67,-16.03,2.14,0.58
20200523-210943,INFO,225,47.24,32.86,56.93,1027.61,26.3,72.7,6.56,-15.77,2.19,0.61
20200523-211102,INFO,226,47.24,32.79,56.72,1027.59,26.2,72.9,6.59,-16.18,2.19,0.59
