20200527-091851,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200527-093404,INFO,19,42.93,28.96,47.98,1027.76,24.2,52.6,4.76,-4.62,2.93,1.09
20200527-093443,INFO,ERROR,Sensor failure. Check wiring.
20200527-093523,INFO,20,42.93,28.98,47.74,1027.77,24.2,52.6,4.78,-4.86,2.92,0.99
20200527-093603,INFO,21,42.93,29.36,47.45,1027.7,24.3,52.5,5.06,-5.05,2.68,0.9
20200527-093642,INFO,22,42.93,29.47,47.56,1027.73,24.2,52.5,5.27,-4.94,2.55,0.94
20200527-093722,INFO,23,42.93,29.52,47.44,1027.71,24.3,52.9,5.22,-5.46,2.57,0.83
20200527-093802,INFO,24,43.47,29.43,47.1,1027.71,24.3,52.4,5.13,-5.3,2.74,0.68
20200527-093841,INFO,25,42.93,29.52,46.98,1027.68,24.3,52.9,5.22,-5.92,2.57,0.68
20200527-093921,INFO,26,42.93,29.52,46.81,1027.69,24.3,52.4,5.22,-5.59,2.57,0.69
20200527-094001,INFO,27,43.47,29.2,46.71,1027.64,24.3,52.4,4.9,-5.69,2.91,0.57
20200527-094040,INFO,28,42.93,29.09,47.15,1027.69,24.3,52.6,4.79,-5.45,2.89,0.77
20200527-094120,INFO,29,43.47,29.07,48.38,1027.74,24.3,52.5,4.77,-4.12,3.02,1.19
20200527-094200,INFO,30,42.93,28.91,47.76,1027.84,24.3,52.4,4.61,-4.64,3.04,1.04
20200527-094239,INFO,31,43.47,29.27,46.93,1027.8,24.3,52.4,4.97,-5.47,2.86,0.63
20200527-094319,INFO,ERROR,Sensor failure. Check wiring.
20200527-094359,INFO,32,42.93,29.36,47.39,1027.69,24.3,52.7,5.06,-5.31,2.68,0.84
20200527-094438,INFO,33,44.01,29.58,46.98,1027.72,24.3,52.2,5.28,-5.22,2.73,0.57
20200527-094518,INFO,ERROR,Sensor failure. Check wiring.
20200527-094558,INFO,34,43.47,29.58,46.34,1027.71,24.3,52.3,5.28,-5.96,2.63,0.48
20200527-094637,INFO,ERROR,Sensor failure. Check wiring.
20200527-094717,INFO,35,43.47,29.23,46.75,1027.75,24.3,51.5,4.93,-4.75,2.89,0.69
20200527-094757,INFO,36,42.93,29.09,47.0,1027.79,24.3,51.7,4.79,-4.7,2.89,0.87
20200527-094836,INFO,37,43.47,29.23,47.01,1027.76,24.3,52.1,4.93,-5.09,2.89,0.7
20200527-094916,INFO,ERROR,Sensor failure. Check wiring.
20200527-094956,INFO,38,43.47,29.02,46.84,1027.86,24.3,51.6,4.72,-4.76,3.06,0.71
20200527-095035,INFO,39,42.93,29.05,46.85,1027.84,24.3,51.6,4.75,-4.75,2.92,0.83
20200527-095115,INFO,40,43.47,29.16,46.82,1027.89,24.3,51.5,4.86,-4.68,2.94,0.72
20200527-095155,INFO,41,43.47,29.0,47.2,1027.91,24.3,51.6,4.7,-4.4,3.08,0.85
20200527-095234,INFO,42,44.01,29.03,46.19,1027.89,24.3,51.8,4.73,-5.61,3.17,0.39
20200527-095314,INFO,43,44.01,29.07,47.27,1027.9,24.3,51.6,4.77,-4.33,3.13,0.75
20200527-095354,INFO,44,43.47,28.98,47.15,1027.94,24.4,51.9,4.58,-4.75,3.16,0.77
20200527-095433,INFO,45,44.01,29.49,46.81,1027.83,24.4,51.9,5.09,-5.09,2.85,0.55
20200527-095513,INFO,46,42.93,29.4,46.14,1027.85,24.3,51.6,5.1,-5.46,2.65,0.59
20200527-095553,INFO,47,43.47,29.29,46.49,1027.81,24.4,51.7,4.89,-5.21,2.9,0.58
20200527-095632,INFO,48,43.47,29.14,47.27,1027.85,24.4,51.9,4.74,-4.63,3.02,0.82
20200527-095712,INFO,49,43.47,29.43,46.68,1027.87,24.4,51.8,5.03,-5.12,2.79,0.63
20200527-095752,INFO,ERROR,Sensor failure. Check wiring.
20200527-095831,INFO,50,43.47,29.16,46.59,1027.9,24.4,51.4,4.76,-4.81,3.01,0.65
20200527-095911,INFO,51,43.47,29.23,46.62,1027.89,24.3,51.3,4.93,-4.68,2.89,0.67
20200527-095950,INFO,52,43.47,29.27,46.75,1027.87,24.4,51.7,4.87,-4.95,2.92,0.66
20200527-100030,INFO,53,43.47,29.05,46.7,1027.91,24.4,51.5,4.65,-4.8,3.1,0.67
20200527-100110,INFO,54,42.93,29.03,47.15,1027.99,24.4,51.7,4.63,-4.55,3.0,0.93
20200527-100149,INFO,55,44.01,29.03,47.23,1028.0,24.4,51.7,4.63,-4.47,3.24,0.72
20200527-100229,INFO,56,43.47,29.02,47.42,1027.96,24.4,52.1,4.62,-4.68,3.13,0.84
20200527-100309,INFO,57,42.93,29.18,47.35,1027.95,24.4,51.9,4.78,-4.55,2.88,0.97
20200527-100348,INFO,58,43.47,28.82,47.06,1027.98,24.4,51.9,4.42,-4.84,3.31,0.74
20200527-100428,INFO,59,42.93,29.03,47.27,1027.93,24.4,51.5,4.63,-4.23,3.0,1.03
20200527-100508,INFO,60,42.93,28.89,47.37,1027.98,24.4,52.0,4.49,-4.63,3.13,0.96
20200527-100547,INFO,61,42.93,28.91,48.43,1028.02,24.4,52.0,4.51,-3.57,3.11,1.54
20200527-100627,INFO,62,43.47,28.62,47.68,1028.0,24.4,52.2,4.22,-4.52,3.52,0.93
20200527-100707,INFO,63,42.93,28.8,47.72,1027.96,24.4,51.9,4.4,-4.18,3.21,1.15
20200527-100746,INFO,ERROR,Sensor failure. Check wiring.
20200527-100826,INFO,64,43.47,29.4,47.45,1027.88,24.4,51.8,5.0,-4.35,2.81,0.91
20200527-100906,INFO,65,42.93,29.56,47.16,1027.92,24.5,52.5,5.06,-5.34,2.64,0.79
20200527-100945,INFO,66,43.47,29.8,47.38,1027.93,24.5,52.3,5.3,-4.92,2.58,0.79
20200527-101025,INFO,67,44.01,30.16,46.78,1027.9,24.5,52.6,5.66,-5.82,2.45,0.48
20200527-101105,INFO,68,43.47,30.09,46.7,1027.93,24.5,52.5,5.59,-5.8,2.39,0.56
20200527-101144,INFO,69,44.01,30.5,45.49,1027.92,24.5,52.2,6.0,-6.71,2.25,0.22
20200527-101224,INFO,70,44.55,30.72,45.74,1027.92,24.5,52.3,6.22,-6.56,2.22,0.18
20200527-101304,INFO,71,44.01,30.49,45.91,1028.0,24.5,52.2,5.99,-6.29,2.26,0.3
20200527-101343,INFO,72,44.01,30.41,45.97,1027.98,24.5,53.0,5.91,-7.03,2.3,0.28
20200527-101423,INFO,73,44.01,30.72,46.17,1027.96,24.6,53.0,6.12,-6.83,2.17,0.32
20200527-101503,INFO,74,44.55,30.67,45.98,1027.94,24.6,52.7,6.07,-6.72,2.29,0.21
20200527-101542,INFO,75,44.01,30.74,45.6,1027.96,24.6,53.1,6.14,-7.5,2.16,0.21
20200527-101622,INFO,76,44.01,30.76,45.46,1027.96,24.6,52.8,6.16,-7.34,2.15,0.2
20200527-101702,INFO,77,44.01,30.65,45.87,1027.97,24.6,53.0,6.05,-7.13,2.21,0.26
20200527-101741,INFO,78,44.01,30.9,45.4,1027.95,24.6,52.0,6.3,-6.6,2.08,0.21
20200527-101821,INFO,79,45.08,30.85,44.81,1027.97,24.6,52.3,6.25,-7.49,2.28,-0.04
20200527-101901,INFO,80,44.55,30.98,44.42,1027.97,24.6,51.7,6.38,-7.28,2.13,-0.02
20200527-101940,INFO,81,44.55,31.09,44.01,1027.98,24.6,51.5,6.49,-7.49,2.07,-0.07
20200527-102020,INFO,82,44.01,31.1,44.12,1027.99,24.6,51.8,6.5,-7.68,1.99,0.01
20200527-102100,INFO,ERROR,Sensor failure. Check wiring.
20200527-102139,INFO,83,44.01,31.14,44.52,1027.95,24.6,52.9,6.54,-8.38,1.97,0.06
20200527-102219,INFO,84,45.08,31.01,44.33,1027.99,24.6,51.8,6.41,-7.47,2.2,-0.1
20200527-102259,INFO,85,45.08,31.3,43.96,1027.97,24.6,52.0,6.7,-8.04,2.06,-0.14
20200527-102338,INFO,86,45.08,31.27,44.13,1027.95,24.6,52.0,6.67,-7.87,2.07,-0.12
20200527-102418,INFO,87,45.08,31.16,44.15,1028.03,24.6,51.5,6.56,-7.35,2.12,-0.13
20200527-102458,INFO,88,45.08,31.38,44.13,1028.0,24.6,51.7,6.78,-7.57,2.02,-0.13
20200527-102537,INFO,89,45.08,31.54,43.57,1027.92,24.6,51.9,6.94,-8.33,1.95,-0.18
20200527-102617,INFO,90,45.08,31.48,44.22,1027.98,24.7,51.6,6.78,-7.38,2.01,-0.12
20200527-102657,INFO,91,45.08,31.27,42.21,1027.99,24.7,51.8,6.57,-9.59,2.1,-0.3
20200527-102736,INFO,92,45.08,31.19,43.47,1028.06,24.7,51.5,6.49,-8.03,2.14,-0.2
20200527-102816,INFO,ERROR,Sensor failure. Check wiring.
20200527-102856,INFO,93,45.08,31.38,43.32,1028.03,24.7,51.7,6.68,-8.38,2.05,-0.21
20200527-102935,INFO,94,45.08,31.36,43.16,1028.01,24.6,51.4,6.76,-8.24,2.03,-0.23
20200527-103015,INFO,95,45.08,31.58,43.04,1028.04,24.6,51.4,6.98,-8.36,1.93,-0.24
20200527-103055,INFO,96,45.08,31.67,43.07,1027.98,24.6,51.5,7.07,-8.43,1.9,-0.24
20200527-103134,INFO,97,45.08,31.32,43.0,1028.03,24.6,51.4,6.72,-8.4,2.05,-0.25
20200527-103214,INFO,98,45.08,31.54,42.73,1028.07,24.6,51.0,6.94,-8.27,1.95,-0.28
20200527-103254,INFO,99,45.08,31.61,42.89,1027.98,24.6,51.2,7.01,-8.31,1.92,-0.26
20200527-103333,INFO,100,45.08,31.63,42.88,1027.99,24.6,51.3,7.03,-8.42,1.91,-0.26
20200527-103413,INFO,101,45.08,31.7,43.0,1027.96,24.7,51.8,7.0,-8.8,1.91,-0.24
20200527-103453,INFO,102,45.08,31.39,43.01,1028.02,24.7,51.7,6.69,-8.69,2.05,-0.24
20200527-103532,INFO,ERROR,Sensor failure. Check wiring.
20200527-103612,INFO,103,45.08,31.38,43.62,1028.02,24.7,52.2,6.68,-8.58,2.05,-0.17
20200527-103652,INFO,104,45.08,31.47,44.19,1028.03,24.7,52.1,6.77,-7.91,2.01,-0.11
20200527-103731,INFO,105,45.08,31.47,43.75,1028.02,24.7,52.3,6.77,-8.55,2.01,-0.16
20200527-103811,INFO,106,45.08,31.61,43.78,1027.98,24.7,52.4,6.91,-8.62,1.95,-0.15
20200527-103851,INFO,107,45.08,31.54,43.98,1028.02,24.7,52.6,6.84,-8.62,1.98,-0.13
20200527-103930,INFO,108,45.08,31.81,43.82,1028.0,24.8,52.8,7.01,-8.98,1.89,-0.14
20200527-104010,INFO,109,44.55,31.74,43.77,1028.03,24.8,53.0,6.94,-9.23,1.85,-0.08
20200527-104050,INFO,110,45.08,31.61,44.36,1028.02,24.7,53.4,6.91,-9.04,1.95,-0.08
20200527-104129,INFO,111,45.08,31.72,44.1,1027.96,24.7,53.2,7.02,-9.1,1.9,-0.11
20200527-104209,INFO,112,45.08,31.43,44.36,1027.95,24.8,53.3,6.63,-8.94,2.06,-0.08
20200527-104249,INFO,113,45.08,31.48,44.33,1028.0,24.8,53.4,6.68,-9.07,2.04,-0.08
20200527-104328,INFO,114,45.08,31.54,43.92,1027.98,24.8,53.3,6.74,-9.38,2.01,-0.12
20200527-104408,INFO,ERROR,Sensor failure. Check wiring.
20200527-104448,INFO,115,45.08,31.52,44.49,1027.97,24.8,53.4,6.72,-8.91,2.02,-0.07
20200527-104527,INFO,116,45.08,31.48,44.64,1027.95,24.8,53.3,6.68,-8.66,2.04,-0.05
20200527-104607,INFO,117,45.08,31.67,44.09,1027.94,24.8,53.4,6.87,-9.31,1.95,-0.11
20200527-104647,INFO,118,45.08,31.54,44.37,1028.03,24.8,53.5,6.74,-9.13,2.01,-0.08
20200527-104726,INFO,119,45.08,31.45,44.55,1028.04,24.8,53.4,6.65,-8.85,2.05,-0.06
20200527-104806,INFO,120,45.08,31.39,44.55,1028.01,24.8,53.3,6.59,-8.75,2.08,-0.06
20200527-104846,INFO,121,45.08,31.3,44.65,1028.03,24.8,53.5,6.5,-8.85,2.12,-0.05
20200527-104925,INFO,122,45.62,31.34,44.89,1028.03,24.8,53.3,6.54,-8.41,2.18,-0.09
20200527-105005,INFO,123,45.08,31.32,44.78,1028.07,24.8,53.6,6.52,-8.82,2.11,-0.03
20200527-105044,INFO,124,45.08,31.54,44.45,1028.1,24.8,53.6,6.74,-9.15,2.01,-0.07
20200527-105124,INFO,125,45.08,31.45,44.55,1028.1,24.8,53.3,6.65,-8.75,2.05,-0.06
20200527-105204,INFO,126,46.16,31.38,44.79,1028.13,24.8,53.3,6.58,-8.51,2.25,-0.16
20200527-105244,INFO,127,45.08,31.45,44.66,1028.1,24.8,53.3,6.65,-8.64,2.05,-0.05
20200527-105323,INFO,128,45.62,31.74,44.66,1028.1,24.8,53.4,6.94,-8.74,2.0,-0.11
20200527-105403,INFO,129,45.08,31.41,44.33,1028.12,24.8,53.6,6.61,-9.27,2.07,-0.08
20200527-105443,INFO,130,45.08,31.36,44.47,1028.13,24.8,53.2,6.56,-8.73,2.09,-0.07
20200527-105522,INFO,131,45.62,31.19,44.76,1028.18,24.8,53.2,6.39,-8.44,2.26,-0.1
20200527-105602,INFO,132,45.08,31.36,44.84,1028.16,24.8,53.5,6.56,-8.66,2.09,-0.03
20200527-105642,INFO,133,45.62,31.41,44.95,1028.21,24.8,53.4,6.61,-8.45,2.15,-0.08

20200527-120107,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200527-120108,INFO,ERROR,Sensor failure. Check wiring.
20200527-120147,INFO,ERROR,Sensor failure. Check wiring.
20200527-120227,INFO,1,42.93,29.92,52.13,1028.25,24.9,59.7,5.02,-7.57,2.59,1.22
20200527-120307,INFO,2,42.93,30.11,52.75,1028.27,24.9,59.9,5.21,-7.15,2.46,1.37
20200527-120346,INFO,3,43.47,30.38,52.9,1028.29,24.9,59.5,5.48,-6.6,2.39,1.43
20200527-120426,INFO,4,42.93,30.43,51.46,1028.34,24.9,59.5,5.53,-8.04,2.26,1.06
20200527-120505,INFO,5,44.01,30.74,51.17,1028.25,24.9,59.4,5.84,-8.23,2.27,0.87
20200527-120545,INFO,6,43.47,30.65,50.57,1028.25,24.8,59.2,5.85,-8.63,2.19,0.82
20200527-120625,INFO,7,44.01,30.54,50.55,1028.24,24.8,59.0,5.74,-8.45,2.35,0.77
20200527-120704,INFO,8,44.01,30.76,50.91,1028.28,24.8,58.9,5.96,-7.99,2.22,0.86
20200527-120744,INFO,9,44.01,30.83,50.24,1028.3,24.8,58.7,6.03,-8.46,2.19,0.74
20200527-120824,INFO,10,44.01,30.76,49.82,1028.26,24.7,58.7,6.06,-8.88,2.19,0.65
20200527-120903,INFO,11,44.01,30.87,49.76,1028.3,24.7,58.7,6.17,-8.94,2.13,0.64
20200527-120943,INFO,12,44.55,30.85,50.0,1028.29,24.7,58.8,6.15,-8.8,2.23,0.62
20200527-121023,INFO,13,44.55,30.92,49.72,1028.31,24.7,58.8,6.22,-9.08,2.19,0.57
20200527-121102,INFO,14,44.55,31.25,49.51,1028.3,24.7,59.0,6.55,-9.49,2.03,0.52
20200527-121142,INFO,15,44.01,31.12,49.94,1028.32,24.7,59.1,6.42,-9.16,2.01,0.65
20200527-121222,INFO,16,44.01,31.19,49.26,1028.35,24.7,59.1,6.49,-9.84,1.98,0.53
20200527-121301,INFO,17,45.08,31.34,49.25,1028.27,24.7,59.3,6.64,-10.05,2.07,0.41
20200527-121341,INFO,18,44.55,31.34,48.58,1028.29,24.7,59.5,6.64,-10.92,1.99,0.37
20200527-121421,INFO,19,45.08,31.41,48.8,1028.33,24.7,59.5,6.71,-10.7,2.04,0.35
20200527-121500,INFO,20,45.08,31.43,48.67,1028.29,24.6,59.5,6.83,-10.83,2.0,0.33
20200527-121540,INFO,21,45.08,31.36,49.61,1028.31,24.6,59.7,6.76,-10.09,2.03,0.45
20200527-121620,INFO,22,45.08,31.43,48.96,1028.35,24.7,59.7,6.73,-10.74,2.03,0.36
20200527-121659,INFO,23,45.08,31.52,49.22,1028.34,24.7,59.7,6.82,-10.48,1.99,0.4
20200527-121739,INFO,24,45.08,31.5,48.93,1028.34,24.7,59.7,6.8,-10.77,2.0,0.36
20200527-121819,INFO,25,45.08,31.48,48.89,1028.33,24.7,59.8,6.78,-10.91,2.01,0.35
20200527-121858,INFO,26,44.55,31.48,48.0,1028.37,24.7,59.8,6.78,-11.8,1.93,0.29
20200527-121938,INFO,27,45.08,31.61,48.91,1028.35,24.6,59.7,7.01,-10.79,1.92,0.35
20200527-122018,INFO,28,45.08,31.58,48.64,1028.35,24.7,59.8,6.88,-11.16,1.96,0.32
20200527-122057,INFO,29,45.08,31.7,48.64,1028.33,24.7,59.8,7.0,-11.16,1.91,0.32
20200527-122137,INFO,30,45.08,31.72,48.79,1028.31,24.6,59.8,7.12,-11.01,1.88,0.34
20200527-122217,INFO,31,45.08,31.7,48.51,1028.39,24.7,59.8,7.0,-11.29,1.91,0.3
20200527-122256,INFO,32,45.08,31.65,50.24,1028.36,24.7,60.0,6.95,-9.76,1.93,0.53
20200527-122336,INFO,33,45.08,31.61,49.0,1028.33,24.7,60.0,6.91,-11.0,1.95,0.36
20200527-122416,INFO,34,45.08,31.68,49.4,1028.33,24.7,60.0,6.98,-10.6,1.92,0.41
20200527-122455,INFO,35,45.08,31.76,48.58,1028.36,24.6,60.0,7.16,-11.42,1.86,0.31
20200527-122535,INFO,36,45.08,31.74,48.32,1028.35,24.7,60.1,7.04,-11.78,1.89,0.28
20200527-122615,INFO,37,45.08,31.63,48.39,1028.35,24.7,60.1,6.93,-11.71,1.94,0.28
20200527-122654,INFO,38,45.08,31.7,48.66,1028.37,24.6,60.2,7.1,-11.54,1.88,0.31
20200527-122734,INFO,39,45.08,31.63,48.77,1028.36,24.6,60.3,7.03,-11.53,1.91,0.32
20200527-122814,INFO,40,45.08,31.76,48.77,1028.36,24.6,60.4,7.16,-11.63,1.86,0.32
20200527-122853,INFO,41,45.08,31.65,49.08,1028.35,24.7,60.5,6.95,-11.42,1.93,0.35
20200527-122933,INFO,42,45.08,31.79,49.06,1028.34,24.6,60.8,7.19,-11.74,1.85,0.34
20200527-123013,INFO,ERROR,Sensor failure. Check wiring.
20200527-123052,INFO,43,45.08,31.98,49.11,1028.41,24.7,61.0,7.28,-11.89,1.8,0.34
20200527-123132,INFO,44,45.08,31.68,48.95,1028.35,24.7,61.0,6.98,-12.05,1.92,0.32
20200527-123212,INFO,45,45.08,31.74,49.14,1028.38,24.7,60.9,7.04,-11.76,1.89,0.35
20200527-123251,INFO,46,45.08,31.68,48.78,1028.4,24.7,61.0,6.98,-12.22,1.92,0.3
20200527-123331,INFO,47,45.08,31.85,49.38,1028.4,24.7,61.0,7.15,-11.62,1.85,0.37
20200527-123410,INFO,48,45.62,31.61,49.52,1028.36,24.7,61.2,6.91,-11.68,2.03,0.33
20200527-123450,INFO,49,45.08,31.58,49.57,1028.42,24.6,61.2,6.98,-11.63,1.93,0.39
20200527-123530,INFO,50,45.08,31.61,49.62,1028.35,24.7,61.3,6.91,-11.68,1.95,0.39
20200527-123609,INFO,51,45.08,31.59,49.76,1028.35,24.7,61.4,6.89,-11.64,1.96,0.4
20200527-123649,INFO,52,45.08,31.58,49.64,1028.37,24.7,61.6,6.88,-11.96,1.96,0.38
20200527-123729,INFO,53,45.08,31.65,49.37,1028.31,24.7,61.6,6.95,-12.23,1.93,0.35
20200527-123808,INFO,54,45.08,31.65,49.62,1028.34,24.6,61.5,7.05,-11.88,1.9,0.38
20200527-123848,INFO,55,45.08,31.54,49.81,1028.24,24.6,61.5,6.94,-11.69,1.95,0.4
20200527-123928,INFO,ERROR,Sensor failure. Check wiring.
20200527-124007,INFO,56,44.55,31.87,49.62,1028.27,24.7,61.5,7.17,-11.88,1.77,0.43
20200527-124047,INFO,57,45.08,31.59,49.73,1028.34,24.7,61.7,6.89,-11.97,1.96,0.39
20200527-124127,INFO,58,45.08,31.65,48.84,1028.29,24.7,61.4,6.95,-12.56,1.93,0.3
20200527-124206,INFO,ERROR,Sensor failure. Check wiring.
20200527-124246,INFO,59,45.08,31.67,49.75,1028.31,24.7,61.6,6.97,-11.85,1.92,0.39
20200527-124326,INFO,60,45.62,31.65,49.66,1028.28,24.7,61.6,6.95,-11.94,2.01,0.34
20200527-124405,INFO,61,45.08,31.68,49.66,1028.31,24.7,61.7,6.98,-12.04,1.92,0.38
20200527-124445,INFO,62,45.08,31.68,49.95,1028.3,24.7,61.9,6.98,-11.95,1.92,0.41
20200527-124525,INFO,63,44.55,31.76,49.96,1028.32,24.6,62.0,7.16,-12.04,1.79,0.45
20200527-124604,INFO,ERROR,Sensor failure. Check wiring.
20200527-124644,INFO,64,45.08,31.47,50.03,1028.29,24.7,62.3,6.77,-12.27,2.01,0.4
20200527-124724,INFO,65,45.08,31.58,50.44,1028.29,24.7,62.3,6.88,-11.86,1.96,0.45
20200527-124803,INFO,66,45.08,31.63,50.23,1028.27,24.6,62.4,7.03,-12.17,1.91,0.42
20200527-124843,INFO,67,45.62,31.72,50.2,1028.34,24.7,62.5,7.02,-12.3,1.98,0.37
20200527-124923,INFO,ERROR,Sensor failure. Check wiring.
20200527-125002,INFO,68,45.08,31.68,50.65,1028.3,24.7,62.3,6.98,-11.65,1.92,0.48
20200527-125042,INFO,69,45.62,31.74,50.07,1028.4,24.7,62.3,7.04,-12.23,1.97,0.36
20200527-125122,INFO,70,45.08,31.78,50.48,1028.32,24.7,62.3,7.08,-11.82,1.88,0.46
20200527-125201,INFO,71,45.08,31.78,49.45,1028.31,24.7,62.6,7.08,-13.15,1.88,0.33
20200527-125241,INFO,72,45.08,31.68,49.1,1028.32,24.7,62.7,6.98,-13.6,1.92,0.3
20200527-125321,INFO,73,45.08,31.7,50.33,1028.35,24.7,62.6,7.0,-12.27,1.91,0.43
20200527-125400,INFO,74,45.62,31.54,50.52,1028.34,24.7,62.7,6.84,-12.18,2.06,0.4
20200527-125440,INFO,75,45.08,31.7,50.24,1028.36,24.7,62.7,7.0,-12.46,1.91,0.41
20200527-125520,INFO,76,45.08,31.83,50.23,1028.34,24.7,62.6,7.13,-12.37,1.86,0.42
20200527-125559,INFO,77,45.08,31.74,49.7,1028.33,24.7,62.3,7.04,-12.6,1.89,0.37
20200527-125639,INFO,78,45.08,31.65,49.69,1028.31,24.7,62.3,6.95,-12.61,1.93,0.37
20200527-125719,INFO,79,45.08,31.81,49.96,1028.28,24.7,62.2,7.11,-12.24,1.87,0.4
20200527-125758,INFO,80,45.62,31.83,49.95,1028.32,24.7,62.2,7.13,-12.25,1.93,0.35
20200527-125838,INFO,81,45.08,31.76,49.75,1028.32,24.7,62.2,7.06,-12.45,1.89,0.38
20200527-125918,INFO,82,45.08,31.76,49.5,1028.32,24.7,62.3,7.06,-12.8,1.89,0.35
20200527-125957,INFO,83,45.08,31.78,49.85,1028.37,24.7,62.3,7.08,-12.45,1.88,0.38
20200527-130037,INFO,84,45.08,31.81,49.79,1028.33,24.7,62.4,7.11,-12.61,1.87,0.37
20200527-130117,INFO,ERROR,Sensor failure. Check wiring.
20200527-130156,INFO,85,45.62,31.52,49.2,1028.3,24.7,62.4,6.82,-13.2,2.07,0.27
20200527-130236,INFO,86,45.08,31.7,49.62,1028.31,24.7,62.4,7.0,-12.78,1.91,0.36
20200527-130316,INFO,87,45.62,31.87,49.87,1028.31,24.7,62.4,7.17,-12.53,1.92,0.34
20200527-130355,INFO,88,45.08,31.78,49.87,1028.32,24.6,62.4,7.18,-12.53,1.85,0.38
20200527-130435,INFO,ERROR,Sensor failure. Check wiring.
20200527-130515,INFO,89,45.08,31.68,49.92,1028.23,24.7,62.7,6.98,-12.78,1.92,0.38
20200527-130554,INFO,90,45.62,31.65,50.35,1028.31,24.7,62.7,6.95,-12.35,2.01,0.38
20200527-130634,INFO,91,45.08,31.65,50.19,1028.28,24.7,62.6,6.95,-12.41,1.93,0.41
20200527-130713,INFO,92,45.62,31.63,49.97,1028.31,24.7,62.5,6.93,-12.53,2.02,0.35
20200527-130753,INFO,93,45.08,31.78,50.24,1028.35,24.7,62.5,7.08,-12.26,1.88,0.42
20200527-130833,INFO,94,45.08,31.67,49.87,1028.3,24.7,62.5,6.97,-12.63,1.92,0.38
20200527-130912,INFO,95,45.08,31.61,50.24,1028.32,24.7,62.5,6.91,-12.26,1.95,0.42
20200527-130952,INFO,96,45.08,31.5,50.28,1028.31,24.7,62.5,6.8,-12.22,2.0,0.43
20200527-131032,INFO,97,45.08,31.5,50.96,1028.32,24.7,62.6,6.8,-11.64,2.0,0.51
20200527-131111,INFO,98,45.08,31.54,50.45,1028.31,24.7,62.7,6.84,-12.25,1.98,0.44
20200527-131151,INFO,99,45.08,31.54,50.4,1028.29,24.7,62.6,6.84,-12.2,1.98,0.44
20200527-131231,INFO,100,45.08,31.56,50.05,1028.24,24.7,62.6,6.86,-12.55,1.97,0.4
20200527-131310,INFO,ERROR,Sensor failure. Check wiring.
20200527-131350,INFO,101,45.62,31.68,51.13,1028.3,24.7,62.6,6.98,-11.47,2.0,0.48
