20200524-110016,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200524-113001,INFO,30,42.93,29.45,59.29,1030.05,24.5,69.2,4.95,-9.91,2.72,1.65
20200524-113120,INFO,31,43.47,29.6,59.26,1029.94,24.5,69.4,5.1,-10.14,2.72,1.56
20200524-113200,INFO,32,44.01,29.67,58.4,1030.01,24.5,69.2,5.17,-10.8,2.77,1.33
20200524-113319,INFO,33,43.47,29.51,59.61,1029.97,24.5,69.9,5.01,-10.29,2.79,1.57
20200524-113359,INFO,34,44.01,29.56,59.59,1029.99,24.5,69.8,5.06,-10.21,2.86,1.53
20200524-113439,INFO,35,44.01,29.6,59.74,1029.99,24.6,69.8,5.01,-10.06,2.88,1.56
20200524-113518,INFO,36,43.47,29.58,59.53,1029.97,24.5,69.9,5.08,-10.37,2.73,1.55
20200524-113558,INFO,37,44.01,29.63,61.07,1029.98,24.5,69.7,5.13,-8.63,2.8,1.98
20200524-113638,INFO,38,44.01,29.58,59.22,1029.93,24.5,69.7,5.08,-10.48,2.84,1.45
20200524-113717,INFO,39,44.01,29.62,59.61,1029.94,24.5,69.9,5.12,-10.29,2.81,1.52
20200524-113757,INFO,40,44.01,29.62,59.63,1029.97,24.5,70.2,5.12,-10.57,2.81,1.48
20200524-113837,INFO,41,43.47,29.58,59.6,1029.94,24.5,70.3,5.08,-10.7,2.73,1.51
20200524-113916,INFO,42,44.01,29.74,59.23,1029.92,24.6,70.2,5.14,-10.97,2.78,1.39
20200524-113956,INFO,43,44.01,29.85,59.33,1029.92,24.6,69.9,5.25,-10.57,2.7,1.45
20200524-114036,INFO,44,43.47,29.8,59.12,1029.91,24.6,69.6,5.2,-10.48,2.63,1.49
20200524-114115,INFO,45,44.01,29.85,58.91,1029.9,24.6,69.5,5.25,-10.59,2.7,1.41
20200524-130120,INFO,46,44.55,29.78,59.32,1029.8,24.9,68.4,4.88,-9.08,3.03,1.63
20200524-130240,INFO,47,44.01,30.05,58.51,1029.77,24.9,68.9,5.15,-10.39,2.71,1.4
20200524-130319,INFO,48,44.01,29.94,58.81,1029.77,24.9,68.7,5.04,-9.89,2.79,1.5
20200524-130359,INFO,49,43.47,29.92,58.48,1029.78,24.8,68.9,5.12,-10.42,2.65,1.44
20200524-130439,INFO,50,44.01,30.05,58.85,1029.73,24.9,68.9,5.15,-10.05,2.71,1.48
20200524-130558,INFO,51,44.01,29.98,58.78,1029.72,24.9,68.9,5.08,-10.12,2.76,1.46
20200524-130638,INFO,52,44.01,30.03,58.65,1029.72,24.9,69.1,5.13,-10.45,2.73,1.4
20200524-130717,INFO,53,43.47,30.0,58.56,1029.69,24.9,69.1,5.1,-10.54,2.64,1.43
20200524-130757,INFO,54,44.01,29.96,58.43,1029.71,24.9,68.9,5.06,-10.47,2.78,1.38
20200524-130837,INFO,55,43.47,29.98,58.18,1029.71,24.9,68.8,5.08,-10.62,2.66,1.39
20200524-130916,INFO,56,44.01,29.98,59.26,1029.74,24.9,68.9,5.08,-9.64,2.76,1.58
20200524-130956,INFO,57,45.08,30.16,58.58,1029.74,24.9,68.9,5.26,-10.32,2.84,1.31
20200524-131036,INFO,58,44.55,30.07,58.41,1029.73,24.9,68.7,5.17,-10.29,2.8,1.35
20200524-131115,INFO,59,44.01,29.98,59.12,1029.73,24.9,68.9,5.08,-9.78,2.76,1.54
20200524-131155,INFO,60,44.55,29.89,58.75,1029.77,24.8,68.9,5.09,-10.15,2.88,1.4
20200524-131235,INFO,61,44.55,30.07,58.61,1029.73,24.8,69.2,5.27,-10.59,2.75,1.33
20200524-131314,INFO,62,45.08,30.11,58.55,1029.71,24.8,69.2,5.31,-10.65,2.82,1.26
20200524-131354,INFO,63,44.55,29.81,58.54,1029.77,24.8,68.9,5.01,-10.36,2.94,1.35
20200524-131434,INFO,64,44.01,30.01,58.59,1029.76,24.8,69.0,5.21,-10.41,2.69,1.4
20200524-131553,INFO,65,44.01,30.05,58.09,1029.72,24.7,69.3,5.35,-11.21,2.61,1.26
20200524-131633,INFO,66,44.01,30.05,58.16,1029.72,24.8,69.3,5.25,-11.14,2.66,1.27
20200524-131712,INFO,67,44.01,30.07,57.55,1029.68,24.8,68.9,5.27,-11.35,2.65,1.19
20200524-131752,INFO,68,44.01,29.98,58.2,1029.7,24.8,69.0,5.18,-10.8,2.71,1.31
20200524-131911,INFO,69,44.55,30.09,58.14,1029.66,24.8,69.3,5.29,-11.16,2.73,1.22
20200524-131951,INFO,70,44.01,30.0,58.43,1029.67,24.8,69.2,5.2,-10.77,2.69,1.34
20200524-132031,INFO,71,44.01,29.94,58.59,1029.7,24.8,69.2,5.14,-10.61,2.74,1.37
20200524-132110,INFO,72,44.55,30.0,58.04,1029.65,24.7,69.3,5.3,-11.26,2.75,1.2
20200524-132230,INFO,73,44.01,29.96,59.03,1029.68,24.8,69.5,5.16,-10.47,2.72,1.43
20200524-132309,INFO,74,44.01,30.21,58.05,1029.66,24.8,69.7,5.41,-11.65,2.55,1.21
20200524-132349,INFO,75,44.55,30.29,58.21,1029.61,24.8,69.3,5.49,-11.09,2.6,1.23
20200524-132429,INFO,76,43.47,30.2,58.2,1029.61,24.8,69.2,5.4,-11.0,2.46,1.34
20200524-132508,INFO,77,44.01,29.96,57.47,1029.64,24.8,69.3,5.16,-11.83,2.72,1.14
20200524-132548,INFO,78,44.01,30.18,58.62,1029.64,24.9,69.4,5.28,-10.78,2.62,1.36
20200524-132627,INFO,79,44.55,30.27,57.55,1029.64,24.8,69.1,5.47,-11.55,2.61,1.13
20200524-132707,INFO,80,44.01,30.18,58.11,1029.64,24.8,69.1,5.38,-10.99,2.57,1.28
20200524-132747,INFO,81,44.55,30.41,58.21,1029.6,24.8,69.3,5.61,-11.09,2.52,1.23
20200524-132826,INFO,82,44.01,30.14,58.14,1029.67,24.8,68.9,5.34,-10.76,2.6,1.31
20200524-132906,INFO,83,44.55,30.01,57.77,1029.67,24.8,68.9,5.21,-11.13,2.79,1.19
20200524-132946,INFO,84,44.55,30.09,58.19,1029.58,24.8,68.9,5.29,-10.71,2.73,1.27
20200524-133025,INFO,85,44.01,30.11,58.06,1029.65,24.8,69.0,5.31,-10.94,2.62,1.28
20200524-133105,INFO,86,44.01,29.92,58.53,1029.6,24.8,68.9,5.12,-10.37,2.75,1.4
20200524-133145,INFO,87,44.55,30.09,58.35,1029.6,24.8,69.2,5.29,-10.85,2.73,1.27
20200524-133224,INFO,88,44.01,30.14,58.33,1029.56,24.8,69.4,5.34,-11.07,2.6,1.29
20200524-133304,INFO,89,44.01,30.05,58.32,1029.57,24.8,69.3,5.25,-10.98,2.66,1.3
20200524-133344,INFO,90,44.55,30.21,58.29,1029.51,24.8,69.4,5.41,-11.11,2.65,1.24
20200524-133423,INFO,91,44.01,30.16,57.91,1029.54,24.8,69.2,5.36,-11.29,2.58,1.23
20200524-133503,INFO,92,44.55,30.21,57.94,1029.5,24.8,68.9,5.41,-10.96,2.65,1.22
20200524-133543,INFO,93,44.55,30.34,57.9,1029.51,24.8,68.8,5.54,-10.9,2.56,1.22
20200524-133622,INFO,94,44.01,30.23,57.42,1029.55,24.8,68.7,5.43,-11.28,2.54,1.19
20200524-133702,INFO,95,44.55,30.16,57.94,1029.56,24.8,68.5,5.36,-10.56,2.68,1.27
20200524-133742,INFO,96,44.01,30.05,57.92,1029.5,24.8,68.5,5.25,-10.58,2.66,1.31
20200524-133821,INFO,97,44.55,30.2,58.05,1029.5,24.8,68.7,5.4,-10.65,2.66,1.27
20200524-133901,INFO,98,44.01,30.34,57.51,1029.46,24.8,68.8,5.54,-11.29,2.47,1.2
20200524-133941,INFO,99,44.55,30.29,57.39,1029.55,24.8,68.8,5.49,-11.41,2.6,1.13
20200524-134020,INFO,100,44.55,30.03,57.38,1029.51,24.7,68.7,5.33,-11.32,2.72,1.13
20200524-134100,INFO,101,44.55,30.27,57.62,1029.51,24.7,68.8,5.57,-11.18,2.56,1.17
20200524-134140,INFO,102,44.55,30.25,57.51,1029.48,24.7,68.9,5.55,-11.39,2.58,1.14
20200524-134219,INFO,103,45.08,30.4,56.36,1029.49,24.7,69.1,5.7,-12.74,2.58,0.89
20200524-134259,INFO,104,44.55,30.23,57.7,1029.47,24.8,69.1,5.43,-11.4,2.64,1.15
20200524-134418,INFO,105,44.55,30.45,58.65,1029.57,24.7,69.1,5.75,-10.45,2.45,1.35
20200524-134458,INFO,106,44.55,30.21,57.36,1029.54,24.8,69.0,5.41,-11.64,2.65,1.1
20200524-134617,INFO,107,44.01,30.56,56.98,1029.49,24.8,69.3,5.76,-12.32,2.34,1.05
20200524-134657,INFO,108,44.01,30.45,57.82,1029.5,24.8,69.2,5.65,-11.38,2.4,1.21
20200524-134737,INFO,109,44.55,30.25,57.78,1029.52,24.8,69.0,5.45,-11.22,2.62,1.18
20200524-134816,INFO,110,44.01,30.49,57.87,1029.51,24.9,69.3,5.59,-11.43,2.42,1.21
20200524-134856,INFO,111,44.55,30.49,57.39,1029.48,25.0,69.1,5.49,-11.71,2.56,1.1
20200524-134936,INFO,112,44.55,30.58,57.0,1029.45,25.0,69.0,5.58,-12.0,2.5,1.04
20200524-135015,INFO,113,45.08,30.5,57.53,1029.51,25.1,68.9,5.4,-11.37,2.7,1.09
20200524-135055,INFO,114,45.08,30.72,57.43,1029.46,25.1,68.8,5.62,-11.37,2.56,1.09
20200524-135135,INFO,115,45.08,30.6,57.37,1029.46,25.2,68.7,5.4,-11.33,2.68,1.08
20200524-135334,INFO,116,45.08,30.54,57.74,1029.46,25.3,68.5,5.24,-10.76,2.77,1.18
20200524-135612,INFO,117,45.08,30.8,57.72,1029.44,25.4,68.3,5.4,-10.58,2.64,1.19
20200524-135811,INFO,118,45.08,30.81,57.29,1029.44,25.4,68.3,5.41,-11.01,2.64,1.11
20200524-135851,INFO,119,45.08,30.78,56.88,1029.44,25.4,68.2,5.38,-11.32,2.66,1.04
20200524-135930,INFO,120,45.08,30.92,57.89,1029.44,25.4,68.2,5.52,-10.31,2.57,1.24
20200524-140050,INFO,121,45.08,30.83,57.63,1029.37,25.5,68.2,5.33,-10.57,2.67,1.19
20200524-140129,INFO,122,45.08,30.85,57.54,1029.41,25.5,68.1,5.35,-10.56,2.66,1.18
20200524-140209,INFO,123,45.08,30.81,57.39,1029.4,25.5,68.1,5.31,-10.71,2.69,1.15
20200524-140249,INFO,124,45.08,30.94,57.53,1029.37,25.5,68.1,5.44,-10.57,2.6,1.18
20200524-140328,INFO,125,45.62,30.9,57.16,1029.41,25.5,68.1,5.4,-10.94,2.73,1.05
20200524-140408,INFO,126,45.08,30.78,57.43,1029.39,25.5,68.1,5.28,-10.67,2.71,1.16
20200524-140607,INFO,127,45.08,30.96,57.48,1029.37,25.5,68.0,5.46,-10.52,2.59,1.18
20200524-140647,INFO,128,45.08,30.8,57.91,1029.37,25.5,68.0,5.3,-10.09,2.69,1.27
20200524-140726,INFO,129,45.08,30.89,57.4,1029.31,25.6,68.1,5.29,-10.7,2.68,1.15
20200524-140846,INFO,130,45.08,30.99,57.91,1029.33,25.6,68.1,5.39,-10.19,2.61,1.26
20200524-140925,INFO,131,45.08,30.98,57.71,1029.36,25.5,68.0,5.48,-10.29,2.57,1.23
20200524-141005,INFO,132,45.08,31.03,57.31,1029.34,25.6,68.0,5.43,-10.69,2.59,1.14
20200524-141045,INFO,133,45.62,30.96,57.25,1029.33,25.6,68.0,5.36,-10.75,2.74,1.08
20200524-141124,INFO,134,45.08,31.1,56.86,1029.32,25.6,68.1,5.5,-11.24,2.54,1.05
20200524-141244,INFO,135,45.62,31.09,57.51,1029.3,25.6,68.0,5.49,-10.49,2.65,1.13
20200524-141323,INFO,136,45.08,30.96,57.64,1029.33,25.6,68.0,5.36,-10.36,2.63,1.21
20200524-141443,INFO,137,45.08,30.98,56.67,1029.34,25.6,68.0,5.38,-11.33,2.62,1.02
20200524-141522,INFO,138,45.62,30.98,57.1,1029.31,25.6,68.0,5.38,-10.9,2.72,1.05
20200524-141602,INFO,139,45.08,31.23,57.39,1029.34,25.6,68.1,5.63,-10.71,2.46,1.15
20200524-141642,INFO,140,45.62,31.25,57.12,1029.34,25.6,68.1,5.65,-10.98,2.54,1.05
20200524-141721,INFO,141,45.08,31.29,57.05,1029.35,25.6,68.0,5.69,-10.95,2.42,1.09
20200524-141801,INFO,142,45.08,31.32,56.91,1029.37,25.6,68.0,5.72,-11.09,2.41,1.07
20200524-141841,INFO,143,45.62,31.18,56.49,1029.31,25.7,68.0,5.48,-11.51,2.64,0.94
20200524-141920,INFO,144,45.08,31.34,57.28,1029.35,25.7,68.0,5.64,-10.72,2.44,1.14
20200524-142000,INFO,145,45.08,31.19,56.62,1029.38,25.7,68.1,5.49,-11.48,2.53,1.01
20200524-142040,INFO,146,45.62,31.23,57.29,1029.38,25.7,68.1,5.53,-10.81,2.6,1.08
20200524-142119,INFO,147,45.08,31.23,56.56,1029.38,25.7,68.1,5.53,-11.54,2.5,0.99
20200524-142159,INFO,148,45.08,31.19,56.94,1029.38,25.7,68.0,5.49,-11.06,2.53,1.07
20200524-142239,INFO,149,45.08,31.34,56.86,1029.38,25.7,68.1,5.64,-11.24,2.44,1.05
20200524-142318,INFO,150,45.62,31.34,56.79,1029.4,25.7,68.0,5.64,-11.21,2.53,1.01
20200524-142358,INFO,151,45.08,31.29,56.75,1029.4,25.7,68.0,5.59,-11.25,2.47,1.0
20200524-142438,INFO,152,45.62,31.32,56.18,1029.39,25.7,68.0,5.62,-11.82,2.54,0.89
20200524-142517,INFO,153,45.08,31.41,56.51,1029.41,25.7,67.9,5.71,-11.39,2.39,1.0
20200524-142557,INFO,154,45.62,31.43,56.54,1029.38,25.8,68.1,5.63,-11.56,2.52,0.94
20200524-142637,INFO,155,45.08,31.38,56.92,1029.4,25.7,67.9,5.68,-10.98,2.41,1.08
20200524-142716,INFO,156,45.62,31.41,56.89,1029.36,25.8,68.0,5.61,-11.11,2.53,1.01
20200524-142756,INFO,157,45.08,31.41,56.73,1029.35,25.8,68.1,5.61,-11.37,2.44,1.02
20200524-142835,INFO,158,46.16,31.41,56.7,1029.34,25.7,67.9,5.71,-11.2,2.58,0.94
20200524-143034,INFO,159,45.08,31.34,56.55,1029.34,25.8,68.0,5.54,-11.45,2.48,1.0
20200524-143114,INFO,160,45.08,31.27,57.06,1029.33,25.7,68.0,5.57,-10.94,2.48,1.1
20200524-143154,INFO,161,45.08,31.19,57.81,1029.36,25.7,67.9,5.49,-10.09,2.53,1.26
20200524-143233,INFO,162,45.08,31.3,57.04,1029.36,25.8,68.1,5.5,-11.06,2.51,1.08
20200524-143313,INFO,163,45.62,31.39,56.87,1029.34,25.8,68.2,5.59,-11.33,2.55,0.99
20200524-143353,INFO,164,45.62,31.48,56.59,1029.34,25.8,68.2,5.68,-11.61,2.49,0.94
20200524-143432,INFO,165,45.08,31.5,56.41,1029.31,25.8,68.0,5.7,-11.59,2.38,0.98
20200524-143512,INFO,166,45.62,31.38,56.5,1029.33,25.8,68.1,5.58,-11.6,2.55,0.94
20200524-143552,INFO,167,45.08,31.58,56.57,1029.28,25.8,68.1,5.78,-11.53,2.34,1.0
20200524-143631,INFO,168,45.62,31.43,56.77,1029.27,25.8,68.2,5.63,-11.43,2.52,0.98
20200524-143711,INFO,169,45.08,31.58,56.31,1029.3,25.8,68.2,5.78,-11.89,2.34,0.94
20200524-143751,INFO,170,45.08,31.5,57.19,1029.32,25.8,68.2,5.7,-11.01,2.38,1.1
20200524-143830,INFO,171,45.08,31.78,56.45,1029.28,25.8,68.4,5.98,-11.95,2.22,0.95
20200524-143910,INFO,172,45.08,31.68,56.16,1029.3,25.8,68.4,5.88,-12.24,2.28,0.91
20200524-143950,INFO,173,45.62,31.76,56.25,1029.27,25.7,68.5,6.06,-12.25,2.29,0.87
20200524-144029,INFO,174,45.08,31.94,56.51,1029.24,25.7,68.8,6.24,-12.29,2.11,0.93
20200524-144109,INFO,175,45.08,31.94,55.97,1029.28,25.7,69.0,6.24,-13.03,2.11,0.84
20200524-144149,INFO,176,45.62,31.87,55.99,1029.29,25.6,69.1,6.27,-13.11,2.19,0.79
20200524-144228,INFO,177,45.08,31.9,55.87,1029.29,25.6,69.3,6.3,-13.43,2.09,0.8
20200524-144308,INFO,178,45.62,32.03,55.96,1029.27,25.6,69.4,6.43,-13.44,2.11,0.77
20200524-144348,INFO,179,45.08,32.05,55.96,1029.27,25.6,69.7,6.45,-13.74,2.02,0.79
20200524-144427,INFO,180,45.62,31.96,55.58,1029.26,25.5,69.6,6.46,-14.02,2.11,0.71
20200524-144547,INFO,181,45.62,32.12,55.51,1029.26,25.5,70.0,6.62,-14.49,2.04,0.68
20200524-144626,INFO,182,45.62,32.1,55.72,1029.3,25.5,70.1,6.6,-14.38,2.05,0.7
20200524-144706,INFO,183,45.62,32.08,55.84,1029.26,25.5,70.3,6.58,-14.46,2.06,0.71
20200524-144746,INFO,184,46.16,32.14,55.56,1029.27,25.5,70.2,6.64,-14.64,2.11,0.64
20200524-144825,INFO,185,45.62,32.25,55.74,1029.26,25.5,70.4,6.75,-14.66,1.98,0.69
20200524-144905,INFO,186,45.62,32.3,56.44,1029.25,25.5,70.4,6.8,-13.96,1.96,0.78
20200524-144945,INFO,187,46.16,32.23,54.89,1029.25,25.5,70.4,6.73,-15.51,2.07,0.56
20200524-145024,INFO,188,45.62,32.12,54.76,1029.21,25.4,70.6,6.72,-15.84,2.01,0.58
20200524-145104,INFO,189,46.16,32.12,55.79,1029.21,25.4,70.6,6.72,-14.81,2.09,0.65
20200524-145144,INFO,190,46.16,32.25,55.94,1029.25,25.4,70.6,6.85,-14.66,2.03,0.67
20200524-145223,INFO,191,45.62,32.25,55.44,1029.21,25.4,70.5,6.85,-15.06,1.95,0.65
20200524-145303,INFO,192,46.16,32.08,55.49,1029.19,25.4,70.5,6.68,-15.01,2.11,0.62
20200524-145343,INFO,193,46.16,32.21,55.48,1029.21,25.4,70.5,6.81,-15.02,2.05,0.62
20200524-145422,INFO,194,45.62,32.36,56.35,1029.12,25.4,70.5,6.96,-14.15,1.91,0.76
20200524-145502,INFO,195,46.16,32.23,55.49,1029.17,25.4,70.5,6.83,-15.01,2.04,0.62
20200524-145542,INFO,196,46.16,32.19,55.17,1029.16,25.4,70.6,6.79,-15.43,2.06,0.58
20200524-145621,INFO,197,45.62,32.28,55.34,1029.14,25.4,70.6,6.88,-15.26,1.94,0.64
20200524-145701,INFO,198,46.16,32.39,55.37,1029.16,25.4,70.6,6.99,-15.23,1.97,0.6
20200524-145741,INFO,199,46.16,32.17,55.16,1029.18,25.4,70.5,6.77,-15.34,2.07,0.59
20200524-145820,INFO,200,45.62,32.25,55.33,1029.17,25.4,70.6,6.85,-15.27,1.95,0.64
20200524-145900,INFO,201,45.62,32.25,55.25,1029.2,25.4,70.6,6.85,-15.35,1.95,0.63
20200524-145939,INFO,202,46.16,32.3,55.13,1029.22,25.4,70.6,6.9,-15.47,2.01,0.58
20200524-150019,INFO,203,45.62,32.32,55.36,1029.22,25.4,70.6,6.92,-15.24,1.92,0.64
20200524-114155,INFO,204,44.01,29.85,58.82,1029.92,24.6,69.6,5.25,-10.78,2.7,1.37
20200524-114234,INFO,205,43.47,29.87,59.29,1029.96,24.6,69.8,5.27,-10.51,2.58,1.51
20200524-114314,INFO,206,44.01,29.78,59.34,1029.89,24.7,69.8,5.08,-10.46,2.8,1.47
20200524-114354,INFO,207,44.01,29.74,59.12,1029.84,24.6,69.7,5.14,-10.58,2.78,1.43
20200524-114433,INFO,208,43.47,29.89,59.43,1029.86,24.6,69.9,5.29,-10.47,2.57,1.52
20200524-114553,INFO,209,43.47,29.62,59.56,1029.89,24.6,70.0,5.02,-10.44,2.76,1.54
20200524-114632,INFO,210,44.01,29.63,59.6,1029.97,24.6,70.1,5.03,-10.5,2.86,1.48
20200524-114752,INFO,211,43.47,29.89,59.54,1029.92,24.6,70.2,5.29,-10.66,2.57,1.51
20200524-114831,INFO,212,43.47,29.96,58.96,1029.93,24.6,70.2,5.36,-11.24,2.52,1.38
20200524-114911,INFO,213,44.01,29.81,59.53,1029.96,24.6,70.0,5.21,-10.47,2.73,1.48
20200524-114951,INFO,214,44.01,29.72,59.44,1029.88,24.7,69.9,5.02,-10.46,2.85,1.48
20200524-115030,INFO,215,44.01,29.85,59.62,1029.89,24.6,70.3,5.25,-10.68,2.7,1.46
20200524-115110,INFO,216,44.01,29.85,59.23,1029.96,24.6,70.1,5.25,-10.87,2.7,1.4
20200524-115150,INFO,217,44.01,29.81,59.28,1029.9,24.6,70.1,5.21,-10.82,2.73,1.41
20200524-115229,INFO,218,43.47,29.62,59.16,1029.94,24.6,70.1,5.02,-10.94,2.76,1.43
20200524-115309,INFO,219,43.47,29.65,60.39,1029.92,24.6,70.0,5.05,-9.61,2.74,1.76
20200524-115349,INFO,220,44.01,29.74,59.99,1030.05,24.6,70.3,5.14,-10.31,2.78,1.55
20200524-115428,INFO,221,43.47,29.51,60.13,1029.95,24.6,70.5,4.91,-10.37,2.84,1.61
20200524-115508,INFO,222,43.47,29.62,60.14,1029.94,24.6,70.5,5.02,-10.36,2.76,1.61
20200524-115548,INFO,223,44.01,29.62,59.73,1029.9,24.6,70.4,5.02,-10.67,2.87,1.47
20200524-115627,INFO,224,44.01,29.52,60.43,1029.93,24.6,70.5,4.92,-10.07,2.95,1.63
20200524-115707,INFO,225,44.01,29.49,59.12,1029.92,24.6,70.4,4.89,-11.28,2.97,1.34
20200524-115747,INFO,226,44.01,29.67,59.59,1029.88,24.5,70.3,5.17,-10.71,2.77,1.45
20200524-115826,INFO,227,44.01,29.63,59.53,1029.87,24.5,70.1,5.13,-10.57,2.8,1.47
20200524-115906,INFO,228,44.01,29.76,59.33,1029.85,24.5,70.2,5.26,-10.87,2.71,1.41
20200524-115946,INFO,229,43.47,29.58,60.18,1029.88,24.5,70.2,5.08,-10.02,2.73,1.67
20200524-120025,INFO,230,43.47,29.62,59.3,1029.88,24.5,70.0,5.12,-10.7,2.71,1.48
20200524-120105,INFO,231,43.47,29.54,59.69,1029.92,24.5,70.2,5.04,-10.51,2.76,1.54
20200524-120145,INFO,232,44.01,29.6,59.96,1029.96,24.5,70.5,5.1,-10.54,2.83,1.51
20200524-120224,INFO,233,44.01,29.54,59.8,1029.99,24.5,70.9,5.04,-11.1,2.87,1.42
20200524-120304,INFO,234,44.01,29.58,59.84,1029.95,24.5,70.4,5.08,-10.56,2.84,1.5
20200524-120344,INFO,235,44.01,29.78,59.8,1029.86,24.5,70.6,5.28,-10.8,2.7,1.46
20200524-120423,INFO,236,44.01,29.74,59.74,1029.89,24.6,70.4,5.14,-10.66,2.78,1.48
20200524-120503,INFO,237,44.01,29.62,60.37,1029.99,24.6,70.6,5.02,-10.23,2.87,1.6
20200524-120543,INFO,238,43.47,29.34,60.14,1030.09,24.6,70.4,4.74,-10.26,2.98,1.62
20200524-120622,INFO,239,43.47,29.49,61.04,1029.93,24.6,70.4,4.89,-9.36,2.86,1.88
20200524-120702,INFO,240,44.55,29.47,59.7,1029.93,24.5,70.4,4.97,-10.7,3.03,1.42
20200524-120742,INFO,241,44.01,29.81,59.89,1029.87,24.5,70.5,5.31,-10.61,2.67,1.5
20200524-120901,INFO,242,45.08,30.03,59.19,1029.88,24.6,70.6,5.43,-11.41,2.77,1.24
20200524-121020,INFO,243,44.01,30.16,58.77,1029.83,24.7,70.1,5.46,-11.33,2.54,1.3
20200524-121100,INFO,244,44.01,29.83,58.85,1029.91,24.7,69.7,5.13,-10.85,2.76,1.37
20200524-121140,INFO,245,44.01,29.78,58.83,1029.88,24.7,69.3,5.08,-10.47,2.8,1.42
20200524-121219,INFO,246,44.55,29.72,59.11,1029.88,24.7,69.7,5.02,-10.59,2.95,1.37
20200524-121259,INFO,247,44.01,29.8,59.36,1029.89,24.7,69.8,5.1,-10.44,2.79,1.47
20200524-121339,INFO,248,44.01,29.76,59.72,1029.9,24.7,70.2,5.06,-10.48,2.82,1.5
20200524-121418,INFO,249,44.01,29.63,59.7,1029.91,24.7,70.3,4.93,-10.6,2.92,1.48
20200524-121458,INFO,250,44.01,29.91,59.39,1029.9,24.6,70.1,5.31,-10.71,2.66,1.44
20200524-121617,INFO,251,43.47,29.78,59.04,1029.89,24.7,69.8,5.08,-10.76,2.69,1.45
