20200526-085517,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200526-115108,INFO,233,45.08,30.87,55.53,1027.83,24.8,67.0,6.07,-11.47,2.34,0.91
20200526-115148,INFO,234,44.55,30.67,55.62,1027.86,24.8,67.2,5.87,-11.58,2.36,0.96
20200526-115228,INFO,235,45.08,30.83,56.14,1027.86,24.8,67.2,6.03,-11.06,2.36,1.0
20200526-115307,INFO,236,45.08,30.81,55.33,1027.82,24.8,67.2,6.01,-11.87,2.37,0.86
20200526-115347,INFO,237,45.08,30.72,55.59,1027.83,24.8,67.2,5.92,-11.61,2.43,0.91
20200526-115427,INFO,238,45.08,30.61,55.85,1027.81,24.8,67.3,5.81,-11.45,2.49,0.94
20200526-115506,INFO,ERROR,Sensor failure. Check wiring.
20200526-115546,INFO,ERROR,Sensor failure. Check wiring.
20200526-115626,INFO,239,45.08,30.52,56.0,1027.86,24.8,67.2,5.72,-11.2,2.55,0.97
20200526-115705,INFO,240,45.08,30.7,56.17,1027.85,24.7,67.2,6.0,-11.03,2.4,1.01
20200526-115745,INFO,241,44.55,30.69,55.24,1027.81,24.7,67.2,5.99,-11.96,2.31,0.89
20200526-115825,INFO,242,45.08,30.52,55.61,1027.83,24.7,67.0,5.82,-11.39,2.5,0.92
20200526-115904,INFO,243,45.62,30.61,56.09,1027.86,24.7,66.8,5.91,-10.71,2.54,0.98
20200526-115944,INFO,244,45.08,30.58,55.53,1027.84,24.7,66.9,5.88,-11.37,2.47,0.92
20200526-120024,INFO,245,44.55,30.72,55.44,1027.85,24.7,66.7,6.02,-11.26,2.3,0.97
20200526-120103,INFO,246,44.55,30.7,55.28,1027.84,24.7,66.6,6.0,-11.32,2.31,0.95
20200526-120143,INFO,247,44.55,30.67,54.86,1027.84,24.7,66.6,5.97,-11.74,2.32,0.88
20200526-120223,INFO,ERROR,Sensor failure. Check wiring.
20200526-120302,INFO,ERROR,Sensor failure. Check wiring.
20200526-120342,INFO,248,44.55,30.61,55.11,1027.86,24.6,66.4,6.01,-11.29,2.32,0.94
20200526-120422,INFO,ERROR,Sensor failure. Check wiring.
20200526-120501,INFO,249,45.08,30.74,54.52,1027.86,24.6,66.3,6.14,-11.78,2.34,0.8
20200526-120541,INFO,250,45.08,30.89,54.56,1027.88,24.6,66.3,6.29,-11.74,2.26,0.81
20200526-120621,INFO,251,44.55,30.92,54.44,1027.86,24.6,66.2,6.32,-11.76,2.16,0.84
20200526-120700,INFO,252,44.55,30.98,54.45,1027.85,24.6,66.2,6.38,-11.75,2.13,0.84
20200526-120740,INFO,253,45.08,31.07,54.17,1027.82,24.6,66.2,6.47,-12.03,2.17,0.76
20200526-120820,INFO,254,45.08,31.07,53.74,1027.84,24.6,66.2,6.47,-12.46,2.17,0.7
20200526-120859,INFO,ERROR,Sensor failure. Check wiring.
20200526-120939,INFO,255,45.08,30.63,54.42,1027.84,24.7,66.2,5.93,-11.78,2.44,0.79
20200526-121019,INFO,256,45.08,30.81,54.77,1027.81,24.6,66.6,6.21,-11.83,2.3,0.82
20200526-121058,INFO,257,45.08,30.85,54.68,1027.84,24.6,66.6,6.25,-11.92,2.28,0.81
20200526-121138,INFO,ERROR,Sensor failure. Check wiring.
20200526-121218,INFO,258,45.08,30.94,54.69,1027.85,24.7,66.8,6.24,-12.11,2.27,0.79
20200526-121257,INFO,259,45.62,30.87,54.8,1027.84,24.7,66.9,6.17,-12.1,2.39,0.76
20200526-121337,INFO,260,44.55,30.89,55.19,1027.8,24.7,66.8,6.19,-11.61,2.21,0.92
20200526-121417,INFO,261,45.08,30.9,54.95,1027.83,24.8,66.8,6.1,-11.85,2.32,0.83
20200526-121456,INFO,262,45.08,30.99,54.79,1027.85,24.8,66.8,6.19,-12.01,2.28,0.81
20200526-121536,INFO,263,45.08,30.87,54.75,1027.85,24.8,66.8,6.07,-12.05,2.34,0.8
20200526-121616,INFO,264,45.08,30.87,54.71,1027.85,24.8,66.8,6.07,-12.09,2.34,0.8
20200526-121655,INFO,ERROR,Sensor failure. Check wiring.
20200526-121735,INFO,265,45.08,30.89,54.74,1027.88,24.8,66.8,6.09,-12.06,2.33,0.8
20200526-121815,INFO,266,45.08,30.96,54.85,1027.84,24.8,66.8,6.16,-11.95,2.29,0.82
20200526-121854,INFO,267,44.01,30.96,54.67,1027.85,24.8,66.8,6.16,-12.13,2.12,0.88
20200526-121934,INFO,268,45.08,30.85,55.03,1027.85,24.8,66.8,6.05,-11.77,2.35,0.85
20200526-122014,INFO,269,45.08,30.96,54.66,1027.85,24.8,66.8,6.16,-12.14,2.29,0.79
20200526-122053,INFO,270,45.08,31.03,54.95,1027.83,24.8,66.8,6.23,-11.85,2.26,0.83
20200526-122133,INFO,271,44.55,30.81,54.84,1027.85,24.8,67.0,6.01,-12.16,2.29,0.85
20200526-122213,INFO,272,45.08,30.83,55.25,1027.83,24.8,66.9,6.03,-11.65,2.36,0.87
20200526-122252,INFO,273,45.08,30.9,54.88,1027.85,24.8,66.9,6.1,-12.02,2.32,0.82
20200526-122332,INFO,274,45.08,30.76,55.09,1027.83,24.8,67.0,5.96,-11.91,2.4,0.84
20200526-122412,INFO,275,45.08,30.92,55.2,1027.79,24.8,67.0,6.12,-11.8,2.31,0.86
20200526-122451,INFO,276,45.08,31.01,54.96,1027.79,24.8,67.0,6.21,-12.04,2.27,0.82
20200526-122531,INFO,ERROR,Sensor failure. Check wiring.
20200526-122611,INFO,277,45.08,30.87,55.13,1027.8,24.8,67.0,6.07,-11.87,2.34,0.85
20200526-122650,INFO,278,45.08,30.9,55.29,1027.79,24.8,67.1,6.1,-11.81,2.32,0.86
20200526-122730,INFO,279,45.08,30.83,55.36,1027.76,24.8,67.2,6.03,-11.84,2.36,0.87
20200526-122810,INFO,280,45.08,30.89,55.09,1027.79,24.8,67.2,6.09,-12.11,2.33,0.83
20200526-122849,INFO,281,44.55,30.89,55.01,1027.77,24.8,67.2,6.09,-12.19,2.24,0.86
20200526-122929,INFO,282,45.08,30.78,55.25,1027.8,24.8,67.1,5.98,-11.85,2.39,0.86
20200526-123008,INFO,283,45.08,30.98,55.22,1027.81,24.8,67.2,6.18,-11.98,2.28,0.85
20200526-123048,INFO,284,45.08,30.8,55.22,1027.79,24.8,67.2,6.0,-11.98,2.38,0.85
20200526-123128,INFO,285,45.08,30.94,55.24,1027.85,24.9,67.3,6.04,-12.06,2.34,0.84
20200526-123207,INFO,286,45.08,30.99,54.89,1027.82,24.8,67.2,6.19,-12.31,2.28,0.8
20200526-123247,INFO,287,45.08,30.92,55.02,1027.82,24.8,67.2,6.12,-12.18,2.31,0.82
20200526-123327,INFO,288,45.08,30.87,55.11,1027.84,24.8,67.3,6.07,-12.19,2.34,0.82
20200526-123406,INFO,289,45.08,30.85,56.73,1027.78,24.8,67.2,6.05,-10.47,2.35,1.11
20200526-123446,INFO,290,45.08,30.94,55.34,1027.8,24.8,67.2,6.14,-11.86,2.3,0.87
20200526-123526,INFO,291,45.08,30.96,55.2,1027.8,24.9,67.3,6.06,-12.1,2.33,0.84
20200526-123605,INFO,292,45.08,30.96,55.3,1027.79,24.9,67.4,6.06,-12.1,2.33,0.84
20200526-123645,INFO,293,45.08,31.07,55.29,1027.79,24.8,67.3,6.27,-12.01,2.23,0.85
20200526-123725,INFO,294,45.08,31.16,55.28,1027.78,24.8,67.4,6.36,-12.12,2.19,0.84
20200526-123804,INFO,295,45.08,31.1,54.92,1027.75,24.9,67.3,6.2,-12.38,2.25,0.79
20200526-123844,INFO,296,45.08,31.09,55.2,1027.78,24.9,67.5,6.19,-12.3,2.26,0.82
20200526-123924,INFO,297,45.08,31.09,55.02,1027.78,24.9,67.4,6.19,-12.38,2.26,0.8
20200526-124003,INFO,298,45.08,31.05,55.03,1027.77,24.9,67.3,6.15,-12.27,2.28,0.81
20200526-124043,INFO,299,45.08,31.16,55.37,1027.77,24.9,67.3,6.26,-11.93,2.22,0.86
20200526-124123,INFO,300,45.08,31.05,55.13,1027.75,24.9,67.4,6.15,-12.27,2.28,0.82
20200526-124202,INFO,ERROR,Sensor failure. Check wiring.
20200526-124242,INFO,301,45.08,31.14,54.92,1027.71,24.9,67.4,6.24,-12.48,2.23,0.79
20200526-124322,INFO,ERROR,Sensor failure. Check wiring.
20200526-124401,INFO,302,45.08,30.87,55.35,1027.78,24.9,67.4,5.97,-12.05,2.38,0.85
20200526-124441,INFO,303,45.08,31.14,55.31,1027.77,24.9,67.4,6.24,-12.09,2.23,0.85
20200526-124521,INFO,304,45.08,31.12,56.16,1027.74,24.9,67.5,6.22,-11.34,2.24,0.98
20200526-124600,INFO,305,45.08,31.05,55.1,1027.74,24.9,67.4,6.15,-12.3,2.28,0.81
20200526-124640,INFO,306,45.08,31.09,55.17,1027.74,24.9,67.5,6.19,-12.33,2.26,0.82
20200526-124720,INFO,307,45.08,31.14,55.27,1027.73,24.9,67.6,6.24,-12.33,2.23,0.83
20200526-124759,INFO,308,45.08,31.05,55.15,1027.73,24.9,67.6,6.15,-12.45,2.28,0.81
20200526-124839,INFO,309,45.08,31.21,54.88,1027.75,24.9,67.5,6.31,-12.62,2.2,0.78
20200526-124919,INFO,310,45.62,31.09,55.13,1027.74,24.9,67.4,6.19,-12.27,2.35,0.78
20200526-124958,INFO,311,45.08,31.05,55.53,1027.7,24.9,67.5,6.15,-11.97,2.28,0.87
20200526-125038,INFO,312,45.08,31.12,54.91,1027.74,24.9,67.6,6.22,-12.69,2.24,0.77
20200526-125118,INFO,313,45.08,31.12,56.08,1027.72,24.9,67.5,6.22,-11.42,2.24,0.96
20200526-125157,INFO,314,45.08,31.1,55.13,1027.73,24.9,67.4,6.2,-12.27,2.25,0.82
20200526-125237,INFO,315,45.08,31.1,55.32,1027.68,24.9,67.4,6.2,-12.08,2.25,0.85
20200526-125317,INFO,316,45.08,31.03,55.19,1027.69,24.9,67.4,6.13,-12.21,2.29,0.83
20200526-125356,INFO,317,45.08,31.07,55.06,1027.69,24.9,67.4,6.17,-12.34,2.27,0.81
20200526-125436,INFO,318,45.08,31.14,55.26,1027.67,24.9,67.5,6.24,-12.24,2.23,0.83
20200526-125516,INFO,319,45.08,31.16,55.24,1027.69,25.0,67.6,6.16,-12.36,2.26,0.82
20200526-125555,INFO,ERROR,Sensor failure. Check wiring.
20200526-125635,INFO,320,45.08,31.14,55.32,1027.66,24.9,67.6,6.24,-12.28,2.23,0.83
20200526-125715,INFO,321,45.08,31.23,55.1,1027.65,24.9,67.5,6.33,-12.4,2.19,0.81
20200526-125754,INFO,322,45.08,31.1,54.79,1027.71,24.9,67.5,6.2,-12.71,2.25,0.76
20200526-125834,INFO,323,45.08,31.03,55.15,1027.61,24.9,67.5,6.13,-12.35,2.29,0.82
20200526-125914,INFO,324,45.08,30.99,55.42,1027.66,24.9,67.8,6.09,-12.38,2.31,0.84
20200526-125953,INFO,325,45.08,31.36,54.84,1027.68,24.9,67.9,6.46,-13.06,2.12,0.75
20200526-130033,INFO,326,45.62,31.12,55.59,1027.67,24.9,67.8,6.22,-12.21,2.33,0.82
20200526-130113,INFO,327,45.08,31.27,55.08,1027.7,24.9,67.7,6.37,-12.62,2.17,0.79
20200526-130152,INFO,328,45.08,31.32,55.33,1027.76,24.9,67.6,6.42,-12.27,2.14,0.84
20200526-130232,INFO,329,45.08,31.38,54.89,1027.71,24.9,67.5,6.48,-12.61,2.11,0.78
20200526-130312,INFO,330,45.08,31.16,54.81,1027.69,24.9,67.7,6.26,-12.89,2.22,0.75
20200526-130351,INFO,331,45.08,31.12,55.12,1027.68,24.9,67.7,6.22,-12.58,2.24,0.8
20200526-130431,INFO,332,45.08,30.9,55.52,1027.67,24.9,67.6,6.0,-12.08,2.36,0.86
20200526-130511,INFO,333,44.01,30.94,53.94,1027.67,24.9,68.2,6.04,-14.26,2.16,0.7
20200526-130550,INFO,ERROR,Sensor failure. Check wiring.
20200526-130630,INFO,334,45.08,30.94,55.48,1027.69,24.9,68.1,6.04,-12.62,2.34,0.82
20200526-130710,INFO,335,44.55,31.01,55.19,1027.7,24.9,67.9,6.11,-12.71,2.22,0.84
20200526-130749,INFO,336,45.08,31.09,55.36,1027.66,24.9,67.9,6.19,-12.54,2.26,0.82
20200526-130829,INFO,337,45.08,31.12,55.99,1027.68,24.9,67.8,6.22,-11.81,2.24,0.92
20200526-130909,INFO,338,45.62,31.14,55.19,1027.6,24.9,67.9,6.24,-12.71,2.32,0.75
20200526-130948,INFO,339,45.08,31.25,54.56,1027.62,24.9,67.9,6.35,-13.34,2.18,0.71
20200526-131028,INFO,340,45.08,31.18,55.24,1027.62,24.9,67.8,6.28,-12.56,2.21,0.81
20200526-131108,INFO,341,45.08,31.18,55.13,1027.69,25.0,67.8,6.18,-12.67,2.25,0.79
20200526-131147,INFO,342,45.08,31.29,55.01,1027.58,24.9,67.7,6.39,-12.69,2.16,0.78
20200526-131227,INFO,ERROR,Sensor failure. Check wiring.
20200526-131307,INFO,ERROR,Sensor failure. Check wiring.
20200526-131346,INFO,343,45.08,31.23,54.96,1027.62,24.9,67.7,6.33,-12.74,2.19,0.78
20200526-131426,INFO,ERROR,Sensor failure. Check wiring.
20200526-131506,INFO,344,45.08,31.34,55.46,1027.61,25.0,67.7,6.34,-12.24,2.17,0.85
20200526-131545,INFO,345,44.55,31.29,55.03,1027.58,24.9,67.7,6.39,-12.67,2.08,0.83
20200526-131625,INFO,346,45.08,31.36,54.79,1027.51,24.9,67.7,6.46,-12.91,2.12,0.75
20200526-131705,INFO,ERROR,Sensor failure. Check wiring.
20200526-131744,INFO,347,45.08,31.32,54.72,1027.52,24.9,67.7,6.42,-12.98,2.14,0.74
20200526-131824,INFO,348,45.62,31.36,54.78,1027.58,25.0,67.8,6.36,-13.02,2.24,0.7
20200526-131904,INFO,ERROR,Sensor failure. Check wiring.
20200526-131943,INFO,349,45.08,31.23,55.12,1027.52,25.0,67.7,6.23,-12.58,2.22,0.8
20200526-132023,INFO,350,45.08,31.36,55.06,1027.52,25.0,67.7,6.36,-12.64,2.16,0.79
20200526-132103,INFO,351,45.08,31.38,54.54,1027.49,25.0,68.0,6.38,-13.46,2.15,0.7
20200526-132142,INFO,352,45.08,31.36,54.92,1027.49,25.0,67.8,6.36,-12.88,2.16,0.76
20200526-132222,INFO,ERROR,Sensor failure. Check wiring.
20200526-132301,INFO,353,45.62,31.34,55.03,1027.46,25.0,67.7,6.34,-12.67,2.25,0.74
20200526-132341,INFO,354,45.08,31.39,54.71,1027.48,25.0,67.7,6.39,-12.99,2.14,0.74
20200526-132421,INFO,355,45.08,31.43,54.71,1027.48,25.0,67.7,6.43,-12.99,2.12,0.74
20200526-132500,INFO,356,45.08,31.48,54.69,1027.47,25.0,67.6,6.48,-12.91,2.1,0.74
20200526-132540,INFO,ERROR,Sensor failure. Check wiring.
20200526-132620,INFO,357,45.08,31.32,54.93,1027.47,25.0,67.7,6.32,-12.77,2.18,0.77
20200526-132659,INFO,358,45.08,31.52,54.8,1027.48,25.0,67.8,6.52,-13.0,2.08,0.75
20200526-132739,INFO,359,45.08,31.41,54.84,1027.53,25.0,67.8,6.41,-12.96,2.13,0.75
20200526-132819,INFO,360,45.08,31.56,54.71,1027.55,25.0,67.7,6.56,-12.99,2.06,0.74
20200526-132858,INFO,ERROR,Sensor failure. Check wiring.
20200526-132938,INFO,361,45.62,31.65,53.82,1027.54,25.0,67.7,6.65,-13.88,2.1,0.59
20200526-133018,INFO,362,45.08,31.58,54.29,1027.54,25.0,67.6,6.58,-13.31,2.05,0.69
20200526-133057,INFO,363,45.08,31.61,54.15,1027.51,25.0,67.8,6.61,-13.65,2.04,0.66
20200526-133137,INFO,364,45.62,31.52,54.38,1027.55,25.1,67.9,6.42,-13.52,2.2,0.65
20200526-133217,INFO,365,45.08,31.58,54.21,1027.54,25.0,67.7,6.58,-13.49,2.05,0.68
20200526-133256,INFO,366,45.62,31.45,54.65,1027.56,25.0,67.7,6.45,-13.05,2.2,0.69
20200526-133336,INFO,367,45.08,31.58,54.5,1027.56,25.0,67.8,6.58,-13.3,2.05,0.71
20200526-133416,INFO,368,45.08,31.54,54.49,1027.54,25.0,67.7,6.54,-13.21,2.07,0.71
20200526-133455,INFO,369,45.62,31.48,54.26,1027.55,25.1,67.7,6.38,-13.44,2.22,0.64
20200526-133535,INFO,370,45.08,31.54,54.36,1027.57,25.1,67.7,6.44,-13.34,2.1,0.7
20200526-133615,INFO,ERROR,Sensor failure. Check wiring.
20200526-133654,INFO,371,45.08,31.59,54.4,1027.55,25.1,67.7,6.49,-13.3,2.08,0.7
20200526-133734,INFO,372,45.08,31.47,54.55,1027.57,25.1,68.0,6.37,-13.45,2.14,0.7
20200526-133814,INFO,373,45.08,31.5,54.66,1027.55,25.1,67.8,6.4,-13.14,2.12,0.73
20200526-133853,INFO,374,45.08,31.47,54.62,1027.54,25.1,67.7,6.37,-13.08,2.14,0.73
20200526-133933,INFO,375,45.08,31.54,54.49,1027.53,25.1,67.6,6.44,-13.11,2.1,0.72
20200526-134013,INFO,376,45.08,31.59,54.22,1027.54,25.1,67.8,6.49,-13.58,2.08,0.67
20200526-134052,INFO,377,45.08,31.7,54.21,1027.53,25.1,67.7,6.6,-13.49,2.03,0.68
20200526-134132,INFO,378,45.08,31.7,53.65,1027.48,25.1,67.7,6.6,-14.05,2.03,0.61
20200526-134212,INFO,379,45.62,31.59,54.49,1027.55,25.1,67.6,6.49,-13.11,2.16,0.68
20200526-134251,INFO,380,45.62,31.61,54.37,1027.54,25.1,67.7,6.51,-13.33,2.15,0.66
20200526-134331,INFO,381,45.62,31.68,54.02,1027.54,25.1,67.7,6.58,-13.68,2.12,0.61
20200526-134411,INFO,382,45.08,31.7,54.15,1027.51,25.1,67.8,6.6,-13.65,2.03,0.66
20200526-134450,INFO,383,45.62,31.58,52.88,1027.51,25.1,67.7,6.48,-14.82,2.17,0.49
20200526-134530,INFO,384,45.62,31.7,54.31,1027.51,25.1,67.7,6.6,-13.39,2.11,0.65
20200526-134610,INFO,385,45.08,31.74,54.38,1027.47,25.1,67.8,6.64,-13.42,2.01,0.69
20200526-134649,INFO,ERROR,Sensor failure. Check wiring.
20200526-134729,INFO,386,45.62,31.68,54.4,1027.49,25.1,67.7,6.58,-13.3,2.12,0.66
20200526-134809,INFO,387,45.62,31.87,54.69,1027.51,25.1,67.7,6.77,-13.01,2.03,0.7
20200526-134848,INFO,388,45.62,31.78,54.12,1027.47,25.1,67.8,6.68,-13.68,2.07,0.62
20200526-134928,INFO,389,45.62,31.67,54.98,1027.45,25.1,67.6,6.57,-12.62,2.12,0.74
20200526-135008,INFO,390,45.08,31.63,54.39,1027.46,25.1,68.0,6.53,-13.61,2.06,0.68
20200526-135047,INFO,391,45.08,31.79,54.26,1027.45,25.1,67.8,6.69,-13.54,1.99,0.68
20200526-135127,INFO,392,45.08,31.85,54.26,1027.49,25.1,67.8,6.75,-13.54,1.96,0.68
20200526-135207,INFO,393,45.62,31.87,54.35,1027.45,25.1,68.3,6.77,-13.95,2.03,0.63
20200526-135246,INFO,ERROR,Sensor failure. Check wiring.
20200526-135326,INFO,394,45.62,31.68,54.55,1027.45,25.0,68.7,6.68,-14.15,2.09,0.63
20200526-135406,INFO,395,45.08,31.83,54.62,1027.45,25.0,68.8,6.83,-14.18,1.94,0.67
20200526-135445,INFO,396,45.08,31.74,54.48,1027.44,25.0,68.8,6.74,-14.32,1.98,0.66
20200526-135525,INFO,397,45.62,31.78,54.73,1027.43,25.0,68.8,6.78,-14.07,2.04,0.65
20200526-135605,INFO,398,45.08,31.78,54.45,1027.41,24.9,68.8,6.88,-14.35,1.93,0.65
20200526-135644,INFO,399,45.08,31.72,54.94,1027.41,24.9,68.9,6.82,-13.96,1.96,0.71
20200526-135724,INFO,400,45.62,31.83,54.55,1027.41,24.9,68.8,6.93,-14.25,1.99,0.63
20200526-135804,INFO,401,45.62,31.79,54.4,1027.39,24.9,68.9,6.89,-14.5,2.01,0.61
20200526-135843,INFO,402,45.62,31.92,53.87,1027.41,24.9,68.9,7.02,-15.03,1.95,0.55
20200526-135923,INFO,403,45.08,31.88,54.23,1027.39,24.9,68.8,6.98,-14.57,1.89,0.63
20200526-140003,INFO,ERROR,Sensor failure. Check wiring.
20200526-140042,INFO,404,45.08,31.79,54.9,1027.37,24.9,68.7,6.89,-13.8,1.93,0.71
20200526-140122,INFO,405,45.62,31.7,54.25,1027.35,24.9,68.9,6.8,-14.65,2.05,0.59
20200526-140202,INFO,406,45.62,31.94,54.0,1027.34,24.9,68.8,7.04,-14.8,1.94,0.57
20200526-140241,INFO,ERROR,Sensor failure. Check wiring.
20200526-140321,INFO,407,45.08,31.88,53.91,1027.32,24.9,68.9,6.98,-14.99,1.89,0.59
20200526-140401,INFO,408,45.62,31.81,54.1,1027.31,24.8,68.9,7.01,-14.8,1.97,0.57
20200526-140440,INFO,ERROR,Sensor failure. Check wiring.
20200526-140520,INFO,409,45.08,31.81,53.94,1027.27,24.8,68.9,7.01,-14.96,1.89,0.59
20200526-140600,INFO,410,45.62,31.92,54.31,1027.26,24.8,69.0,7.12,-14.69,1.92,0.59
20200526-140639,INFO,411,45.62,31.79,54.21,1027.26,24.9,69.3,6.89,-15.09,2.01,0.57
20200526-140719,INFO,412,45.62,31.92,54.19,1027.27,24.8,69.4,7.12,-15.21,1.92,0.56
20200526-140759,INFO,413,45.08,31.94,54.54,1027.29,24.8,69.4,7.14,-14.86,1.84,0.64
20200526-140838,INFO,414,45.62,31.99,54.38,1027.26,24.8,69.3,7.19,-14.92,1.9,0.59
20200526-140918,INFO,415,45.62,31.88,54.3,1027.24,24.8,69.5,7.08,-15.2,1.94,0.57
20200526-140958,INFO,416,45.08,31.87,54.2,1027.23,24.8,69.5,7.07,-15.3,1.87,0.6
20200526-141037,INFO,417,45.08,31.74,54.39,1027.31,24.8,69.5,6.94,-15.11,1.92,0.62
20200526-141117,INFO,ERROR,Sensor failure. Check wiring.
20200526-141156,INFO,418,45.08,31.45,55.36,1027.31,24.8,69.4,6.65,-14.04,2.05,0.73
20200526-141236,INFO,ERROR,Sensor failure. Check wiring.
20200526-141316,INFO,419,45.08,31.59,54.83,1027.3,24.8,69.5,6.79,-14.67,1.99,0.66
20200526-141355,INFO,ERROR,Sensor failure. Check wiring.
20200526-141435,INFO,ERROR,Sensor failure. Check wiring.
20200526-141515,INFO,420,45.08,31.43,55.47,1027.27,24.9,69.3,6.53,-13.83,2.09,0.75
20200526-141554,INFO,421,45.08,31.56,55.12,1027.28,24.9,69.4,6.66,-14.28,2.03,0.7
20200526-141634,INFO,ERROR,Sensor failure. Check wiring.
20200526-141714,INFO,422,45.08,31.27,55.76,1027.32,24.9,68.9,6.37,-13.14,2.17,0.81
20200526-141753,INFO,423,45.08,31.34,55.31,1027.3,25.0,69.3,6.34,-13.99,2.17,0.73
20200526-141833,INFO,424,45.08,31.52,55.25,1027.28,25.0,69.2,6.52,-13.95,2.08,0.73
20200526-141913,INFO,425,45.62,31.45,55.69,1027.27,25.0,68.9,6.45,-13.21,2.2,0.76
20200526-141952,INFO,ERROR,Sensor failure. Check wiring.
20200526-142032,INFO,426,45.08,31.67,54.93,1027.29,25.0,69.0,6.67,-14.07,2.01,0.7
20200526-142112,INFO,427,45.08,31.65,54.72,1027.25,25.0,69.0,6.65,-14.28,2.02,0.68
20200526-142151,INFO,ERROR,Sensor failure. Check wiring.
20200526-142231,INFO,428,45.62,31.76,54.58,1027.25,25.0,68.7,6.76,-14.12,2.05,0.63
20200526-142311,INFO,429,45.62,31.72,53.5,1027.3,25.0,68.8,6.72,-15.3,2.07,0.52
20200526-142350,INFO,430,45.08,31.83,54.55,1027.25,25.0,68.7,6.83,-14.15,1.94,0.67
20200526-142430,INFO,431,45.08,31.94,54.21,1027.26,25.0,68.9,6.94,-14.69,1.89,0.62
20200526-142510,INFO,432,45.62,31.85,54.61,1027.25,25.1,68.8,6.75,-14.19,2.04,0.63
20200526-142549,INFO,433,45.62,31.83,54.24,1027.23,25.0,68.7,6.83,-14.46,2.02,0.6
20200526-142629,INFO,434,45.08,31.68,54.38,1027.26,25.1,68.6,6.58,-14.22,2.04,0.65
20200526-142709,INFO,435,45.62,31.92,55.12,1027.28,25.0,68.6,6.92,-13.48,1.98,0.7
20200526-142748,INFO,436,45.62,31.67,54.32,1027.3,25.1,69.0,6.57,-14.68,2.12,0.59
20200526-142828,INFO,437,45.62,31.88,54.3,1027.31,25.1,68.8,6.78,-14.5,2.03,0.6
20200526-142908,INFO,438,45.62,31.78,54.26,1027.28,25.1,68.9,6.68,-14.64,2.07,0.59
20200526-142947,INFO,439,45.08,31.98,54.82,1027.3,25.1,68.6,6.88,-13.78,1.9,0.71
20200526-143027,INFO,440,45.08,31.79,54.32,1027.27,25.1,68.7,6.69,-14.38,1.99,0.64
20200526-143107,INFO,441,45.08,31.81,54.49,1027.28,25.1,68.5,6.71,-14.01,1.98,0.67
20200526-143146,INFO,442,45.62,31.94,54.38,1027.3,25.1,68.6,6.84,-14.22,2.0,0.62
20200526-143226,INFO,443,45.08,31.9,54.34,1027.27,25.1,68.6,6.8,-14.26,1.94,0.65
20200526-143306,INFO,ERROR,Sensor failure. Check wiring.
20200526-143345,INFO,444,45.62,31.9,54.1,1027.27,25.1,68.5,6.8,-14.4,2.02,0.59
20200526-143425,INFO,445,45.62,31.85,54.22,1027.26,25.1,68.4,6.75,-14.18,2.04,0.61
20200526-143505,INFO,446,45.62,31.9,54.4,1027.24,25.1,68.5,6.8,-14.1,2.02,0.62
20200526-143544,INFO,447,45.62,31.88,54.32,1027.23,25.1,68.5,6.78,-14.18,2.03,0.61
20200526-143624,INFO,448,45.08,31.96,54.41,1027.26,25.1,68.4,6.86,-13.99,1.91,0.67
20200526-143704,INFO,449,45.62,31.92,53.88,1027.28,25.1,68.5,6.82,-14.62,2.01,0.56
20200526-143743,INFO,450,45.62,31.83,54.29,1027.27,25.1,68.5,6.73,-14.21,2.05,0.61
20200526-143823,INFO,451,45.62,31.96,53.38,1027.24,25.1,68.3,6.86,-14.92,1.99,0.52
20200526-143903,INFO,ERROR,Sensor failure. Check wiring.
20200526-143942,INFO,ERROR,Sensor failure. Check wiring.
20200526-144022,INFO,ERROR,Sensor failure. Check wiring.
20200526-144102,INFO,452,45.08,32.03,54.17,1027.25,25.2,68.5,6.83,-14.33,1.91,0.63
20200526-144141,INFO,ERROR,Sensor failure. Check wiring.
20200526-144221,INFO,453,45.08,32.01,54.37,1027.25,25.1,68.4,6.91,-14.03,1.89,0.66
20200526-144301,INFO,454,45.08,32.03,54.35,1027.26,25.2,68.5,6.83,-14.15,1.91,0.66
20200526-144340,INFO,455,45.62,32.01,54.16,1027.25,25.2,68.5,6.81,-14.34,2.0,0.6
20200526-144420,INFO,456,45.62,31.94,54.04,1027.26,25.2,68.6,6.74,-14.56,2.03,0.58
20200526-144500,INFO,457,45.08,31.99,54.4,1027.26,25.2,68.5,6.79,-14.1,1.93,0.66
20200526-144539,INFO,458,45.62,31.92,54.37,1027.18,25.1,68.3,6.82,-13.93,2.01,0.63
20200526-144619,INFO,459,45.08,31.87,54.65,1027.25,25.2,68.5,6.67,-13.85,1.98,0.69
20200526-144659,INFO,460,45.62,31.88,54.38,1027.25,25.2,68.5,6.68,-14.12,2.06,0.62
20200526-144738,INFO,461,45.62,31.85,54.34,1027.21,25.2,68.5,6.65,-14.16,2.07,0.62
20200526-144818,INFO,462,45.62,31.94,54.54,1027.22,25.2,68.4,6.74,-13.86,2.03,0.64
20200526-144858,INFO,463,45.62,32.01,54.33,1027.22,25.2,68.4,6.81,-14.07,2.0,0.62
