20200522-085523,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200522-094219,INFO,56,44.01,29.62,55.68,1024.12,21.8,74.5,7.82,-18.82,1.84,0.62
20200522-094259,INFO,57,44.01,29.63,55.9,1024.13,21.9,74.3,7.73,-18.4,1.86,0.65
20200522-094339,INFO,58,43.47,29.65,55.88,1024.12,21.8,74.0,7.85,-18.12,1.76,0.68
20200522-094458,INFO,59,44.01,29.6,56.09,1024.08,21.9,73.7,7.7,-17.61,1.87,0.69
20200522-094538,INFO,60,44.01,29.69,55.6,1024.1,21.8,73.2,7.89,-17.6,1.81,0.66
20200522-094617,INFO,61,44.01,29.52,55.85,1024.11,21.8,73.1,7.72,-17.25,1.88,0.69
20200522-094657,INFO,62,43.47,29.54,55.75,1024.09,21.8,73.5,7.74,-17.75,1.8,0.69
20200522-094737,INFO,63,43.47,29.54,55.47,1024.13,21.8,73.7,7.74,-18.23,1.8,0.66
20200522-094816,INFO,64,44.01,29.62,54.99,1024.09,21.8,73.2,7.82,-18.21,1.84,0.6
20200522-094856,INFO,65,44.01,29.72,55.62,1024.07,21.8,73.2,7.92,-17.58,1.8,0.66
20200522-094936,INFO,66,43.47,29.8,55.43,1024.11,21.8,73.7,8.0,-18.27,1.71,0.65
20200522-095015,INFO,67,44.01,29.72,55.15,1024.13,21.8,73.6,7.92,-18.45,1.8,0.6
20200522-095055,INFO,68,43.47,29.71,55.46,1024.16,21.9,73.6,7.81,-18.14,1.76,0.66
20200522-095135,INFO,69,43.47,29.49,55.23,1024.18,21.9,73.8,7.59,-18.57,1.84,0.63
20200522-095214,INFO,70,44.55,29.52,55.61,1024.17,21.9,73.3,7.62,-17.69,1.97,0.63
20200522-095254,INFO,71,44.01,29.58,55.58,1024.18,21.9,73.3,7.68,-17.72,1.88,0.65
20200522-095333,INFO,72,43.47,29.63,54.6,1024.2,21.9,73.9,7.73,-19.3,1.79,0.58
20200522-095413,INFO,73,44.01,29.54,55.38,1024.19,21.9,73.1,7.64,-17.72,1.89,0.64
20200522-095453,INFO,74,44.01,29.72,55.65,1024.19,21.9,73.2,7.82,-17.55,1.83,0.66
