20200530-090004,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200530-094104,INFO,57,42.93,29.05,57.06,1018.26,23.2,68.9,5.85,-11.84,2.37,1.19
20200530-094143,INFO,58,42.93,29.05,57.37,1018.25,23.2,68.9,5.85,-11.53,2.37,1.25
20200530-094223,INFO,59,42.93,29.09,57.74,1018.26,23.2,68.9,5.89,-11.16,2.35,1.33
20200530-094303,INFO,60,42.39,28.91,57.98,1018.27,23.2,69.0,5.71,-11.02,2.36,1.41
20200530-094342,INFO,61,42.39,28.71,58.04,1018.26,23.3,68.9,5.41,-10.86,2.53,1.44
20200530-094422,INFO,62,41.86,28.69,57.91,1018.27,23.3,68.7,5.39,-10.79,2.44,1.49
20200530-094502,INFO,63,42.93,28.83,58.39,1018.27,23.3,68.9,5.53,-10.51,2.55,1.47
20200530-094541,INFO,64,42.93,28.93,57.37,1018.27,23.3,68.9,5.63,-11.53,2.49,1.25
20200530-094621,INFO,65,42.39,29.05,58.37,1018.33,23.3,69.0,5.75,-10.63,2.32,1.5
20200530-094740,INFO,66,42.93,29.22,57.95,1018.29,23.3,69.1,5.92,-11.15,2.32,1.35
20200530-094820,INFO,67,43.47,28.83,57.6,1018.28,23.3,69.0,5.53,-11.4,2.65,1.24
20200530-094900,INFO,68,42.93,29.02,57.72,1018.32,23.3,68.9,5.72,-11.18,2.43,1.32
20200530-094939,INFO,69,42.93,29.07,57.89,1018.28,23.3,68.9,5.77,-11.01,2.4,1.36
20200530-095019,INFO,70,42.93,28.96,57.86,1018.31,23.3,69.1,5.66,-11.24,2.47,1.33
20200530-095059,INFO,71,42.93,28.96,57.7,1018.27,23.3,69.1,5.66,-11.4,2.47,1.3
20200530-095218,INFO,72,42.93,29.09,58.2,1018.26,23.3,69.4,5.79,-11.2,2.39,1.36
20200530-095258,INFO,73,42.93,29.0,58.06,1018.22,23.3,69.5,5.7,-11.44,2.44,1.32
20200530-095337,INFO,74,42.93,28.98,58.66,1018.24,23.3,69.6,5.68,-10.94,2.46,1.44
20200530-095417,INFO,75,42.93,29.09,57.95,1018.21,23.3,69.7,5.79,-11.75,2.39,1.28
20200530-095457,INFO,76,42.93,29.16,57.01,1018.29,23.3,69.5,5.86,-12.49,2.35,1.13
20200530-095536,INFO,77,43.47,29.14,57.63,1018.3,23.3,69.4,5.84,-11.77,2.45,1.2
20200530-095616,INFO,78,42.93,29.02,58.14,1018.29,23.3,69.5,5.72,-11.36,2.43,1.34
20200530-095656,INFO,79,42.93,29.05,58.04,1018.29,23.3,69.4,5.75,-11.36,2.41,1.33
20200530-095815,INFO,80,42.93,28.87,58.02,1018.29,23.4,69.3,5.47,-11.28,2.57,1.34
20200530-095855,INFO,81,42.93,29.03,58.04,1018.32,23.4,69.3,5.63,-11.26,2.47,1.34
20200530-095934,INFO,82,42.93,29.2,57.86,1018.26,23.3,69.5,5.9,-11.64,2.33,1.28
20200530-100014,INFO,83,42.93,28.98,57.97,1018.27,23.4,69.5,5.58,-11.53,2.5,1.3
20200530-100054,INFO,84,42.93,29.2,57.91,1018.3,23.4,69.3,5.8,-11.39,2.37,1.32
20200530-100213,INFO,85,43.47,29.29,57.81,1018.26,23.5,69.1,5.79,-11.29,2.45,1.27
20200530-100253,INFO,86,42.39,29.25,57.89,1018.29,23.5,69.1,5.75,-11.21,2.29,1.38
20200530-100332,INFO,87,42.93,29.25,57.95,1018.27,23.5,69.0,5.75,-11.05,2.38,1.36
20200530-100412,INFO,88,42.93,29.31,57.52,1018.26,23.5,69.0,5.81,-11.48,2.34,1.27
20200530-100452,INFO,89,42.93,29.07,57.62,1018.27,23.5,68.9,5.57,-11.28,2.49,1.3
20200530-100531,INFO,90,43.47,29.32,57.47,1018.26,23.5,69.0,5.82,-11.53,2.43,1.21
20200530-100611,INFO,91,43.47,29.23,57.51,1018.25,23.4,69.0,5.83,-11.49,2.44,1.22
20200530-100651,INFO,92,42.93,29.34,57.65,1018.25,23.5,69.1,5.84,-11.45,2.33,1.29
20200530-100730,INFO,93,42.93,29.38,57.1,1018.25,23.5,69.1,5.88,-12.0,2.3,1.18
20200530-100810,INFO,94,42.93,29.34,57.35,1018.24,23.5,68.9,5.84,-11.55,2.33,1.25
20200530-100850,INFO,95,43.47,29.47,57.1,1018.21,23.5,68.7,5.97,-11.6,2.35,1.18
20200530-100929,INFO,96,42.93,29.36,57.04,1018.19,23.5,68.9,5.86,-11.86,2.32,1.19
20200530-101009,INFO,97,43.47,29.32,57.19,1018.17,23.4,68.9,5.92,-11.71,2.39,1.17
20200530-101048,INFO,98,43.47,29.34,57.43,1018.18,23.4,69.0,5.94,-11.57,2.38,1.21
20200530-101128,INFO,99,42.93,29.4,57.24,1018.21,23.4,69.1,6.0,-11.86,2.26,1.21
20200530-101208,INFO,100,43.47,29.32,57.43,1018.17,23.5,69.1,5.82,-11.67,2.43,1.2
20200530-101247,INFO,101,43.47,29.32,57.4,1018.15,23.5,69.2,5.82,-11.8,2.43,1.18
20200530-101327,INFO,102,43.47,29.49,57.7,1018.17,23.5,69.3,5.99,-11.6,2.33,1.23
20200530-101407,INFO,103,43.47,29.54,56.94,1018.13,23.5,69.2,6.04,-12.26,2.31,1.1
20200530-101446,INFO,104,42.93,29.52,57.06,1018.12,23.5,69.4,6.02,-12.34,2.23,1.15
20200530-101526,INFO,105,42.93,29.27,57.28,1018.13,23.4,69.3,5.87,-12.02,2.33,1.19
20200530-101606,INFO,106,43.47,29.4,56.88,1018.15,23.4,69.3,6.0,-12.42,2.35,1.08
20200530-101725,INFO,107,42.93,29.2,56.02,1018.16,23.4,69.3,5.8,-13.28,2.37,0.99
20200530-101805,INFO,108,44.01,29.34,57.46,1018.14,23.4,69.1,5.94,-11.64,2.47,1.16
20200530-101844,INFO,109,42.93,29.25,56.99,1018.17,23.4,69.0,5.85,-12.01,2.34,1.17
20200530-101924,INFO,110,42.39,29.18,57.73,1018.2,23.4,68.9,5.78,-11.17,2.29,1.37
20200530-102004,INFO,111,42.93,29.29,57.89,1018.09,23.5,69.4,5.79,-11.51,2.36,1.3
20200530-102043,INFO,112,43.47,29.18,58.07,1018.16,23.5,69.6,5.68,-11.53,2.52,1.27
20200530-102123,INFO,113,43.47,29.4,57.77,1018.12,23.6,69.2,5.8,-11.43,2.43,1.25
20200530-102203,INFO,114,42.93,29.31,58.25,1018.14,23.6,69.2,5.71,-10.95,2.39,1.4
20200530-102242,INFO,115,42.93,29.29,57.78,1018.13,23.6,70.0,5.69,-12.22,2.4,1.22
20200530-102322,INFO,116,42.93,29.25,57.73,1018.16,23.6,69.2,5.65,-11.47,2.42,1.29
20200530-102441,INFO,117,43.47,29.49,58.29,1018.16,23.7,69.2,5.79,-10.91,2.41,1.36
20200530-102521,INFO,118,43.47,29.4,57.68,1018.15,23.6,69.5,5.8,-11.82,2.43,1.2
20200530-102601,INFO,119,43.47,29.27,57.57,1018.2,23.7,69.1,5.57,-11.53,2.55,1.22
20200530-102640,INFO,120,43.47,29.49,58.2,1018.14,23.7,69.0,5.79,-10.8,2.41,1.36
20200530-102720,INFO,121,42.93,29.34,57.63,1018.15,23.7,69.0,5.64,-11.37,2.41,1.29
20200530-102800,INFO,122,43.47,29.31,57.8,1018.16,23.7,68.8,5.61,-11.0,2.52,1.3
20200530-102839,INFO,123,42.93,29.36,57.39,1018.15,23.7,68.7,5.66,-11.31,2.4,1.28
20200530-102919,INFO,124,44.01,29.49,57.89,1018.15,23.8,68.9,5.69,-11.01,2.55,1.26
20200530-102959,INFO,125,44.01,29.54,57.77,1018.15,23.8,69.1,5.74,-11.33,2.52,1.21
20200530-103038,INFO,126,43.47,29.62,57.88,1018.18,23.8,69.0,5.82,-11.12,2.38,1.3
20200530-103118,INFO,127,43.47,29.43,57.53,1018.17,23.8,69.0,5.63,-11.47,2.49,1.23
20200530-103158,INFO,128,42.93,29.49,57.94,1018.19,23.8,68.7,5.69,-10.76,2.36,1.39
20200530-103237,INFO,129,43.47,29.54,58.09,1018.15,23.9,69.2,5.64,-11.11,2.47,1.32
20200530-103317,INFO,130,42.93,29.4,57.77,1018.21,23.9,68.7,5.5,-10.93,2.46,1.36
20200530-103357,INFO,131,43.47,29.62,57.74,1018.2,23.9,68.7,5.72,-10.96,2.42,1.3
20200530-103436,INFO,132,42.93,29.36,57.7,1018.18,23.9,68.4,5.46,-10.7,2.49,1.38
20200530-103556,INFO,133,44.01,29.47,57.69,1018.14,23.8,68.6,5.67,-10.91,2.56,1.25
20200530-103635,INFO,134,43.47,29.63,57.46,1018.16,23.9,68.7,5.73,-11.24,2.42,1.24
20200530-103715,INFO,135,44.01,29.62,58.27,1018.19,23.9,68.5,5.72,-10.23,2.52,1.39
20200530-103755,INFO,136,44.01,29.92,57.19,1018.13,23.9,68.4,6.02,-11.21,2.34,1.18
20200530-103834,INFO,137,44.01,30.01,56.66,1018.11,23.9,68.3,6.11,-11.64,2.29,1.09
20200530-103914,INFO,138,44.01,30.29,56.43,1018.08,23.9,68.2,6.39,-11.77,2.15,1.06
20200530-103953,INFO,139,44.01,30.34,55.9,1018.11,24.0,68.1,6.34,-12.2,2.16,0.97
20200530-104033,INFO,140,43.47,30.45,55.36,1018.12,24.0,68.0,6.45,-12.64,2.02,0.94
20200530-104113,INFO,141,44.01,30.58,55.41,1018.08,24.0,68.0,6.58,-12.59,2.04,0.91
20200530-104152,INFO,142,44.01,30.61,54.99,1018.07,24.1,68.0,6.51,-13.01,2.06,0.84
20200530-104232,INFO,143,44.01,30.56,55.4,1018.06,24.1,67.9,6.46,-12.5,2.08,0.91
20200530-104431,INFO,144,44.01,30.56,55.07,1018.08,24.1,67.8,6.46,-12.73,2.08,0.87
20200530-104511,INFO,145,44.01,30.49,55.07,1018.05,24.1,67.9,6.39,-12.83,2.12,0.86
20200530-104550,INFO,146,44.01,30.65,55.56,1018.06,24.2,67.7,6.45,-12.14,2.07,0.95
20200530-104630,INFO,147,44.01,30.65,54.95,1018.08,24.2,67.9,6.45,-12.95,2.07,0.84
20200530-104710,INFO,148,44.01,30.76,55.3,1018.11,24.2,67.9,6.56,-12.6,2.02,0.9
20200530-104749,INFO,149,44.01,30.7,55.04,1018.09,24.2,67.8,6.5,-12.76,2.05,0.86
20200530-104909,INFO,150,44.55,30.94,54.75,1018.13,24.2,67.6,6.74,-12.85,2.02,0.79
20200530-105028,INFO,151,44.55,30.83,54.68,1018.11,24.3,67.7,6.53,-13.02,2.1,0.78
20200530-105108,INFO,152,44.55,30.94,54.56,1018.12,24.3,67.6,6.64,-13.04,2.05,0.77
20200530-105147,INFO,153,44.55,30.99,54.4,1018.09,24.3,67.6,6.69,-13.2,2.03,0.75
20200530-105227,INFO,154,44.55,30.96,53.07,1018.13,24.3,67.6,6.66,-14.53,2.04,0.59
20200530-105307,INFO,155,44.55,31.05,54.35,1018.02,24.3,67.6,6.75,-13.25,2.0,0.74
20200530-105346,INFO,156,44.01,31.16,54.46,1018.12,24.3,67.5,6.86,-13.04,1.87,0.8
20200530-105426,INFO,157,45.08,31.16,54.52,1018.14,24.3,67.7,6.86,-13.18,2.03,0.72
20200530-105506,INFO,158,44.55,30.94,54.45,1018.12,24.3,67.7,6.64,-13.25,2.05,0.75
20200530-105625,INFO,159,45.08,31.05,54.31,1018.12,24.3,67.7,6.75,-13.39,2.08,0.69
20200530-105705,INFO,160,45.08,31.09,54.27,1018.15,24.3,67.5,6.79,-13.23,2.06,0.69
20200530-105744,INFO,161,45.08,30.87,54.42,1018.12,24.3,67.4,6.57,-12.98,2.16,0.72
20200530-105824,INFO,162,45.08,31.1,55.83,1018.15,24.3,67.3,6.8,-11.47,2.06,0.94
20200530-105904,INFO,163,45.08,31.16,53.94,1018.18,24.3,67.3,6.86,-13.36,2.03,0.66
20200530-105943,INFO,164,45.08,31.18,55.02,1018.16,24.3,67.2,6.88,-12.18,2.02,0.82
20200530-110023,INFO,165,45.08,31.16,54.08,1018.12,24.3,67.2,6.86,-13.12,2.03,0.69
20200530-110103,INFO,166,45.08,31.18,54.13,1018.14,24.3,67.2,6.88,-13.07,2.02,0.69
20200530-110142,INFO,167,45.08,31.03,53.47,1018.15,24.3,67.2,6.73,-13.73,2.09,0.61
20200530-110222,INFO,168,45.08,30.94,54.23,1018.12,24.3,67.1,6.64,-12.87,2.13,0.71
20200530-110302,INFO,169,45.08,30.99,54.41,1018.13,24.3,67.2,6.69,-12.79,2.11,0.73
20200530-110341,INFO,170,44.55,30.98,53.44,1018.14,24.3,67.2,6.68,-13.76,2.03,0.65
20200530-110421,INFO,171,44.55,31.12,53.57,1018.08,24.3,67.3,6.82,-13.73,1.97,0.66
20200530-110501,INFO,172,45.08,30.85,53.87,1018.1,24.4,67.0,6.45,-13.13,2.21,0.67
20200530-110540,INFO,173,44.55,31.1,54.09,1018.13,24.3,66.8,6.8,-12.71,1.98,0.75
20200530-110620,INFO,174,44.01,30.87,54.16,1018.08,24.3,66.8,6.57,-12.64,2.0,0.8
20200530-110700,INFO,175,45.08,31.01,54.14,1018.04,24.4,66.9,6.61,-12.76,2.13,0.71
20200530-110819,INFO,176,44.55,30.98,53.94,1018.1,24.4,66.8,6.58,-12.86,2.06,0.73
20200530-110858,INFO,177,45.08,30.9,54.45,1018.02,24.3,66.8,6.6,-12.35,2.15,0.76
20200530-110938,INFO,178,45.08,30.99,54.15,1018.12,24.3,66.9,6.69,-12.75,2.11,0.71
20200530-111018,INFO,179,45.08,31.34,53.96,1018.09,24.3,67.0,7.04,-13.04,1.95,0.68
20200530-111057,INFO,180,45.08,31.09,54.2,1018.1,24.3,67.1,6.79,-12.9,2.06,0.71
20200530-111137,INFO,181,45.08,31.05,54.0,1018.09,24.3,67.2,6.75,-13.2,2.08,0.68
20200530-111217,INFO,182,45.08,31.16,53.94,1018.12,24.3,67.2,6.86,-13.26,2.03,0.67
20200530-111256,INFO,183,45.08,31.12,54.58,1018.09,24.3,67.2,6.82,-12.62,2.05,0.75
20200530-111336,INFO,184,45.08,31.19,54.23,1018.12,24.3,67.2,6.89,-12.97,2.02,0.71
20200530-111416,INFO,185,45.08,31.07,54.17,1018.09,24.3,67.2,6.77,-13.03,2.07,0.7
20200530-111455,INFO,186,45.08,31.16,54.01,1018.06,24.4,67.3,6.76,-13.29,2.06,0.67
20200530-111535,INFO,187,45.08,31.1,54.0,1018.07,24.4,67.3,6.7,-13.3,2.09,0.67
20200530-111615,INFO,188,45.08,31.09,54.21,1018.09,24.4,67.2,6.69,-12.99,2.09,0.7
20200530-111654,INFO,189,44.55,31.21,53.29,1018.08,24.4,67.3,6.81,-14.01,1.96,0.62
20200530-111734,INFO,190,45.08,31.03,54.15,1018.06,24.4,67.2,6.63,-13.05,2.12,0.7
20200530-111814,INFO,191,45.08,31.12,53.86,1018.05,24.4,67.1,6.72,-13.24,2.08,0.66
20200530-111853,INFO,192,45.08,31.16,53.14,1018.1,24.4,67.2,6.76,-14.06,2.06,0.57
20200530-111933,INFO,193,45.08,31.21,53.68,1018.08,24.4,67.0,6.81,-13.32,2.04,0.65
20200530-112052,INFO,194,45.08,31.45,53.77,1018.04,24.4,67.4,7.05,-13.63,1.93,0.64
20200530-112132,INFO,195,45.08,31.27,53.67,1018.05,24.5,67.5,6.77,-13.83,2.04,0.62
20200530-112212,INFO,196,45.08,31.16,54.11,1018.1,24.5,67.2,6.66,-13.09,2.09,0.69
20200530-112251,INFO,197,44.01,31.27,54.01,1018.13,24.5,67.2,6.77,-13.19,1.88,0.76
20200530-112331,INFO,198,45.08,31.09,54.27,1018.14,24.5,67.3,6.59,-13.03,2.12,0.71
20200530-112411,INFO,199,45.08,30.99,54.71,1018.14,24.5,67.2,6.49,-12.49,2.17,0.77
20200530-112610,INFO,200,45.08,30.99,54.34,1018.07,24.5,67.2,6.49,-12.86,2.17,0.72
20200530-112649,INFO,201,45.08,31.01,54.48,1018.08,24.5,67.1,6.51,-12.62,2.16,0.74
20200530-112729,INFO,202,45.08,31.03,54.55,1018.12,24.5,67.1,6.53,-12.55,2.15,0.75
20200530-112809,INFO,203,45.08,30.99,53.95,1018.12,24.5,67.1,6.49,-13.15,2.17,0.67
20200530-112848,INFO,204,45.08,31.1,54.51,1018.15,24.5,67.1,6.6,-12.59,2.12,0.75
20200530-112928,INFO,205,45.62,30.99,53.7,1018.09,24.5,67.1,6.49,-13.4,2.25,0.6
20200530-113008,INFO,206,45.08,31.07,53.75,1018.08,24.5,67.1,6.57,-13.35,2.13,0.65
20200530-113047,INFO,207,45.08,31.07,54.45,1018.05,24.5,67.0,6.57,-12.55,2.13,0.75
20200530-113127,INFO,208,44.55,31.12,54.57,1018.07,24.5,67.1,6.62,-12.53,2.03,0.8
20200530-113207,INFO,209,45.08,31.25,53.35,1018.08,24.5,67.1,6.75,-13.75,2.05,0.6
20200530-113406,INFO,210,45.08,31.1,54.42,1017.97,24.5,67.2,6.6,-12.78,2.12,0.73
20200530-113445,INFO,211,45.08,30.99,54.35,1017.98,24.5,67.3,6.49,-12.95,2.17,0.72
20200530-113525,INFO,212,44.55,31.1,54.54,1017.99,24.5,67.3,6.6,-12.76,2.04,0.78
20200530-113605,INFO,213,45.08,31.07,54.29,1018.0,24.5,67.3,6.57,-13.01,2.13,0.71
20200530-113644,INFO,214,45.08,31.21,54.01,1018.05,24.5,67.3,6.71,-13.29,2.07,0.67
20200530-113724,INFO,215,45.08,31.23,54.19,1018.08,24.5,67.3,6.73,-13.11,2.06,0.69
20200530-113804,INFO,216,45.08,30.98,54.0,1018.06,24.5,67.3,6.48,-13.3,2.18,0.67
20200530-113843,INFO,217,45.08,31.07,53.94,1018.02,24.5,67.2,6.57,-13.26,2.13,0.67
20200530-113923,INFO,218,45.08,31.18,53.85,1018.02,24.5,67.3,6.68,-13.45,2.08,0.65
20200530-114003,INFO,219,45.08,31.27,54.16,1018.04,24.5,67.3,6.77,-13.14,2.04,0.69
20200530-114042,INFO,220,44.55,31.1,54.18,1018.09,24.5,67.3,6.6,-13.12,2.04,0.73
20200530-114122,INFO,221,45.08,31.03,54.23,1018.15,24.5,67.3,6.53,-13.07,2.15,0.7
20200530-114201,INFO,222,45.08,30.96,54.0,1018.13,24.5,67.2,6.46,-13.2,2.19,0.68
20200530-114241,INFO,223,45.08,31.12,54.16,1018.14,24.5,67.2,6.62,-13.04,2.11,0.7
20200530-114321,INFO,224,45.08,30.94,54.09,1018.14,24.5,67.2,6.44,-13.11,2.2,0.69
20200530-114400,INFO,225,45.08,30.89,54.27,1018.15,24.5,67.2,6.39,-12.93,2.22,0.71
20200530-114440,INFO,226,45.08,31.16,54.37,1018.12,24.5,67.3,6.66,-12.93,2.09,0.72
20200530-114520,INFO,227,45.08,31.1,53.74,1018.11,24.5,67.2,6.6,-13.46,2.12,0.64
20200530-114559,INFO,228,45.08,31.14,53.55,1018.08,24.5,67.2,6.64,-13.65,2.1,0.62
20200530-114639,INFO,229,45.08,31.3,53.4,1018.11,24.5,67.2,6.8,-13.8,2.03,0.6
20200530-114719,INFO,230,45.62,31.36,54.15,1018.08,24.5,67.2,6.86,-13.05,2.08,0.65
20200530-114758,INFO,231,45.08,31.23,53.94,1018.09,24.5,67.2,6.73,-13.26,2.06,0.67
20200530-114838,INFO,232,45.08,31.1,54.3,1018.09,24.5,67.2,6.6,-12.9,2.12,0.71
20200530-114918,INFO,233,45.08,31.23,53.77,1018.06,24.5,67.2,6.73,-13.43,2.06,0.65
20200530-114957,INFO,234,45.62,31.16,53.87,1018.06,24.5,67.2,6.66,-13.33,2.17,0.62
20200530-115037,INFO,235,45.08,31.1,54.27,1018.13,24.5,67.5,6.6,-13.23,2.12,0.69
20200530-115156,INFO,236,45.08,31.09,54.98,1018.05,24.6,67.4,6.49,-12.42,2.16,0.8
20200530-115236,INFO,237,45.08,31.01,54.47,1018.14,24.6,67.2,6.41,-12.73,2.2,0.74
20200530-115316,INFO,238,45.08,31.07,54.25,1018.16,24.6,67.0,6.47,-12.75,2.17,0.72
20200530-115355,INFO,239,45.08,30.87,54.65,1018.06,24.6,66.8,6.27,-12.15,2.27,0.79
20200530-115435,INFO,240,44.55,31.25,54.18,1018.07,24.6,66.8,6.65,-12.62,2.0,0.76
20200530-115515,INFO,241,45.08,31.48,53.94,1018.08,24.6,66.8,6.88,-12.86,1.98,0.69
20200530-115554,INFO,242,45.08,31.5,53.89,1018.07,24.6,66.8,6.9,-12.91,1.97,0.68
20200530-115634,INFO,243,45.08,31.1,53.31,1018.1,24.6,66.9,6.5,-13.59,2.15,0.61
20200530-115714,INFO,244,45.08,31.18,53.07,1018.12,24.6,66.8,6.58,-13.73,2.11,0.58
20200530-115753,INFO,245,45.08,31.03,53.71,1018.1,24.6,66.8,6.43,-13.09,2.19,0.66
20200530-115833,INFO,246,45.08,31.09,54.52,1018.08,24.6,66.9,6.49,-12.38,2.16,0.76
20200530-115913,INFO,247,45.08,31.01,54.55,1018.13,24.6,67.0,6.41,-12.45,2.2,0.76
20200530-115952,INFO,248,44.55,30.9,54.5,1018.08,24.5,67.0,6.4,-12.5,2.13,0.8
20200530-120032,INFO,249,45.62,31.03,54.65,1018.12,24.5,67.0,6.53,-12.35,2.23,0.73
20200530-120112,INFO,250,45.08,30.96,54.6,1018.1,24.5,67.1,6.46,-12.5,2.19,0.76
20200530-120151,INFO,251,45.08,30.94,54.67,1018.11,24.5,67.1,6.44,-12.43,2.2,0.77
