20200528-100449,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200528-112807,INFO,110,45.08,30.9,54.28,1026.85,24.8,66.4,6.1,-12.12,2.32,0.76
20200528-112846,INFO,111,44.55,31.07,54.23,1026.84,24.8,66.5,6.27,-12.27,2.15,0.79
20200528-112926,INFO,112,45.08,31.16,54.64,1026.8,24.8,66.5,6.36,-11.86,2.19,0.81
20200528-113045,INFO,113,45.08,31.56,53.88,1026.86,24.8,66.4,6.76,-12.52,2.0,0.7
20200528-113125,INFO,114,45.08,31.54,53.86,1026.83,24.8,66.4,6.74,-12.54,2.01,0.7
20200528-113204,INFO,115,45.08,31.43,53.7,1026.81,24.8,66.5,6.63,-12.8,2.06,0.67
20200528-113244,INFO,116,45.62,31.45,53.78,1026.82,24.8,66.5,6.65,-12.72,2.13,0.64
20200528-113324,INFO,117,45.08,31.72,53.37,1026.81,24.8,66.5,6.92,-13.13,1.93,0.63
20200528-113403,INFO,118,45.62,31.65,53.4,1026.79,24.8,66.5,6.85,-13.1,2.04,0.59
20200528-113443,INFO,119,45.08,31.59,53.21,1026.81,24.7,66.4,6.89,-13.19,1.96,0.62
20200528-113523,INFO,120,45.08,31.78,52.98,1026.88,24.7,66.4,7.08,-13.42,1.88,0.59
20200528-113602,INFO,121,45.08,31.72,52.87,1026.91,24.8,66.3,6.92,-13.43,1.93,0.58
20200528-113642,INFO,122,45.62,31.56,53.16,1026.83,24.8,66.4,6.76,-13.24,2.08,0.57
20200528-113722,INFO,123,45.08,31.27,53.82,1026.9,24.8,66.3,6.47,-12.48,2.13,0.7
20200528-113801,INFO,124,45.08,31.27,53.94,1026.86,24.8,66.4,6.47,-12.46,2.13,0.71
20200528-113841,INFO,125,45.08,31.21,54.01,1026.87,24.8,66.3,6.41,-12.29,2.16,0.73
20200528-113921,INFO,126,45.08,31.21,53.96,1026.89,24.9,66.2,6.31,-12.24,2.2,0.73
20200528-114000,INFO,127,45.08,31.12,54.41,1026.9,24.8,66.1,6.32,-11.69,2.21,0.8
20200528-114040,INFO,128,45.08,31.03,54.28,1026.9,24.9,66.2,6.13,-11.92,2.29,0.77
20200528-114120,INFO,129,45.08,31.34,53.88,1026.91,24.9,66.0,6.44,-12.12,2.13,0.73
20200528-114159,INFO,130,45.62,31.25,54.33,1026.91,24.9,66.0,6.35,-11.67,2.26,0.75
20200528-114239,INFO,131,45.08,31.07,53.73,1026.93,24.9,66.0,6.17,-12.27,2.27,0.7
20200528-114319,INFO,132,45.08,31.1,54.55,1026.87,24.9,66.0,6.2,-11.45,2.25,0.83
20200528-114358,INFO,133,45.08,31.01,54.86,1026.88,24.9,66.0,6.11,-11.14,2.3,0.88
20200528-114438,INFO,134,45.08,31.05,54.54,1026.91,24.9,66.0,6.15,-11.46,2.28,0.83
20200528-114518,INFO,135,45.08,31.19,54.46,1026.86,24.9,66.0,6.29,-11.54,2.21,0.81
20200528-114557,INFO,136,44.55,31.25,53.94,1026.9,24.9,66.0,6.35,-12.06,2.09,0.78
20200528-114637,INFO,137,45.08,31.43,53.75,1026.89,24.9,66.0,6.53,-12.25,2.09,0.71
20200528-114717,INFO,138,45.08,31.29,54.08,1026.92,24.9,65.9,6.39,-11.82,2.16,0.76
20200528-114756,INFO,139,45.08,31.32,54.09,1026.93,25.0,65.9,6.32,-11.81,2.18,0.76
20200528-114836,INFO,140,45.08,31.36,54.11,1026.88,24.9,65.8,6.46,-11.69,2.12,0.77
20200528-114916,INFO,141,45.08,31.25,54.0,1026.94,24.9,65.8,6.35,-11.8,2.18,0.76
20200528-114955,INFO,142,45.08,31.52,53.88,1026.9,25.0,65.9,6.52,-12.02,2.08,0.73
20200528-115115,INFO,143,45.08,31.27,54.59,1026.84,25.0,66.1,6.27,-11.51,2.2,0.83
20200528-115314,INFO,144,45.08,31.27,54.61,1026.87,25.0,66.1,6.27,-11.49,2.2,0.83
20200528-115353,INFO,145,45.08,31.38,54.18,1026.88,25.0,65.9,6.38,-11.72,2.15,0.78
20200528-115433,INFO,146,45.08,31.3,54.3,1026.88,25.0,66.0,6.3,-11.7,2.19,0.79
20200528-115513,INFO,147,45.08,31.16,54.98,1026.87,25.0,66.1,6.16,-11.12,2.26,0.89
20200528-115552,INFO,148,45.08,31.19,55.19,1026.8,25.0,66.1,6.19,-10.91,2.24,0.93
20200528-115632,INFO,149,45.08,31.05,54.7,1026.83,25.0,66.1,6.05,-11.4,2.32,0.84
20200528-115712,INFO,150,45.08,31.03,55.03,1026.84,25.0,66.1,6.03,-11.07,2.33,0.9
20200528-115831,INFO,151,45.08,31.19,54.25,1026.82,24.9,66.1,6.29,-11.85,2.21,0.77
20200528-120030,INFO,152,45.08,31.27,54.22,1026.81,24.9,66.2,6.37,-11.98,2.17,0.76
20200528-120110,INFO,153,45.08,31.32,53.59,1026.81,24.9,66.2,6.42,-12.61,2.14,0.67
20200528-120149,INFO,154,45.08,31.5,54.09,1026.8,24.9,66.2,6.6,-12.11,2.06,0.74
20200528-120308,INFO,155,45.62,31.61,53.49,1026.76,24.9,66.2,6.71,-12.71,2.09,0.62
20200528-120348,INFO,156,45.08,31.68,53.91,1026.74,24.9,66.3,6.78,-12.39,1.98,0.71
20200528-120428,INFO,157,45.08,31.56,53.51,1026.8,24.9,66.2,6.66,-12.69,2.03,0.66
20200528-120507,INFO,158,45.08,31.48,53.31,1026.72,24.9,66.2,6.58,-12.89,2.07,0.64
20200528-120547,INFO,159,45.08,31.74,53.41,1026.75,24.9,66.3,6.84,-12.89,1.95,0.65
20200528-120627,INFO,160,45.62,31.65,53.19,1026.76,24.9,66.2,6.75,-13.01,2.07,0.58
20200528-120706,INFO,161,45.08,31.63,53.22,1026.76,24.9,66.2,6.73,-12.98,2.0,0.63
20200528-120826,INFO,162,45.08,31.63,53.52,1026.75,24.9,66.2,6.73,-12.68,2.0,0.67
20200528-120905,INFO,163,45.08,31.47,53.12,1026.74,24.8,66.1,6.67,-12.98,2.04,0.62
20200528-120945,INFO,164,45.08,31.68,53.76,1026.72,24.9,66.4,6.78,-12.64,1.98,0.69
20200528-121025,INFO,165,45.62,31.56,53.43,1026.71,24.8,66.2,6.76,-12.77,2.08,0.61
20200528-121104,INFO,166,45.62,31.58,53.53,1026.73,24.9,66.2,6.68,-12.67,2.1,0.62
20200528-121144,INFO,167,45.62,31.36,53.86,1026.74,24.9,66.2,6.46,-12.34,2.21,0.67
20200528-121224,INFO,168,45.08,31.47,56.73,1026.73,24.9,66.2,6.57,-9.47,2.07,1.23
20200528-121303,INFO,169,45.08,31.5,53.88,1026.74,24.9,66.0,6.6,-12.12,2.06,0.73
20200528-121423,INFO,170,45.62,31.58,53.6,1026.71,24.9,66.1,6.68,-12.5,2.1,0.64
20200528-121502,INFO,171,45.62,31.58,53.85,1026.76,24.9,66.2,6.68,-12.35,2.1,0.67
20200528-121542,INFO,172,45.62,31.21,53.75,1026.72,24.9,66.2,6.31,-12.45,2.28,0.65
20200528-121622,INFO,173,45.08,31.41,53.91,1026.73,24.9,66.1,6.51,-12.19,2.1,0.72
20200528-121701,INFO,174,45.08,31.65,53.67,1026.73,25.0,66.2,6.65,-12.53,2.02,0.69
20200528-121741,INFO,175,45.08,31.59,53.15,1026.73,25.0,66.2,6.59,-13.05,2.05,0.62
20200528-121821,INFO,176,45.62,31.56,53.46,1026.71,25.0,66.2,6.56,-12.74,2.14,0.62
20200528-121900,INFO,177,45.08,31.58,53.48,1026.76,25.0,66.2,6.58,-12.72,2.05,0.66
20200528-121940,INFO,178,45.08,31.76,53.19,1026.74,25.0,66.1,6.76,-12.91,1.97,0.63
20200528-122020,INFO,179,45.08,31.61,53.45,1026.72,25.0,66.1,6.61,-12.65,2.04,0.66
20200528-122059,INFO,180,45.62,31.61,53.2,1026.76,25.0,66.1,6.61,-12.9,2.12,0.59
20200528-122139,INFO,181,45.08,31.79,53.2,1026.77,25.0,66.0,6.79,-12.8,1.96,0.63
20200528-122219,INFO,182,45.08,31.63,55.19,1026.76,25.0,66.0,6.63,-10.81,2.03,0.94
20200528-122258,INFO,183,45.08,31.78,53.68,1026.75,25.0,66.1,6.78,-12.42,1.96,0.69
20200528-122338,INFO,184,45.08,31.54,53.23,1026.75,25.0,66.0,6.54,-12.77,2.07,0.64
20200528-122418,INFO,185,45.08,31.58,53.65,1026.72,25.0,66.0,6.58,-12.35,2.05,0.69
20200528-122457,INFO,186,45.62,31.67,53.55,1026.74,25.0,66.1,6.67,-12.55,2.09,0.63
20200528-122537,INFO,187,45.62,31.63,53.29,1026.72,25.0,66.0,6.63,-12.71,2.11,0.6
20200528-122617,INFO,188,45.08,31.58,53.49,1026.71,25.1,66.0,6.48,-12.51,2.08,0.67
20200528-122656,INFO,189,45.08,31.78,53.57,1026.7,25.1,66.0,6.68,-12.43,1.99,0.68
20200528-122736,INFO,190,45.08,31.85,53.25,1026.65,25.1,65.9,6.75,-12.65,1.96,0.65
20200528-122816,INFO,191,45.62,31.9,53.3,1026.7,25.1,66.0,6.8,-12.7,2.02,0.6
20200528-122855,INFO,192,45.62,31.79,53.08,1026.67,25.1,65.9,6.69,-12.82,2.07,0.58
20200528-122935,INFO,193,45.62,31.59,53.33,1026.67,25.1,65.9,6.49,-12.57,2.16,0.61
20200528-123015,INFO,194,45.08,31.85,53.32,1026.63,25.1,66.0,6.75,-12.68,1.96,0.65
20200528-123054,INFO,195,45.62,31.61,53.52,1026.62,25.1,66.0,6.51,-12.48,2.15,0.63
20200528-123134,INFO,196,45.62,31.76,53.06,1026.61,25.1,66.0,6.66,-12.94,2.08,0.57
20200528-123213,INFO,197,45.62,31.87,53.15,1026.57,25.1,66.0,6.77,-12.85,2.03,0.59
20200528-123253,INFO,198,45.62,31.72,53.08,1026.62,25.1,66.0,6.62,-12.92,2.1,0.58
20200528-123333,INFO,199,45.62,31.68,53.63,1026.61,25.1,66.0,6.58,-12.37,2.12,0.65
20200528-123412,INFO,200,45.08,31.9,53.13,1026.57,25.1,66.0,6.8,-12.87,1.94,0.63
20200528-123452,INFO,201,45.62,31.72,54.69,1026.6,25.1,66.0,6.62,-11.31,2.1,0.8
20200528-123532,INFO,202,45.08,31.74,53.75,1026.6,25.1,66.0,6.64,-12.25,2.01,0.71
20200528-123611,INFO,203,45.08,31.79,53.25,1026.57,25.1,66.0,6.69,-12.75,1.99,0.64
20200528-123651,INFO,204,45.08,31.85,53.37,1026.59,25.1,65.9,6.75,-12.53,1.96,0.66
20200528-123850,INFO,205,45.08,31.68,53.31,1026.59,25.1,65.7,6.58,-12.39,2.04,0.66
20200528-123930,INFO,206,45.62,31.65,53.4,1026.63,25.1,65.8,6.55,-12.4,2.13,0.63
20200528-124049,INFO,207,45.62,31.87,53.14,1026.6,25.2,65.9,6.67,-12.76,2.06,0.59
20200528-124129,INFO,208,45.62,31.87,53.15,1026.57,25.1,65.8,6.77,-12.65,2.03,0.6
20200528-124328,INFO,209,45.08,31.79,52.98,1026.58,25.1,65.7,6.69,-12.72,1.99,0.62
20200528-124407,INFO,210,46.16,31.72,53.55,1026.62,25.1,65.8,6.62,-12.25,2.18,0.6
20200528-124447,INFO,211,45.62,31.87,52.86,1026.51,25.1,65.8,6.77,-12.94,2.03,0.56
20200528-124527,INFO,212,45.08,31.98,53.38,1026.5,25.2,65.9,6.78,-12.52,1.93,0.66
20200528-124606,INFO,213,45.08,31.98,53.22,1026.5,25.1,65.9,6.88,-12.68,1.9,0.64
20200528-124646,INFO,214,45.08,31.87,53.84,1026.54,25.1,65.8,6.77,-11.96,1.95,0.73
20200528-124726,INFO,215,46.16,31.79,52.95,1026.51,25.1,65.8,6.69,-12.85,2.15,0.53
20200528-124805,INFO,216,45.62,31.88,53.13,1026.53,25.1,65.8,6.78,-12.67,2.03,0.59
20200528-124845,INFO,217,45.62,31.87,53.33,1026.54,25.2,65.9,6.67,-12.57,2.06,0.61
20200528-124925,INFO,218,45.62,31.81,53.09,1026.52,25.2,65.8,6.61,-12.71,2.09,0.59
20200528-125004,INFO,219,45.08,31.98,52.32,1026.49,25.2,65.8,6.78,-13.48,1.93,0.54
20200528-125044,INFO,220,45.08,31.76,53.01,1026.52,25.2,65.8,6.56,-12.79,2.03,0.62
20200528-125124,INFO,221,45.08,32.05,53.04,1026.49,25.2,65.8,6.85,-12.76,1.9,0.62
20200528-125203,INFO,222,45.62,31.81,53.18,1026.51,25.2,65.9,6.61,-12.72,2.09,0.59
20200528-125243,INFO,223,45.62,31.79,53.32,1026.48,25.2,65.9,6.59,-12.58,2.1,0.61
20200528-125323,INFO,224,46.16,31.79,53.08,1026.5,25.2,65.9,6.59,-12.82,2.18,0.54
20200528-125402,INFO,225,45.62,31.85,52.76,1026.52,25.2,65.8,6.65,-13.04,2.07,0.55
20200528-125442,INFO,226,45.62,31.68,52.16,1026.53,25.2,65.8,6.48,-13.64,2.15,0.48
20200528-125522,INFO,227,46.16,31.99,53.13,1026.51,25.2,65.7,6.79,-12.57,2.09,0.55
20200528-125601,INFO,228,45.62,31.81,53.01,1026.52,25.2,65.8,6.61,-12.79,2.09,0.58
20200528-125641,INFO,229,45.08,32.12,53.45,1026.46,12.6,3309.7,19.52,-3256.25,0.66,0.0
20200528-125721,INFO,230,45.62,31.88,52.83,1026.47,25.1,65.7,6.78,-12.87,2.03,0.56
20200528-125800,INFO,231,46.16,31.96,51.95,1026.46,25.2,65.8,6.76,-13.85,2.1,0.42
20200528-125840,INFO,232,46.16,32.05,52.92,1026.5,25.2,65.8,6.85,-12.88,2.06,0.52
20200528-125920,INFO,233,45.62,32.03,52.58,1026.45,25.2,65.8,6.83,-13.22,1.99,0.53
20200528-130039,INFO,234,45.08,31.85,52.84,1026.48,25.2,65.8,6.65,-12.96,1.99,0.6
20200528-130118,INFO,235,45.62,31.83,53.95,1026.45,25.2,65.8,6.63,-11.85,2.08,0.7
20200528-130158,INFO,236,45.62,31.85,52.91,1026.43,25.2,65.8,6.65,-12.89,2.07,0.57
20200528-130238,INFO,237,45.08,31.78,53.5,1026.41,25.2,65.8,6.58,-12.3,2.02,0.68
20200528-130317,INFO,238,45.62,31.83,53.23,1026.43,25.2,65.9,6.63,-12.67,2.08,0.6
20200528-130357,INFO,239,46.16,31.88,53.1,1026.42,25.2,65.9,6.68,-12.8,2.14,0.54
20200528-130437,INFO,240,45.08,31.78,53.35,1026.4,25.2,65.8,6.58,-12.45,2.02,0.66
20200528-130516,INFO,241,45.08,31.47,53.33,1026.44,25.2,65.8,6.27,-12.47,2.17,0.66
20200528-130556,INFO,242,45.08,31.9,56.01,1026.4,25.2,65.8,6.7,-9.79,1.97,1.12
20200528-130636,INFO,243,45.62,31.87,53.05,1026.37,25.2,65.9,6.67,-12.85,2.06,0.58
20200528-130715,INFO,244,45.62,31.94,52.96,1026.29,25.2,65.8,6.74,-12.84,2.03,0.57
20200528-130755,INFO,245,45.62,31.9,53.3,1026.33,25.2,65.8,6.7,-12.5,2.05,0.61
20200528-130835,INFO,246,46.16,31.79,53.24,1026.31,25.2,65.9,6.59,-12.66,2.18,0.56
20200528-130954,INFO,247,45.62,31.74,53.0,1026.27,25.2,65.9,6.54,-12.9,2.12,0.57
20200528-131034,INFO,248,45.62,31.74,53.43,1026.31,25.1,65.9,6.64,-12.47,2.09,0.63
20200528-131113,INFO,249,45.62,31.76,53.73,1026.3,25.1,65.9,6.66,-12.17,2.08,0.67
20200528-131233,INFO,250,45.08,31.43,53.96,1026.25,25.1,66.0,6.33,-12.04,2.16,0.74
20200528-131312,INFO,251,45.08,31.41,54.2,1026.22,25.1,66.0,6.31,-11.8,2.17,0.77
