20200525-095548,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200525-103647,INFO,53,44.55,30.27,62.45,1028.91,25.3,71.7,4.97,-9.25,2.87,1.94
20200525-103727,INFO,54,44.55,30.18,61.72,1028.88,25.3,71.7,4.88,-9.98,2.94,1.72
20200525-103806,INFO,55,44.01,30.14,61.6,1028.92,25.3,71.5,4.84,-9.90,2.87,1.78
20200525-103846,INFO,56,44.01,30.14,61.61,1028.93,25.3,71.6,4.84,-9.99,2.87,1.76
20200525-103926,INFO,57,44.01,30.18,61.8,1028.97,25.3,71.7,4.88,-9.90,2.83,1.80
20200525-104005,INFO,58,45.08,30.36,61.46,1028.98,25.3,71.5,5.06,-10.04,2.91,1.63
20200525-104045,INFO,59,44.01,30.38,60.58,1028.95,25.3,71.4,5.08,-10.82,2.68,1.53
20200525-104125,INFO,60,44.55,30.3,59.81,1028.97,25.3,70.3,5.00,-10.49,2.85,1.45
20200525-104204,INFO,61,44.55,30.16,58.94,1028.94,25.2,68.5,4.96,-9.56,2.90,1.51
20200525-104324,INFO,62,44.55,30.11,57.4,1028.93,25.1,66.6,5.01,-9.20,2.88,1.40
20200525-104403,INFO,63,45.08,30.34,56.4,1028.92,25.0,66.1,5.34,-9.70,2.76,1.17
20200525-104523,INFO,64,45.08,30.32,55.97,1028.92,24.9,65.3,5.42,-9.33,2.72,1.17
20200525-104602,INFO,65,44.55,30.07,55.04,1028.93,24.8,65.5,5.27,-10.46,2.75,1.00
20200525-104642,INFO,66,44.55,29.98,55.6,1028.94,24.8,65.5,5.18,-9.90,2.81,1.12
20200525-104722,INFO,67,44.55,30.01,55.62,1028.95,24.7,65.6,5.31,-9.98,2.74,1.11
20200525-104801,INFO,68,45.08,30.41,55.31,1028.93,24.7,65.5,5.71,-10.19,2.57,1.00
20200525-104841,INFO,69,44.55,30.45,54.93,1028.97,24.6,65.2,5.85,-10.27,2.41,1.01
20200525-104921,INFO,70,44.01,30.4,54.58,1028.94,24.6,64.9,5.80,-10.32,2.35,1.02
20200525-105000,INFO,71,44.55,30.01,54.87,1028.93,24.6,65.1,5.41,-10.23,2.69,1.01
20200525-105119,INFO,72,45.08,30.12,55.1,1028.91,24.6,65.7,5.52,-10.60,2.71,0.95
20200525-105159,INFO,73,45.08,30.58,54.86,1028.91,24.6,66.0,5.98,-11.14,2.42,0.88
20200525-105239,INFO,74,45.08,30.92,54.65,1028.9,24.6,66.4,6.32,-11.75,2.24,0.81
20200525-105318,INFO,75,45.08,30.43,54.98,1028.91,24.6,66.3,5.83,-11.32,2.51,0.87
20200525-105358,INFO,76,45.08,30.21,55.25,1028.92,24.6,66.4,5.61,-11.15,2.65,0.91
20200525-105517,INFO,77,44.55,30.36,55.78,1028.95,24.6,66.8,5.76,-11.02,2.46,1.02
20200525-105637,INFO,78,44.55,30.14,55.71,1028.96,24.6,67.0,5.54,-11.29,2.60,0.99
20200525-105716,INFO,79,44.55,30.4,55.94,1028.93,24.6,67.0,5.80,-11.06,2.44,1.03
20200525-105756,INFO,80,45.08,30.38,54.8,1028.9,24.6,67.1,5.78,-12.30,2.54,0.79
20200525-105836,INFO,81,44.55,30.38,55.3,1028.92,24.6,66.6,5.78,-11.30,2.45,0.95
20200525-105915,INFO,82,45.08,30.4,55.35,1028.94,24.6,66.3,5.80,-10.95,2.53,0.94
20200525-105955,INFO,83,45.08,30.36,55.06,1028.93,24.6,66.6,5.76,-11.54,2.56,0.86
20200525-110035,INFO,84,45.08,30.56,54.89,1028.93,24.6,66.3,5.96,-11.41,2.44,0.86
20200525-110114,INFO,85,45.08,30.74,55.23,1028.91,24.6,66.2,6.14,-10.97,2.34,0.93
20200525-110154,INFO,86,45.08,30.5,53.61,1028.92,24.6,66.4,5.90,-12.79,2.47,0.67
20200525-110234,INFO,87,45.08,30.29,55.07,1028.92,24.5,65.9,5.79,-10.83,2.55,0.92
20200525-110313,INFO,88,45.08,30.52,55.11,1028.95,24.5,66.0,6.02,-10.89,2.42,0.92
20200525-110353,INFO,89,45.08,30.41,54.74,1028.88,24.5,66.4,5.91,-11.66,2.48,0.83
20200525-110433,INFO,90,45.08,30.41,54.85,1028.88,24.5,66.6,5.91,-11.75,2.48,0.83
20200525-110512,INFO,91,45.08,30.43,54.97,1028.89,24.5,66.8,5.93,-11.83,2.47,0.84
20200525-110552,INFO,92,45.08,30.27,55.07,1028.9,24.5,66.7,5.77,-11.63,2.57,0.86
20200525-110632,INFO,93,44.55,30.21,55.1,1028.95,24.5,66.5,5.71,-11.40,2.51,0.93
20200525-110711,INFO,94,44.55,30.4,55.24,1028.92,24.5,66.6,5.90,-11.36,2.40,0.94
20200525-110751,INFO,95,45.08,30.38,55.17,1028.92,24.5,67.0,5.88,-11.83,2.50,0.85
20200525-110831,INFO,96,45.08,30.23,55.47,1028.92,24.5,67.1,5.73,-11.63,2.59,0.89
20200525-110910,INFO,97,45.08,30.49,55.13,1028.9,24.4,67.0,6.09,-11.87,2.40,0.85
20200525-110950,INFO,98,45.08,30.43,55.34,1028.92,24.5,67.3,5.93,-11.96,2.47,0.86
20200525-111030,INFO,99,44.55,30.36,55.41,1028.95,24.5,67.3,5.86,-11.89,2.42,0.91
20200525-111109,INFO,100,45.08,30.4,55.44,1028.9,24.5,67.4,5.90,-11.96,2.49,0.87
20200525-111149,INFO,101,44.55,30.81,55.28,1028.9,24.5,67.4,6.31,-12.12,2.18,0.89
20200525-111229,INFO,102,45.08,30.69,55.15,1028.93,24.6,67.4,6.09,-12.25,2.36,0.82
20200525-111348,INFO,103,45.08,30.99,54.41,1028.93,24.6,67.2,6.39,-12.79,2.21,0.73
20200525-111428,INFO,104,45.08,31.32,54.15,1028.93,24.7,67.2,6.62,-13.05,2.08,0.70
20200525-111507,INFO,105,45.08,31.41,54.13,1028.91,24.7,67.2,6.71,-13.07,2.04,0.69
20200525-111547,INFO,106,45.08,31.63,53.57,1028.91,24.8,67.2,6.83,-13.63,1.97,0.62
20200525-111627,INFO,107,45.08,31.63,53.6,1028.9,24.8,67.2,6.83,-13.60,1.97,0.63
20200525-111706,INFO,108,45.08,31.52,53.75,1028.91,24.9,67.2,6.62,-13.45,2.05,0.64
20200525-111746,INFO,109,45.08,31.43,54.37,1028.89,24.9,67.2,6.53,-12.83,2.09,0.72
20200525-111826,INFO,110,45.08,31.43,54.63,1028.87,24.9,67.2,6.53,-12.57,2.09,0.76
20200525-111905,INFO,111,45.08,31.5,54.27,1028.89,24.9,67.1,6.60,-12.83,2.06,0.72
20200525-111945,INFO,112,45.08,31.39,54.85,1028.9,25.0,67.3,6.39,-12.45,2.14,0.78
20200525-112025,INFO,113,45.62,31.41,54.25,1028.89,25.0,67.1,6.41,-12.85,2.22,0.67
20200525-112104,INFO,114,45.08,31.43,54.41,1028.89,25.0,67.0,6.43,-12.59,2.12,0.74
20200525-112144,INFO,115,45.08,31.29,54.5,1028.92,25.0,67.2,6.29,-12.70,2.19,0.74
20200525-112422,INFO,116,45.08,31.14,54.92,1028.87,25.1,67.4,6.04,-12.48,2.31,0.79
20200525-112502,INFO,117,44.55,31.05,55.02,1028.87,25.1,67.3,5.95,-12.28,2.27,0.85
20200525-112542,INFO,118,45.08,31.25,55.72,1028.83,25.1,67.3,6.15,-11.58,2.25,0.92
20200525-112621,INFO,119,45.08,31.18,55.48,1028.85,25.1,67.3,6.08,-11.82,2.29,0.88
20200525-112701,INFO,120,45.08,30.98,55.18,1028.86,25.1,67.4,5.88,-12.22,2.40,0.83
20200525-112741,INFO,121,45.08,30.99,55.84,1028.87,25.1,67.4,5.89,-11.56,2.39,0.93
20200525-112820,INFO,122,45.08,30.96,55.92,1028.83,25.1,67.4,5.86,-11.48,2.41,0.94
20200525-112900,INFO,123,45.08,31.05,55.22,1028.81,25.1,67.5,5.95,-12.28,2.36,0.83
20200525-112940,INFO,124,45.08,31.05,56.23,1028.82,25.2,67.5,5.85,-11.27,2.40,0.99
20200525-113019,INFO,125,45.08,30.99,55.89,1028.79,25.1,67.4,5.89,-11.51,2.39,0.94
20200525-113059,INFO,126,45.08,30.87,55.8,1028.76,25.2,67.5,5.67,-11.70,2.51,0.92
20200525-113218,INFO,127,45.62,31.14,55.03,1028.75,25.2,67.4,5.94,-12.37,2.44,0.76
20200525-113258,INFO,128,45.08,31.21,55.53,1028.75,25.2,67.4,6.01,-11.87,2.31,0.88
20200525-113338,INFO,129,45.08,31.36,55.24,1028.75,25.2,67.5,6.16,-12.26,2.23,0.83
20200525-113417,INFO,130,45.08,31.38,55.3,1028.76,25.2,67.5,6.18,-12.20,2.22,0.84
20200525-113457,INFO,131,45.08,31.47,55.35,1028.75,25.2,67.3,6.27,-11.95,2.17,0.86
20200525-113537,INFO,132,45.62,31.29,55.43,1028.76,25.3,67.5,5.99,-12.07,2.39,0.81
20200525-113656,INFO,133,45.08,31.43,55.51,1028.72,25.3,67.4,6.13,-11.89,2.23,0.88
20200525-113736,INFO,134,45.08,31.36,55.13,1028.72,25.3,67.4,6.06,-12.27,2.26,0.82
20200525-113815,INFO,135,45.08,31.34,54.25,1028.7,25.3,67.3,6.04,-13.05,2.27,0.70
20200525-113855,INFO,136,45.08,31.39,55.36,1028.65,25.3,67.4,6.09,-12.04,2.25,0.85
20200525-113935,INFO,137,45.08,31.36,55.52,1028.67,25.3,67.4,6.06,-11.88,2.26,0.88
20200525-114014,INFO,138,45.08,31.54,54.97,1028.65,25.3,67.4,6.24,-12.43,2.17,0.80
20200525-114054,INFO,139,45.08,31.48,55.26,1028.64,25.3,67.4,6.18,-12.14,2.20,0.84
20200525-114134,INFO,140,45.08,31.5,55.06,1028.67,25.3,67.5,6.20,-12.44,2.19,0.80
20200525-114213,INFO,141,45.62,31.52,55.13,1028.67,25.3,67.4,6.22,-12.27,2.27,0.78
20200525-114253,INFO,142,45.08,31.52,55.0,1028.65,25.3,67.4,6.22,-12.40,2.18,0.80
20200525-114333,INFO,143,45.08,31.38,55.78,1028.64,25.3,67.3,6.08,-11.52,2.25,0.93
20200525-114412,INFO,144,45.08,31.56,55.19,1028.67,25.3,67.4,6.26,-12.21,2.16,0.83
20200525-114532,INFO,145,45.08,31.45,54.62,1028.67,25.4,67.4,6.05,-12.78,2.25,0.75
20200525-114651,INFO,146,45.08,31.47,55.03,1028.71,25.4,67.4,6.07,-12.37,2.24,0.80
20200525-114731,INFO,147,45.62,31.61,54.84,1028.7,25.4,67.5,6.21,-12.66,2.26,0.73
20200525-114810,INFO,148,45.08,31.61,55.13,1028.71,25.4,67.5,6.21,-12.37,2.17,0.81
20200525-114850,INFO,149,45.08,31.43,55.2,1028.72,25.4,67.5,6.03,-12.30,2.26,0.82
20200525-114930,INFO,150,45.08,31.34,55.52,1028.67,25.4,67.5,5.94,-11.98,2.31,0.87
20200525-115009,INFO,151,45.08,31.41,55.03,1028.7,25.4,67.5,6.01,-12.47,2.27,0.80
20200525-115049,INFO,152,45.62,31.5,55.57,1028.69,25.4,67.5,6.10,-11.93,2.31,0.83
20200525-115129,INFO,153,45.08,31.45,54.82,1028.73,25.4,67.5,6.05,-12.68,2.25,0.77
20200525-115208,INFO,154,45.08,31.52,53.3,1028.72,25.4,67.5,6.12,-14.20,2.22,0.58
20200525-115248,INFO,155,45.08,31.39,55.63,1028.71,25.4,67.6,5.99,-11.97,2.29,0.88
20200525-115328,INFO,156,45.62,31.43,55.57,1028.72,25.4,67.6,6.03,-12.03,2.35,0.83
20200525-115447,INFO,157,45.08,31.59,55.38,1028.74,25.4,67.6,6.19,-12.22,2.18,0.84
20200525-115527,INFO,158,45.62,31.43,55.41,1028.75,25.4,67.6,6.03,-12.19,2.35,0.80
20200525-115606,INFO,159,45.08,31.72,55.21,1028.73,25.4,67.6,6.32,-12.39,2.11,0.82
20200525-115646,INFO,160,45.08,31.43,55.47,1028.74,25.4,67.6,6.03,-12.13,2.26,0.86
20200525-115726,INFO,161,45.62,31.39,55.43,1028.73,25.4,67.6,5.99,-12.17,2.38,0.81
20200525-115805,INFO,162,45.08,31.5,55.62,1028.74,25.5,67.8,6.00,-12.18,2.26,0.87
20200525-115845,INFO,163,45.08,31.34,55.54,1028.75,25.5,67.7,5.84,-12.16,2.35,0.86
20200525-120004,INFO,164,45.08,31.29,55.71,1028.73,25.5,67.8,5.79,-12.09,2.38,0.88
20200525-120123,INFO,165,45.62,31.25,55.17,1028.72,25.5,67.8,5.75,-12.63,2.50,0.76
20200525-120203,INFO,166,45.08,31.18,56.04,1028.71,25.5,67.8,5.68,-11.76,2.45,0.93
20200525-120243,INFO,167,45.62,31.19,56.11,1028.71,25.5,67.9,5.69,-11.79,2.54,0.89
20200525-120322,INFO,168,45.08,31.25,56.0,1028.74,25.5,67.8,5.75,-11.80,2.41,0.93
20200525-120402,INFO,169,45.08,31.19,55.98,1028.7,25.5,67.8,5.69,-11.82,2.44,0.92
20200525-120442,INFO,170,45.62,31.14,56.28,1028.71,25.5,67.9,5.64,-11.62,2.57,0.92
20200525-120521,INFO,171,45.08,31.19,56.34,1028.7,25.5,68.0,5.69,-11.66,2.44,0.97
20200525-120601,INFO,172,45.08,31.1,56.83,1028.66,25.5,67.8,5.60,-10.97,2.50,1.07
20200525-120641,INFO,173,45.62,31.12,56.52,1028.69,25.5,67.9,5.62,-11.38,2.58,0.96
20200525-120720,INFO,174,45.08,30.99,56.83,1028.7,25.4,67.9,5.59,-11.07,2.52,1.06
20200525-120800,INFO,175,45.62,31.3,56.72,1028.7,25.4,68.2,5.90,-11.48,2.43,0.97
20200525-120840,INFO,176,45.08,31.34,56.25,1028.7,25.5,68.0,5.84,-11.75,2.35,0.95
20200525-120919,INFO,177,45.08,31.29,55.78,1028.69,25.5,67.9,5.79,-12.12,2.38,0.88
20200525-120959,INFO,178,45.08,31.1,56.89,1028.7,25.4,67.9,5.70,-11.01,2.45,1.07
20200525-121039,INFO,179,45.08,31.12,56.44,1028.66,25.4,68.0,5.72,-11.56,2.44,0.98
20200525-121118,INFO,180,45.62,30.92,56.89,1028.62,25.4,68.1,5.52,-11.21,2.66,1.01
20200525-121158,INFO,181,45.08,31.09,56.58,1028.67,25.4,68.2,5.69,-11.62,2.46,0.99
20200525-121238,INFO,182,45.08,31.18,55.5,1028.65,25.3,68.1,5.88,-12.60,2.36,0.83
20200525-121317,INFO,183,45.08,31.14,56.52,1028.65,25.4,68.3,5.74,-11.78,2.43,0.97
20200525-121357,INFO,184,45.08,31.21,55.98,1028.64,25.4,68.4,5.81,-12.42,2.39,0.88
20200525-121437,INFO,185,45.08,31.34,56.31,1028.63,25.4,68.5,5.94,-12.19,2.31,0.92
20200525-121516,INFO,186,45.62,31.12,56.4,1028.61,25.3,68.5,5.82,-12.10,2.49,0.89
20200525-121556,INFO,187,45.08,31.16,56.38,1028.59,25.3,68.5,5.86,-12.12,2.38,0.93
20200525-121636,INFO,188,45.62,31.32,56.32,1028.61,25.3,68.5,6.02,-12.18,2.38,0.88
20200525-121715,INFO,189,45.08,31.54,56.37,1028.61,25.3,68.5,6.24,-12.13,2.17,0.93
20200525-121755,INFO,190,45.08,31.3,56.14,1028.61,25.3,68.6,6.00,-12.46,2.30,0.89
20200525-121914,INFO,191,45.62,31.32,56.33,1028.61,25.3,69.2,6.02,-12.87,2.38,0.83
20200525-121954,INFO,192,45.08,31.21,56.29,1028.59,25.3,68.6,5.91,-12.31,2.35,0.91
20200525-122034,INFO,193,45.62,30.96,56.73,1028.56,25.3,68.6,5.66,-11.87,2.59,0.94
20200525-122113,INFO,194,45.08,31.3,56.74,1028.55,25.3,68.8,6.00,-12.06,2.30,0.97
20200525-122153,INFO,195,45.08,31.48,57.3,1028.55,25.3,68.8,6.18,-11.50,2.20,1.06
20200525-122233,INFO,196,45.08,31.79,55.44,1028.51,25.3,68.7,6.49,-13.26,2.05,0.78
20200525-122312,INFO,197,45.62,31.39,55.9,1028.49,25.3,68.6,6.09,-12.70,2.34,0.81
20200525-122352,INFO,198,45.08,31.43,55.85,1028.46,25.3,68.8,6.13,-12.95,2.23,0.83
20200525-122432,INFO,199,45.62,31.59,55.39,1028.49,25.4,68.6,6.19,-13.21,2.27,0.74
20200525-122551,INFO,200,45.08,31.59,55.91,1028.47,25.3,68.4,6.29,-12.49,2.14,0.87
20200525-122631,INFO,201,45.62,31.63,55.67,1028.53,25.4,68.5,6.23,-12.83,2.25,0.78
20200525-122710,INFO,202,45.62,31.45,55.81,1028.46,25.4,68.4,6.05,-12.59,2.34,0.81
20200525-122750,INFO,203,45.08,31.63,55.73,1028.46,25.4,68.4,6.23,-12.67,2.16,0.84
20200525-122830,INFO,204,45.62,31.47,55.86,1028.49,25.4,68.4,6.07,-12.54,2.33,0.82
20200525-122909,INFO,205,45.62,31.47,56.13,1028.46,25.4,68.5,6.07,-12.37,2.33,0.85
20200525-122949,INFO,206,45.08,31.72,55.75,1028.47,25.4,68.5,6.32,-12.75,2.11,0.84
20200525-123029,INFO,207,45.62,31.81,55.48,1028.46,25.4,68.5,6.41,-13.02,2.15,0.76
20200525-123108,INFO,208,45.08,31.87,55.19,1028.43,25.5,68.5,6.37,-13.31,2.07,0.76
20200525-123307,INFO,209,45.62,31.65,56.15,1028.38,25.5,68.5,6.15,-12.35,2.27,0.85
20200525-123347,INFO,210,45.08,31.63,55.81,1028.43,25.5,68.6,6.13,-12.79,2.19,0.84
20200525-123426,INFO,211,45.08,31.81,55.71,1028.4,25.5,68.5,6.31,-12.79,2.10,0.83
20200525-123506,INFO,212,45.62,31.74,55.42,1028.43,25.5,68.6,6.24,-13.18,2.22,0.74
20200525-123546,INFO,213,45.08,31.76,55.68,1028.42,25.5,68.5,6.26,-12.82,2.13,0.83
20200525-123625,INFO,214,45.62,31.74,54.35,1028.42,25.5,68.5,6.24,-14.15,2.22,0.62
20200525-123705,INFO,215,45.08,31.87,55.55,1028.41,25.5,68.6,6.37,-13.05,2.07,0.80
20200525-123745,INFO,216,45.62,31.76,55.68,1028.41,25.5,68.6,6.26,-12.92,2.21,0.78
20200525-123824,INFO,217,46.16,31.81,55.47,1028.43,25.5,68.5,6.31,-13.03,2.27,0.71
20200525-123904,INFO,218,45.08,31.61,55.67,1028.45,25.5,68.5,6.11,-12.83,2.20,0.83
20200525-123944,INFO,219,45.62,31.78,55.83,1028.43,25.5,68.6,6.28,-12.77,2.20,0.80
20200525-124023,INFO,220,45.62,31.81,55.54,1028.42,25.5,68.5,6.31,-12.96,2.19,0.77
20200525-124103,INFO,221,45.62,31.78,56.37,1028.43,25.5,68.5,6.28,-12.13,2.20,0.89
20200525-124143,INFO,222,45.62,31.99,54.69,1028.4,25.5,68.6,6.49,-13.91,2.10,0.65
20200525-124222,INFO,223,45.08,31.99,54.79,1028.38,25.5,68.5,6.49,-13.71,2.02,0.71
20200525-124302,INFO,224,45.08,31.98,55.41,1028.43,25.5,68.4,6.48,-12.99,2.02,0.80
20200525-124421,INFO,225,45.08,31.83,55.41,1028.38,25.6,68.5,6.23,-13.09,2.13,0.79
20200525-124501,INFO,226,46.16,31.9,55.39,1028.36,25.6,68.6,6.30,-13.21,2.26,0.70
20200525-124541,INFO,227,45.62,31.98,55.29,1028.37,25.5,68.4,6.48,-13.11,2.10,0.74
20200525-124620,INFO,228,45.62,31.87,55.41,1028.34,25.6,68.5,6.27,-13.09,2.19,0.75
20200525-124700,INFO,229,45.08,31.98,54.44,1028.33,25.6,68.5,6.38,-14.06,2.05,0.67
20200525-124740,INFO,230,45.08,32.03,54.98,1028.32,25.6,68.6,6.43,-13.62,2.03,0.73
20200525-124819,INFO,231,46.16,32.14,55.01,1028.32,25.6,68.6,6.54,-13.59,2.14,0.65
20200525-124859,INFO,232,45.08,32.07,55.03,1028.36,25.6,68.6,6.47,-13.57,2.01,0.73
20200525-124939,INFO,233,45.62,31.99,54.34,1028.34,25.6,68.5,6.39,-14.16,2.13,0.62
20200525-125018,INFO,234,45.62,32.17,54.87,1028.35,25.6,68.6,6.57,-13.73,2.05,0.67
20200525-125058,INFO,235,46.16,31.85,54.32,1028.34,25.6,68.6,6.25,-14.28,2.29,0.57
20200525-125138,INFO,236,45.62,32.19,55.1,1028.26,25.6,68.6,6.59,-13.50,2.04,0.70
20200525-125217,INFO,237,45.62,32.05,54.95,1028.3,25.6,68.6,6.45,-13.65,2.10,0.68
20200525-125257,INFO,238,46.16,32.12,55.1,1028.3,25.6,68.6,6.52,-13.50,2.15,0.66
20200525-125337,INFO,239,45.62,32.05,54.9,1028.29,25.6,68.6,6.45,-13.70,2.10,0.68
20200525-125416,INFO,240,45.62,32.08,54.74,1028.28,25.6,68.6,6.48,-13.86,2.09,0.66
20200525-125536,INFO,241,46.16,32.28,54.79,1028.28,25.6,68.6,6.68,-13.81,2.08,0.62
20200525-125615,INFO,242,46.16,32.32,55.08,1028.27,25.6,68.5,6.72,-13.42,2.06,0.66
20200525-125655,INFO,243,46.16,32.07,54.64,1028.26,25.6,68.5,6.47,-13.86,2.18,0.61
20200525-125735,INFO,244,46.16,32.17,54.83,1028.26,25.6,68.6,6.57,-13.77,2.13,0.63
20200525-125814,INFO,245,45.08,32.1,54.78,1028.23,25.6,68.5,6.50,-13.72,2.00,0.71
20200525-125854,INFO,246,45.62,32.07,54.79,1028.19,25.6,68.6,6.47,-13.81,2.09,0.66
20200525-125934,INFO,247,46.16,32.03,54.91,1028.24,25.6,68.6,6.43,-13.69,2.20,0.64
20200525-130013,INFO,248,46.16,31.83,55.27,1028.2,25.6,68.6,6.23,-13.33,2.30,0.68
20200525-130053,INFO,249,45.08,31.79,55.69,1028.19,25.6,68.7,6.19,-13.01,2.15,0.82
20200525-130133,INFO,250,45.62,32.12,55.27,1028.18,25.6,68.6,6.52,-13.33,2.07,0.72
20200525-130252,INFO,251,45.62,32.12,55.15,1028.17,25.6,68.5,6.52,-13.35,2.07,0.71
