20200529-090005,INFO,____Sample,__CPU_Temp,_senseTemp,_sensHumid,_sensePres,__DHT_Temp,_DHT_Humid, _temp_diff, __hum_diff, temp_factor, hum_factor
20200529-091637,INFO,22,40.78,27.36,62.44,1019.01,22.8,70.8,4.56,-8.36,2.94,2.59
20200529-091716,INFO,23,41.32,27.35,65.63,1019.08,22.8,71.0,4.55,-5.37,3.07,4.53
20200529-091756,INFO,24,40.78,27.24,62.43,1019.08,22.9,71.1,4.34,-8.67,3.12,2.5
20200529-091836,INFO,25,41.32,27.24,62.85,1019.04,22.9,70.9,4.34,-8.05,3.24,2.67
20200529-091915,INFO,26,40.78,27.02,62.82,1019.02,22.8,70.7,4.22,-7.88,3.26,2.8
20200529-091955,INFO,27,40.78,27.02,62.82,1019.0,22.8,70.6,4.22,-7.78,3.26,2.83
20200529-092035,INFO,28,41.32,27.62,62.63,1019.02,22.8,70.8,4.82,-8.17,2.84,2.61
20200529-092114,INFO,29,40.78,27.85,61.54,1019.01,22.8,70.8,5.05,-9.26,2.56,2.24
20200529-092154,INFO,30,41.86,28.02,60.85,1019.0,22.9,70.8,5.12,-9.95,2.7,1.91
20200529-092234,INFO,31,41.86,28.02,60.64,1018.95,22.9,70.5,5.12,-9.86,2.7,1.9
20200529-092353,INFO,32,41.86,28.14,60.41,1018.98,23.0,70.1,5.14,-9.69,2.67,1.91
20200529-092433,INFO,33,42.39,28.24,59.26,1019.0,23.1,69.8,5.14,-10.54,2.75,1.6
20200529-092512,INFO,34,42.39,28.22,59.7,1019.0,23.1,69.6,5.12,-9.9,2.77,1.75
20200529-092552,INFO,35,42.39,28.44,59.77,1019.0,23.1,69.4,5.34,-9.63,2.61,1.8
20200529-092632,INFO,36,42.39,28.36,59.96,1019.03,23.2,69.2,5.16,-9.24,2.72,1.9
20200529-092711,INFO,37,42.39,28.4,59.24,1019.01,23.2,69.0,5.2,-9.76,2.69,1.73
20200529-092751,INFO,38,41.86,28.44,59.24,1018.99,23.3,68.9,5.14,-9.66,2.61,1.8
20200529-092831,INFO,39,42.93,28.36,59.22,1019.02,23.3,68.7,5.06,-9.48,2.88,1.72
20200529-092910,INFO,40,42.93,28.53,59.32,1018.96,23.3,68.5,5.23,-9.18,2.75,1.79
20200529-092950,INFO,41,42.93,28.65,58.89,1019.03,23.4,68.5,5.25,-9.61,2.72,1.66
20200529-093109,INFO,42,42.93,28.65,58.6,1018.92,23.4,68.3,5.25,-9.7,2.72,1.62
20200529-093149,INFO,43,42.39,28.73,58.79,1018.98,23.5,68.1,5.23,-9.31,2.61,1.76
20200529-093229,INFO,44,42.93,28.8,58.68,1018.98,23.5,68.1,5.3,-9.42,2.67,1.67
20200529-093308,INFO,45,42.93,28.85,58.44,1018.95,23.5,68.1,5.35,-9.66,2.63,1.61
20200529-093348,INFO,46,42.93,28.87,58.04,1018.95,23.5,68.0,5.37,-9.96,2.62,1.52
20200529-093428,INFO,47,42.93,28.82,58.16,1018.94,23.6,67.9,5.22,-9.74,2.7,1.56
20200529-093547,INFO,48,42.93,28.83,58.29,1018.96,23.6,67.8,5.23,-9.51,2.7,1.62
20200529-093627,INFO,49,42.93,28.87,57.98,1018.97,23.6,67.7,5.27,-9.72,2.67,1.55
20200529-093706,INFO,50,42.93,28.78,58.75,1018.9,23.6,67.5,5.18,-8.75,2.73,1.81
20200529-093746,INFO,51,42.93,28.85,57.99,1018.92,23.6,67.5,5.25,-9.51,2.68,1.58
20200529-093826,INFO,52,42.93,28.89,58.02,1018.94,23.6,67.5,5.29,-9.48,2.65,1.59
20200529-093905,INFO,53,42.93,28.96,59.42,1018.93,23.7,67.5,5.26,-8.08,2.66,2.04
20200529-093945,INFO,54,42.93,29.0,57.92,1018.99,23.7,67.4,5.3,-9.48,2.63,1.58
20200529-094025,INFO,55,42.93,29.0,57.68,1019.02,23.7,67.3,5.3,-9.62,2.63,1.53
20200529-094104,INFO,56,42.93,28.98,57.9,1019.02,23.7,67.3,5.28,-9.4,2.64,1.59
20200529-094144,INFO,57,43.47,28.94,56.8,1019.01,23.7,67.2,5.24,-10.4,2.77,1.28
20200529-094224,INFO,58,43.47,29.05,56.76,1019.03,23.7,67.2,5.35,-10.44,2.7,1.27
20200529-094303,INFO,59,43.47,28.98,57.84,1019.0,23.7,67.2,5.28,-9.36,2.74,1.54
20200529-094343,INFO,60,42.93,28.94,58.86,1019.02,23.7,67.1,5.24,-8.24,2.67,1.93
20200529-094423,INFO,61,42.93,29.05,58.31,1019.09,23.7,67.1,5.35,-8.79,2.59,1.75
20200529-094502,INFO,62,43.47,29.0,57.57,1019.01,23.7,67.1,5.3,-9.53,2.73,1.48
20200529-094622,INFO,63,42.93,28.94,57.53,1019.04,23.8,67.1,5.14,-9.57,2.72,1.53
20200529-094701,INFO,64,43.47,29.22,57.24,1019.05,23.8,67.1,5.42,-9.86,2.63,1.4
20200529-094821,INFO,65,43.47,29.11,57.31,1019.03,23.8,67.0,5.31,-9.69,2.7,1.43
20200529-094900,INFO,66,43.47,29.12,57.26,1019.03,23.8,67.0,5.32,-9.74,2.7,1.42
20200529-094940,INFO,67,42.93,29.12,57.17,1019.04,23.8,66.9,5.32,-9.73,2.6,1.46
20200529-095020,INFO,68,43.47,29.11,57.53,1019.02,23.8,66.9,5.31,-9.37,2.7,1.5
20200529-095059,INFO,69,43.47,29.29,57.01,1019.01,23.8,66.9,5.49,-9.89,2.58,1.37
20200529-095139,INFO,70,43.47,29.42,56.72,1018.96,23.8,67.2,5.62,-10.48,2.5,1.26
20200529-095218,INFO,71,43.47,29.36,57.44,1018.99,23.9,67.2,5.46,-9.76,2.58,1.43
20200529-095258,INFO,72,43.47,29.42,56.94,1019.0,23.9,67.0,5.52,-10.06,2.55,1.34
20200529-095417,INFO,73,44.01,29.34,56.81,1019.0,23.9,66.9,5.44,-10.09,2.7,1.27
20200529-095457,INFO,74,42.93,29.16,57.17,1018.98,23.9,66.8,5.26,-9.63,2.62,1.48
20200529-095537,INFO,75,43.47,29.32,57.19,1019.01,23.9,67.0,5.42,-9.81,2.61,1.4
20200529-095656,INFO,76,44.01,29.71,56.53,1018.96,23.9,66.8,5.81,-10.27,2.46,1.22
20200529-095736,INFO,77,43.47,29.89,56.08,1018.98,23.9,66.7,5.99,-10.62,2.27,1.19
20200529-095815,INFO,78,43.47,29.98,55.68,1018.98,23.9,66.6,6.08,-10.92,2.22,1.12
20200529-095935,INFO,79,44.01,30.21,54.9,1018.92,23.9,66.5,6.31,-11.6,2.19,0.94
20200529-100014,INFO,80,43.47,30.16,54.96,1018.92,23.8,66.4,6.36,-11.44,2.09,1.0
20200529-100054,INFO,81,44.01,30.23,54.63,1018.94,23.8,66.2,6.43,-11.57,2.14,0.92
20200529-100134,INFO,82,43.47,30.14,54.42,1018.91,23.8,66.0,6.34,-11.58,2.1,0.95
20200529-100213,INFO,83,44.01,30.29,54.2,1018.9,23.8,65.7,6.49,-11.5,2.11,0.89
20200529-100253,INFO,84,44.01,30.14,54.31,1018.89,23.8,65.6,6.34,-11.29,2.19,0.91
20200529-100333,INFO,85,43.47,30.23,54.1,1018.79,23.8,65.7,6.43,-11.6,2.06,0.92
20200529-100412,INFO,86,43.47,30.23,54.25,1018.86,23.8,65.6,6.43,-11.35,2.06,0.95
20200529-100452,INFO,87,43.47,30.23,53.76,1018.87,23.8,65.6,6.43,-11.84,2.06,0.87
20200529-100532,INFO,88,44.01,30.29,53.87,1018.85,23.8,65.7,6.49,-11.83,2.11,0.83
20200529-100611,INFO,89,44.01,30.23,53.8,1018.83,23.8,65.7,6.43,-11.9,2.14,0.82
20200529-100651,INFO,90,43.47,30.27,54.27,1018.88,23.8,65.7,6.47,-11.43,2.04,0.94
20200529-100731,INFO,91,44.01,30.18,53.81,1018.87,23.9,65.7,6.28,-11.89,2.2,0.82
20200529-100810,INFO,92,44.01,30.12,54.08,1018.88,23.8,65.6,6.32,-11.52,2.2,0.87
20200529-100850,INFO,93,44.01,30.25,53.78,1018.92,23.9,65.4,6.35,-11.62,2.17,0.84
20200529-100930,INFO,94,43.47,30.29,53.35,1018.88,23.9,65.2,6.39,-11.85,2.06,0.83
20200529-101009,INFO,95,43.47,30.32,53.29,1018.87,23.8,64.9,6.52,-11.61,2.02,0.85
20200529-101049,INFO,96,44.01,30.38,52.62,1018.82,23.8,64.5,6.58,-11.88,2.07,0.72
20200529-101129,INFO,97,44.01,30.29,52.49,1018.78,23.8,63.6,6.49,-11.11,2.11,0.76
20200529-101248,INFO,98,44.01,30.25,52.61,1018.81,23.8,63.8,6.45,-11.19,2.13,0.77
20200529-101328,INFO,99,44.01,30.38,52.5,1018.86,23.8,63.6,6.58,-11.1,2.07,0.76
20200529-101447,INFO,100,44.01,30.43,52.92,1018.87,23.8,64.0,6.63,-11.08,2.05,0.8
20200529-101527,INFO,101,43.47,30.3,52.41,1018.82,23.8,64.1,6.5,-11.69,2.03,0.76
20200529-101726,INFO,102,44.01,30.41,52.76,1018.8,23.8,63.5,6.61,-10.74,2.06,0.81
20200529-101805,INFO,103,43.47,30.38,53.03,1018.82,23.8,63.6,6.58,-10.57,1.99,0.9
20200529-101845,INFO,104,43.47,30.25,52.43,1018.76,23.8,63.6,6.45,-11.17,2.05,0.8
20200529-101925,INFO,105,44.01,30.38,52.23,1018.76,23.8,63.6,6.58,-11.37,2.07,0.72
20200529-102004,INFO,106,44.01,30.32,51.78,1018.76,23.8,63.5,6.52,-11.72,2.1,0.66
20200529-102044,INFO,107,44.01,30.56,51.4,1018.74,23.8,62.7,6.76,-11.3,1.99,0.65
20200529-102124,INFO,108,44.01,30.47,51.85,1018.76,23.7,62.9,6.77,-11.05,2.0,0.71
20200529-102243,INFO,109,44.01,30.63,51.41,1018.76,23.8,62.8,6.83,-11.39,1.96,0.65
20200529-102323,INFO,110,44.01,30.6,51.32,1018.77,23.7,63.1,6.9,-11.78,1.94,0.62
20200529-102402,INFO,111,44.01,30.56,51.53,1018.75,23.8,63.3,6.76,-11.77,1.99,0.64
20200529-102442,INFO,112,44.01,30.43,51.19,1018.71,23.8,63.3,6.63,-12.11,2.05,0.59
20200529-102522,INFO,113,44.01,30.52,51.51,1018.74,23.7,63.2,6.82,-11.69,1.98,0.64
20200529-102601,INFO,114,44.01,30.56,51.64,1018.74,23.8,63.6,6.76,-11.96,1.99,0.64
20200529-102641,INFO,115,44.01,30.5,51.91,1018.74,23.8,63.8,6.7,-11.89,2.02,0.66
20200529-102721,INFO,116,44.01,30.49,51.75,1018.77,23.8,63.9,6.69,-12.15,2.02,0.64
20200529-102800,INFO,117,44.55,30.6,51.88,1018.77,23.8,63.9,6.8,-12.02,2.05,0.61
20200529-102840,INFO,118,44.55,30.41,51.8,1018.76,23.8,64.2,6.61,-12.4,2.14,0.58
20200529-102920,INFO,119,44.01,30.5,50.87,1018.73,23.8,64.2,6.7,-13.33,2.02,0.51
20200529-102959,INFO,120,44.55,30.58,52.26,1018.76,23.8,64.3,6.78,-12.04,2.06,0.64
20200529-103039,INFO,121,44.55,30.61,53.72,1018.78,23.8,64.4,6.81,-10.68,2.05,0.86
20200529-103119,INFO,122,44.01,30.69,51.84,1018.82,23.8,64.9,6.89,-13.06,1.93,0.6
20200529-103158,INFO,123,44.01,30.49,52.17,1018.82,23.8,64.8,6.69,-12.63,2.02,0.65
20200529-103238,INFO,124,44.01,30.43,53.16,1018.79,23.9,65.1,6.53,-11.94,2.08,0.77
20200529-103318,INFO,125,44.01,30.32,53.05,1018.77,23.9,65.4,6.42,-12.35,2.13,0.73
20200529-103357,INFO,126,44.01,30.25,53.39,1018.7,23.9,65.5,6.35,-12.11,2.17,0.77
20200529-103516,INFO,127,44.55,30.14,53.32,1018.75,23.9,65.1,6.24,-11.78,2.31,0.74
20200529-103556,INFO,128,44.55,30.32,53.12,1018.76,23.9,65.1,6.42,-11.98,2.22,0.72
20200529-103636,INFO,129,44.01,30.41,53.11,1018.73,23.9,64.8,6.51,-11.69,2.09,0.78
20200529-103715,INFO,130,44.55,30.49,52.68,1018.76,23.9,64.7,6.59,-12.02,2.13,0.68
20200529-103755,INFO,131,44.01,30.54,52.85,1018.77,23.9,64.5,6.64,-11.65,2.03,0.76
20200529-103835,INFO,132,44.01,30.6,52.45,1018.75,23.9,64.5,6.7,-12.05,2.0,0.7
20200529-103914,INFO,133,43.47,30.6,52.55,1018.77,23.9,64.5,6.7,-11.95,1.92,0.76
20200529-103954,INFO,134,44.55,30.58,52.11,1018.81,23.9,64.5,6.68,-12.39,2.09,0.61
20200529-104034,INFO,135,44.01,30.49,52.32,1018.75,23.9,64.1,6.59,-11.78,2.05,0.71
20200529-104113,INFO,136,44.01,30.49,52.5,1018.75,23.9,64.1,6.59,-11.6,2.05,0.73
20200529-104312,INFO,137,44.01,30.6,52.28,1018.77,23.9,64.1,6.7,-11.82,2.0,0.7
20200529-104352,INFO,138,44.55,30.61,49.45,1018.74,23.9,64.1,6.71,-14.65,2.08,0.33
20200529-104511,INFO,139,44.01,30.63,52.89,1018.73,23.9,64.3,6.73,-11.41,1.99,0.78
20200529-104551,INFO,140,44.55,30.49,51.32,1018.69,23.8,64.0,6.69,-12.68,2.1,0.53
20200529-104631,INFO,141,44.01,30.3,52.8,1018.71,23.8,64.5,6.5,-11.7,2.11,0.75
20200529-104710,INFO,142,43.47,29.72,53.68,1018.68,23.8,65.7,5.92,-12.02,2.32,0.85
20200529-104750,INFO,143,44.01,29.36,54.14,1018.7,23.8,65.0,5.56,-10.86,2.63,0.93
20200529-104830,INFO,144,43.47,29.49,54.69,1018.72,23.8,65.4,5.69,-10.71,2.46,1.05
20200529-104949,INFO,145,43.47,29.38,55.38,1018.67,23.7,66.2,5.68,-10.82,2.48,1.1
20200529-105029,INFO,146,43.47,29.38,55.38,1018.67,23.7,67.2,5.68,-11.82,2.48,1.01
20200529-105148,INFO,147,43.47,29.02,57.36,1018.73,23.6,66.7,5.42,-9.34,2.67,1.49
20200529-105228,INFO,148,43.47,29.0,56.91,1018.69,23.6,67.6,5.4,-10.69,2.68,1.26
20200529-105307,INFO,149,43.47,28.94,57.09,1018.69,23.6,67.3,5.34,-10.21,2.72,1.33
20200529-105347,INFO,150,42.93,28.78,57.08,1018.65,23.6,67.2,5.18,-10.12,2.73,1.4
20200529-105506,INFO,151,42.93,28.85,57.68,1018.6,23.6,67.5,5.25,-9.82,2.68,1.5
20200529-105546,INFO,152,42.93,28.62,57.9,1018.63,23.6,67.7,5.02,-9.8,2.85,1.53
20200529-105626,INFO,153,43.47,28.49,58.1,1018.64,23.6,67.8,4.89,-9.7,3.06,1.51
20200529-105705,INFO,154,42.93,28.58,58.07,1018.63,23.5,67.6,5.08,-9.53,2.82,1.59
20200529-105745,INFO,155,42.93,28.34,58.25,1018.63,23.6,67.8,4.74,-9.55,3.08,1.6
20200529-105825,INFO,156,42.93,28.34,58.21,1018.64,23.6,67.7,4.74,-9.49,3.08,1.61
20200529-105904,INFO,157,42.39,28.54,58.0,1018.66,23.5,66.9,5.04,-8.9,2.75,1.75
20200529-105944,INFO,158,42.39,28.53,57.93,1018.62,23.6,66.8,4.93,-8.87,2.81,1.75
20200529-110024,INFO,159,42.39,28.25,58.96,1018.65,23.6,66.9,4.65,-7.94,3.04,2.09
20200529-110103,INFO,160,42.93,28.16,58.58,1018.64,23.5,67.3,4.66,-8.72,3.17,1.79
20200529-110143,INFO,161,42.93,28.29,58.73,1018.62,23.6,67.8,4.69,-9.07,3.12,1.74
20200529-110223,INFO,162,42.93,28.45,58.82,1018.64,23.5,67.8,4.95,-8.98,2.93,1.77
20200529-110302,INFO,163,42.93,28.44,58.23,1018.62,23.6,67.9,4.84,-9.67,2.99,1.58
20200529-110342,INFO,164,43.47,28.45,58.72,1018.63,23.6,67.8,4.85,-9.08,3.1,1.68
20200529-110422,INFO,165,42.93,28.53,58.59,1018.63,23.6,67.8,4.93,-9.21,2.92,1.7
20200529-110501,INFO,166,42.39,28.31,58.84,1018.59,23.6,67.6,4.71,-8.76,2.99,1.88
20200529-110541,INFO,167,42.39,28.13,59.42,1018.63,23.6,67.7,4.53,-8.28,3.15,2.06
20200529-110621,INFO,168,41.86,28.16,58.67,1018.62,23.6,67.4,4.56,-8.73,3.0,1.93
20200529-110700,INFO,169,42.39,27.85,58.33,1018.65,23.6,65.8,4.25,-7.47,3.42,2.13
20200529-110740,INFO,170,41.86,27.89,58.42,1018.61,23.6,65.5,4.29,-7.08,3.26,2.34
20200529-110820,INFO,171,42.39,28.13,57.76,1018.63,23.5,66.0,4.63,-8.24,3.08,1.87
20200529-110859,INFO,172,42.93,28.11,57.55,1018.61,23.5,64.5,4.61,-6.95,3.21,2.1
20200529-110939,INFO,173,42.39,28.11,57.58,1018.57,23.5,64.9,4.61,-7.32,3.1,2.08
20200529-111019,INFO,174,42.93,27.93,58.07,1018.65,23.5,65.3,4.43,-7.23,3.39,2.09
20200529-111058,INFO,175,42.39,28.14,57.89,1018.61,23.5,65.5,4.64,-7.61,3.07,2.04
20200529-111138,INFO,176,42.39,28.07,57.92,1018.57,23.5,65.2,4.57,-7.28,3.13,2.13
20200529-111218,INFO,177,41.86,27.89,58.54,1018.56,23.5,65.8,4.39,-7.26,3.18,2.3
20200529-111337,INFO,178,42.93,27.95,59.56,1018.57,23.4,65.8,4.55,-6.24,3.29,2.67
20200529-111417,INFO,179,41.86,27.76,58.8,1018.54,23.4,65.7,4.36,-6.9,3.23,2.46
20200529-111456,INFO,180,41.86,27.8,58.67,1018.62,23.4,65.9,4.4,-7.23,3.2,2.33
20200529-111536,INFO,181,42.39,28.04,58.4,1018.56,23.4,65.8,4.64,-7.4,3.09,2.16
20200529-111615,INFO,182,42.93,28.27,57.35,1018.56,23.5,65.7,4.77,-8.35,3.07,1.73
20200529-111655,INFO,183,42.93,27.87,57.79,1018.62,23.5,65.6,4.37,-7.81,3.45,1.9
20200529-111735,INFO,184,42.39,27.55,57.9,1018.65,23.5,65.4,4.05,-7.5,3.66,2.07
20200529-111814,INFO,185,42.93,27.64,58.16,1018.62,23.5,64.9,4.14,-6.74,3.69,2.26
20200529-111854,INFO,186,42.39,27.8,58.3,1018.59,23.4,64.6,4.4,-6.3,3.32,2.53
20200529-111934,INFO,187,41.86,27.96,57.65,1018.59,23.4,64.4,4.56,-6.75,3.05,2.34
20200529-112013,INFO,188,42.39,28.16,57.09,1018.64,23.4,64.4,4.76,-7.31,2.99,2.01
20200529-112053,INFO,189,42.93,28.24,56.86,1018.62,23.5,64.6,4.74,-7.74,3.1,1.8
20200529-112133,INFO,190,42.39,28.4,57.08,1018.62,23.6,64.7,4.8,-7.62,2.91,1.93
20200529-112212,INFO,191,42.93,28.44,56.45,1018.57,23.6,64.6,4.84,-8.15,2.99,1.66
20200529-112252,INFO,192,42.93,28.62,56.59,1018.59,23.6,64.3,5.02,-7.71,2.85,1.77
20200529-112411,INFO,193,42.93,28.8,55.95,1018.59,23.7,64.3,5.1,-8.35,2.77,1.56
20200529-112451,INFO,194,42.93,28.93,55.0,1018.62,23.8,64.3,5.13,-9.3,2.73,1.3
20200529-112531,INFO,195,42.93,29.09,55.87,1018.68,23.8,64.2,5.29,-8.33,2.62,1.55
20200529-112610,INFO,196,43.47,29.31,55.41,1018.63,23.8,64.2,5.51,-8.79,2.57,1.36
20200529-112650,INFO,197,44.01,29.27,55.17,1018.62,23.9,64.3,5.37,-9.13,2.74,1.22
20200529-112730,INFO,198,42.93,29.6,54.95,1018.59,23.9,64.3,5.7,-9.35,2.34,1.29
20200529-112809,INFO,199,42.93,29.74,54.84,1018.58,23.9,64.1,5.84,-9.26,2.26,1.29
20200529-112849,INFO,200,43.47,29.63,54.54,1018.52,23.9,64.1,5.73,-9.56,2.42,1.16
20200529-112929,INFO,201,44.01,29.85,54.18,1018.55,24.0,64.1,5.85,-9.92,2.42,1.03
20200529-113048,INFO,202,44.01,29.96,54.21,1018.5,24.0,64.4,5.96,-10.19,2.36,1.0
20200529-113128,INFO,203,44.01,29.74,54.44,1018.51,24.0,64.4,5.74,-9.96,2.49,1.05
20200529-113207,INFO,204,43.47,29.87,54.21,1018.51,24.0,64.5,5.87,-10.29,2.32,1.04
20200529-113327,INFO,205,44.01,30.03,54.11,1018.5,24.1,64.6,5.93,-10.49,2.36,0.96
20200529-113406,INFO,206,44.01,30.14,53.84,1018.5,24.1,64.5,6.04,-10.66,2.3,0.92
20200529-113446,INFO,207,44.01,30.32,54.29,1018.53,24.1,64.5,6.22,-10.21,2.2,1.01
20200529-113526,INFO,208,44.01,30.21,53.43,1018.53,24.1,64.3,6.11,-10.87,2.26,0.87
20200529-113605,INFO,209,44.01,30.38,53.47,1018.54,24.1,64.4,6.28,-10.93,2.17,0.87
20200529-113645,INFO,210,44.01,30.41,53.44,1018.53,24.1,64.4,6.31,-10.96,2.16,0.86
20200529-113804,INFO,211,44.01,30.5,52.92,1018.55,24.1,64.5,6.4,-11.58,2.11,0.77
20200529-113844,INFO,212,44.55,30.36,53.27,1018.53,24.2,64.6,6.16,-11.33,2.3,0.77
20200529-113924,INFO,213,43.47,30.23,53.5,1018.5,24.2,64.6,6.03,-11.1,2.2,0.9
20200529-114003,INFO,214,43.47,30.21,53.84,1018.5,24.2,64.6,6.01,-10.76,2.21,0.96
20200529-114043,INFO,215,44.01,30.2,53.88,1018.49,24.2,64.6,6.0,-10.72,2.3,0.92
20200529-114123,INFO,216,44.55,30.41,53.82,1018.5,24.2,64.6,6.21,-10.78,2.28,0.86
20200529-114202,INFO,217,44.01,30.18,53.86,1018.42,24.2,64.6,5.98,-10.74,2.31,0.92
20200529-114242,INFO,218,44.01,30.14,53.96,1018.46,24.2,64.7,5.94,-10.74,2.34,0.93
20200529-114322,INFO,219,44.01,30.14,54.84,1018.45,24.2,64.7,5.94,-9.86,2.34,1.1
20200529-114441,INFO,220,44.55,30.23,53.98,1018.44,24.2,64.7,6.03,-10.72,2.37,0.88
20200529-114521,INFO,221,44.01,30.52,53.69,1018.41,24.3,64.8,6.22,-11.11,2.17,0.87
20200529-114600,INFO,222,44.01,30.76,53.28,1018.44,24.2,64.7,6.56,-11.42,2.02,0.81
20200529-114640,INFO,223,44.01,30.83,53.46,1018.45,24.3,64.8,6.53,-11.34,2.02,0.83
20200529-114720,INFO,224,44.01,30.76,52.85,1018.43,24.3,64.8,6.46,-11.95,2.05,0.74
20200529-114759,INFO,225,44.55,30.76,53.26,1018.42,24.3,64.8,6.46,-11.54,2.13,0.75
20200529-114839,INFO,226,45.08,30.8,53.07,1018.42,24.3,64.7,6.5,-11.63,2.2,0.69
20200529-114919,INFO,227,44.01,30.96,52.64,1018.42,24.3,64.8,6.66,-12.16,1.96,0.71
20200529-114958,INFO,228,44.55,30.81,52.72,1018.41,24.3,64.8,6.51,-12.08,2.11,0.68
20200529-115038,INFO,229,44.55,31.21,52.5,1018.42,24.3,64.8,6.91,-12.3,1.93,0.65
20200529-115118,INFO,230,45.08,31.1,52.67,1018.4,24.3,64.7,6.8,-12.03,2.06,0.63
20200529-115157,INFO,231,45.08,31.03,52.4,1018.43,24.3,64.7,6.73,-12.3,2.09,0.6
20200529-115237,INFO,232,44.55,30.99,52.81,1018.42,24.3,64.7,6.69,-11.89,2.03,0.69
20200529-115317,INFO,233,44.55,30.94,52.74,1018.43,24.3,64.8,6.64,-12.06,2.05,0.68
20200529-115356,INFO,234,45.08,31.12,52.66,1018.37,24.4,64.8,6.72,-12.14,2.08,0.62
20200529-115436,INFO,235,44.55,31.12,52.72,1018.34,24.3,64.7,6.82,-11.98,1.97,0.68
20200529-115516,INFO,236,44.55,31.12,52.4,1018.41,24.3,64.7,6.82,-12.3,1.97,0.64
20200529-115555,INFO,237,44.55,30.98,52.38,1018.39,24.4,64.8,6.58,-12.42,2.06,0.63
20200529-115635,INFO,238,44.55,30.96,52.81,1018.41,24.4,64.8,6.56,-11.99,2.07,0.69
20200529-115714,INFO,239,44.55,31.03,52.69,1018.4,24.4,64.8,6.63,-12.11,2.04,0.67
20200529-115754,INFO,240,45.08,31.07,52.7,1018.32,24.4,64.8,6.67,-12.1,2.1,0.63
20200529-115834,INFO,241,45.08,31.1,52.6,1018.31,24.4,64.8,6.7,-12.2,2.09,0.62
20200529-115913,INFO,242,45.08,31.21,52.49,1018.32,24.4,64.8,6.81,-12.31,2.04,0.6
20200529-115953,INFO,243,44.55,31.05,52.6,1018.25,24.4,64.8,6.65,-12.2,2.03,0.66
20200529-120033,INFO,244,45.08,31.14,52.64,1018.36,24.4,64.8,6.74,-12.16,2.07,0.62
20200529-120112,INFO,245,45.08,30.94,52.76,1018.34,24.4,64.8,6.54,-12.04,2.16,0.64
20200529-120152,INFO,246,45.08,31.14,52.41,1018.34,24.4,64.8,6.74,-12.39,2.07,0.59
20200529-120232,INFO,247,44.55,30.94,52.5,1018.38,24.4,64.8,6.54,-12.3,2.08,0.65
20200529-120311,INFO,248,44.55,30.72,53.18,1018.37,24.5,65.0,6.22,-11.82,2.22,0.73
20200529-120351,INFO,249,44.55,30.61,53.43,1018.38,24.4,65.1,6.21,-11.67,2.24,0.76
20200529-120431,INFO,250,44.55,30.4,54.57,1018.39,24.4,65.0,6.0,-10.43,2.36,0.96
20200529-120510,INFO,251,44.55,30.65,54.1,1018.39,24.4,65.1,6.25,-11.0,2.22,0.87
