20200522-085523,INFO,____Sample,__DHT_Temp,_DHT_Humid
20200522-152716,INFO,657,25.7,69.6
20200522-152745,INFO,658,25.7,69.9
20200522-152814,INFO,659,25.7,69.8
20200522-152912,INFO,660,25.8,69.4
20200522-152941,INFO,661,25.8,69.1
20200522-153010,INFO,662,25.8,68.7
20200522-153039,INFO,663,25.8,68.8
20200522-153108,INFO,664,25.9,64.7
20200522-153137,INFO,665,25.9,65.6
20200522-153206,INFO,666,25.9,67.9
20200522-153235,INFO,667,25.9,69.3
20200522-153304,INFO,668,25.9,69.7
20200522-153334,INFO,669,25.9,69.7
20200522-153403,INFO,670,26.0,69.4
20200522-153432,INFO,671,26.0,69.2
20200522-153501,INFO,672,25.9,69.0
20200522-153530,INFO,673,25.9,66.8
20200522-153559,INFO,674,25.9,66.2
20200522-153628,INFO,675,25.9,67.6
20200522-153726,INFO,676,26.0,68.4
20200522-153755,INFO,677,26.0,66.6
20200522-153824,INFO,678,26.0,67.3
20200522-153853,INFO,679,25.9,67.5
20200522-153922,INFO,680,26.0,67.8
20200522-153951,INFO,681,26.0,68.1
20200522-154118,INFO,682,25.9,69.5
20200522-154148,INFO,683,25.9,67.4
20200522-154246,INFO,684,25.9,67.5
20200522-154315,INFO,685,26.0,68.5
20200522-154344,INFO,686,26.1,67.7
20200522-154442,INFO,687,26.1,67.9
20200522-154511,INFO,688,26.1,67.7
20200522-154540,INFO,689,26.1,67.3
20200522-154707,INFO,690,26.2,65.3
20200522-154736,INFO,691,26.3,64.1
20200522-154805,INFO,692,26.3,62.7
20200522-154834,INFO,693,26.3,63.5
20200522-154903,INFO,694,26.3,65.1
20200522-154932,INFO,695,26.3,65.7
20200522-155001,INFO,696,26.3,66.1
20200522-155031,INFO,697,26.5,66.2
20200522-155100,INFO,698,26.4,66.0
20200522-155129,INFO,699,26.5,65.3
20200522-155158,INFO,700,26.4,65.4
20200522-155227,INFO,701,26.4,65.9
20200522-155256,INFO,702,26.4,63.4
20200522-155325,INFO,703,26.4,64.0
20200522-155354,INFO,704,26.5,64.2
20200522-155423,INFO,705,26.5,64.5
20200522-155452,INFO,706,26.5,64.7
20200522-155521,INFO,707,26.6,64.6
20200522-155550,INFO,708,26.6,64.9
20200522-155619,INFO,709,26.6,65.0
20200522-155648,INFO,710,26.6,65.2
20200522-155717,INFO,711,26.6,65.5
20200522-155746,INFO,712,26.6,64.7
20200522-155815,INFO,713,26.6,65.1
20200522-155845,INFO,714,26.6,65.0
20200522-155914,INFO,715,26.6,64.6
20200522-155943,INFO,716,26.6,65.0
20200522-160012,INFO,717,26.6,65.2
20200522-160041,INFO,718,26.7,65.4
20200522-160139,INFO,719,26.6,66.3
20200522-160208,INFO,720,26.7,66.3
20200522-160237,INFO,721,26.7,66.1
20200522-160306,INFO,722,26.8,65.5
20200522-160335,INFO,723,26.7,65.5
20200522-160404,INFO,724,26.7,66.0
20200522-160433,INFO,725,26.7,66.1
20200522-160502,INFO,726,26.7,65.4

